# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-4.154794768064e-01 -2.651178032142e-06 -4.837256189639e-06)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (1.202053385342e-06 -8.213734567365e-03 -6.665417405750e-02))
0.00667             	((-1.582603741002e+02 1.123681546686e-01 3.894312895314e+01) (-3.976032298391e-01 9.505694314617e-02 2.270817155586e-03)) ((-6.232249609323e+00 4.984566313655e+01 -1.513283078357e+01) (-2.252335373012e-03 -4.831398002556e-03 -1.928803284861e-01))
0.01334             	((8.959084547163e+01 -4.920989104056e-02 3.532071489402e+01) (-3.012089993103e-01 6.676616524843e-02 9.034131285177e-03)) ((-5.721833012969e+00 4.954396072868e+01 9.282241862850e+00) (-2.882356466922e-03 5.934307531014e-03 -1.390778418846e-01))
0.02001             	((-1.382966062856e+01 5.348663004146e-03 1.183293142850e+01) (-2.776821899076e-01 6.475704131696e-02 1.203576451443e-02)) ((-1.996855992704e+00 1.539435262029e+01 -1.556493155275e+00) (-3.383837685404e-03 1.030047504779e-02 -1.325933796488e-01))
0.02668             	((-4.549210129660e+00 6.356077514868e-03 2.465345536491e+01) (-2.835959663832e-01 6.877558747306e-02 1.522753854915e-02)) ((-4.046103599787e+00 3.315534054353e+01 -2.865091938822e-01) (-4.028400938598e-03 1.436523528495e-02 -1.390608158846e-01))
0.03335             	((7.204469464039e+00 -2.703281155596e-03 3.033630223509e+01) (-2.734013359191e-01 6.531681339470e-02 1.902844433854e-02)) ((-4.975494281266e+00 4.110649181934e+01 8.096853533577e-01) (-4.624064704060e-03 1.960291210140e-02 -1.327836135360e-01))
0.04002             	((-1.589776886961e-01 1.990384154513e-03 2.215855841312e+01) (-2.668393134427e-01 6.410368909261e-02 2.184812125221e-02)) ((-3.689714751422e+00 2.970855121968e+01 7.601150641486e-02) (-5.096630929494e-03 2.347631597684e-02 -1.301225837347e-01))
0.04669             	((1.234529318935e+00 1.548340130771e-03 2.627452675806e+01) (-2.616004236295e-01 6.310623544674e-02 2.477200146511e-02)) ((-4.365607178118e+00 3.534843647410e+01 2.462990242429e-01) (-5.585798267702e-03 2.749496660753e-02 -1.279599259044e-01))
0.05336             	((1.947331022510e+00 1.055539412266e-03 2.588664130231e+01) (-2.554678609659e-01 6.168503552988e-02 2.761208328779e-02)) ((-4.321270254879e+00 3.479661230551e+01 3.212461245899e-01) (-6.047526354140e-03 3.145115112716e-02 -1.250706637195e-01))
0.06003             	((1.512571644457e+00 1.448680052822e-03 2.502074685170e+01) (-2.499952561494e-01 6.051938296920e-02 3.016092647458e-02)) ((-4.200948673233e+00 3.356525912492e+01 2.902055776476e-01) (-6.460504792358e-03 3.503008535512e-02 -1.226309438339e-01))
0.0667              	((1.792069224851e+00 1.404132684929e-03 2.613919576877e+01) (-2.448585005599e-01 5.940795488423e-02 3.269713369253e-02)) ((-4.397193570008e+00 3.507696490989e+01 3.339229016499e-01) (-6.867827516613e-03 3.861151511657e-02 -1.203152813062e-01))
0.07337             	((1.938737882002e+00 1.424494675815e-03 2.525500805301e+01) (-2.398954385338e-01 5.833819519189e-02 3.503993568167e-02)) ((-4.272381274927e+00 3.383547820784e+01 3.620445041820e-01) (-7.238693855009e-03 4.195368694052e-02 -1.180812514744e-01))
0.08337             	((2.114800624151e+00 1.508858400692e-03 2.517552204886e+01) (-2.329141840336e-01 5.690930880972e-02 3.863179687174e-02)) ((-4.286991387922e+00 3.368279615434e+01 4.027824579296e-01) (-7.794600168289e-03 4.712681719262e-02 -1.150410065204e-01))
0.09337             	((2.357026090511e+00 1.563956463935e-03 2.527491196722e+01) (-2.264887656710e-01 5.564538565791e-02 4.198322862129e-02)) ((-4.324266593817e+00 3.379237377791e+01 4.527398134013e-01) (-8.306014357160e-03 5.199720606013e-02 -1.123080044033e-01))
0.10337             	((2.580737919585e+00 1.641178855152e-03 2.480902681906e+01) (-2.204942786791e-01 5.452242662215e-02 4.500732463538e-02)) ((-4.270690813059e+00 3.312139321833e+01 5.010364716493e-01) (-8.754604175036e-03 5.646489782833e-02 -1.098315939795e-01))
0.11337             	((2.839718321727e+00 1.712526590212e-03 2.491894358553e+01) (-2.149128204886e-01 5.353211900694e-02 4.786965653788e-02)) ((-4.309120299767e+00 3.324495538563e+01 5.553822928259e-01) (-9.168568013023e-03 6.074990310355e-02 -1.075980428245e-01))
0.12337             	((3.101182879005e+00 1.797229693693e-03 2.440724461134e+01) (-2.096475316389e-01 5.265508985745e-02 5.050540540169e-02)) ((-4.246990646929e+00 3.250970736445e+01 6.099574691855e-01) (-9.536217419056e-03 6.476500223400e-02 -1.055670156766e-01))
0.13337             	((3.381728717076e+00 1.879592759323e-03 2.439150309631e+01) (-2.046829053329e-01 5.188321687825e-02 5.301786640899e-02)) ((-4.263456520110e+00 3.246067089670e+01 6.680998393855e-01) (-9.875451361938e-03 6.864326225414e-02 -1.037253690707e-01))
0.14337             	((3.663362842303e+00 1.972647433122e-03 2.409181749401e+01) (-1.999648633626e-01 5.119759084310e-02 5.538817956205e-02)) ((-4.233599721450e+00 3.201760810360e+01 7.262328480219e-01) (-1.018260677175e-02 7.235797893673e-02 -1.020403244016e-01))
0.15337             	((3.953306956047e+00 2.069022942938e-03 2.386957687135e+01) (-1.954783468343e-01 5.058218624864e-02 5.763090640850e-02)) ((-4.215384594666e+00 3.168121484497e+01 7.855671032527e-01) (-1.045998983083e-02 7.592579676307e-02 -1.004887423367e-01))
0.16337             	((4.251215523656e+00 2.166576973760e-03 2.374082484699e+01) (-1.912168105174e-01 5.002389898829e-02 5.978372631711e-02)) ((-4.211411695959e+00 3.147384293918e+01 8.459058548669e-01) (-1.071402231950e-02 7.939511928181e-02 -9.905260951007e-02))
0.17337             	((4.547051669117e+00 2.267635160009e-03 2.351381533742e+01) (-1.871600329196e-01 4.950661770573e-02 6.183364659490e-02)) ((-4.190909700562e+00 3.112869879685e+01 9.054434477964e-01) (-1.094232156164e-02 8.274646586472e-02 -9.770751017316e-02))
0.18337             	((4.851821639891e+00 2.367652568048e-03 2.345295146952e+01) (-1.832985452895e-01 4.901918437906e-02 6.381042531227e-02)) ((-4.196281206950e+00 3.101382846507e+01 9.659767443400e-01) (-1.115009770005e-02 8.601832633492e-02 -9.643639098164e-02))
0.19337             	((5.155035929129e+00 2.467885346618e-03 2.334951979596e+01) (-1.796069241769e-01 4.854780620429e-02 6.570636541079e-02)) ((-4.194120477710e+00 3.083834299025e+01 1.025612844233e+00) (-1.133624919637e-02 8.919919060045e-02 -9.521640394978e-02))
0.20337             	((5.463012808313e+00 2.566615096565e-03 2.335285706236e+01) (-1.760691914378e-01 4.808005504832e-02 6.752627857701e-02)) ((-4.208293161898e+00 3.081104475527e+01 1.085395186243e+00) (-1.150216345105e-02 9.229471055186e-02 -9.402792930333e-02))
0.21337             	((5.773761229379e+00 2.663689803742e-03 2.341607769642e+01) (-1.726689302747e-01 4.760782285802e-02 6.927820899604e-02)) ((-4.231319553895e+00 3.086667614604e+01 1.144879806528e+00) (-1.164992921922e-02 9.531399872463e-02 -9.285703051952e-02))
0.22337             	((6.084785048440e+00 2.761023920166e-03 2.352095881747e+01) (-1.693972614909e-01 4.712226620792e-02 7.096176240247e-02)) ((-4.260400475428e+00 3.097909684117e+01 1.203652721262e+00) (-1.178030253123e-02 9.825505822897e-02 -9.169004630511e-02))
0.23337             	((6.400665924385e+00 2.856925267694e-03 2.372938491884e+01) (-1.662447171515e-01 4.661982202205e-02 7.258820495566e-02)) ((-4.305339796274e+00 3.123605340336e+01 1.262423379091e+00) (-1.189604341092e-02 1.011315829663e-01 -9.052011087486e-02))
0.24337             	((6.718024419527e+00 2.952706759403e-03 2.399311545264e+01) (-1.631788186320e-01 4.610357151590e-02 7.415444616713e-02)) ((-4.358377142466e+00 3.157029567369e+01 1.320620805737e+00) (-1.199739887271e-02 1.039377945526e-01 -8.934552136517e-02))
0.25337             	((7.036345367144e+00 3.049399880649e-03 2.431963317427e+01) (-1.601181562797e-01 4.555965801216e-02 7.564734378871e-02)) ((-4.420931850659e+00 3.199119883433e+01 1.378189008210e+00) (-1.208361462184e-02 1.066538971845e-01 -8.813503426455e-02))
0.26337             	((7.356884740400e+00 3.150149890614e-03 2.473010050752e+01) (-1.569706545959e-01 4.497289711473e-02 7.705846567396e-02)) ((-4.496208118995e+00 3.253051742875e+01 1.435310977586e+00) (-1.215437973610e-02 1.092640915174e-01 -8.685288010575e-02))
