# Residuals         
# Time              	p_rgh               	k                   	omega               
94.7376             	3.483091490853e-04	7.964453923849e-06	4.162051013426e-06
94.7529             	3.491418199284e-04	7.980049315385e-06	4.171327191075e-06
94.7682             	3.520582272891e-04	8.045693474014e-06	4.112973834788e-06
94.7835             	3.467729194118e-04	8.099594039194e-06	4.170127468370e-06
94.7988             	3.485859664199e-04	8.042116049371e-06	4.162422547726e-06
94.8141             	3.483631985385e-04	8.235506416724e-06	4.219503795296e-06
94.8294             	3.493943712869e-04	8.119212104902e-06	4.172368815509e-06
94.8447             	3.513753794284e-04	8.216910432041e-06	4.240623856186e-06
94.86               	3.514279174144e-04	8.163614974036e-06	4.237019698308e-06
94.8753             	3.521528160341e-04	8.044217284236e-06	4.142102420740e-06
94.8906             	3.494164808770e-04	8.233293736387e-06	4.211388573020e-06
94.9059             	3.429538704750e-04	8.223079935886e-06	4.225309742750e-06
94.9212             	3.461787813781e-04	8.347388349463e-06	4.209733038671e-06
94.9365             	3.467377095921e-04	8.281826022447e-06	4.152996288016e-06
94.9518             	3.500290021375e-04	8.342684933425e-06	4.181984108556e-06
94.9671             	3.468562065624e-04	8.269418162146e-06	4.103833972019e-06
94.9824             	3.490382795896e-04	8.203454456223e-06	4.179391822646e-06
94.9977             	3.481255505185e-04	8.240169303690e-06	4.055346487093e-06
95.013              	3.494904210708e-04	8.205188134061e-06	4.093030588691e-06
95.0283             	3.462187845500e-04	8.106084272218e-06	4.148337639684e-06
95.0436             	3.463523309739e-04	8.028704577956e-06	4.090002730020e-06
95.0589             	3.425019090819e-04	7.941391658789e-06	4.001741194486e-06
95.0742             	3.433146208893e-04	7.855096069284e-06	4.072580832183e-06
95.0895             	3.499298096157e-04	7.728412237052e-06	3.982618266774e-06
95.1048             	3.497174068177e-04	7.783460137048e-06	3.972199603362e-06
95.1201             	3.494507656642e-04	7.751814591693e-06	4.008775679836e-06
95.1354             	3.456343007413e-04	7.846243264252e-06	4.157693343234e-06
95.1507             	3.435391025497e-04	7.940572539709e-06	4.072618658120e-06
95.166              	3.466970221641e-04	7.987988267122e-06	4.130789153123e-06
95.1813             	3.465940315200e-04	7.955520713690e-06	4.121575151970e-06
95.1966             	3.493230882471e-04	7.960615241205e-06	4.128169170645e-06
95.2119             	3.464644191043e-04	7.938274220297e-06	4.114992411397e-06
95.2272             	3.446999788227e-04	7.939346388360e-06	4.146363151566e-06
95.2425             	3.490094935294e-04	7.872661230423e-06	4.173693160609e-06
95.2578             	3.478456721885e-04	7.937371388259e-06	4.148053963253e-06
95.2731             	3.464819042308e-04	7.945412453757e-06	4.177107433274e-06
95.2884             	3.448816723633e-04	8.014065007831e-06	4.139741168368e-06
95.3037             	3.454032760984e-04	7.910743702912e-06	4.148852879151e-06
95.319              	3.438895674090e-04	7.875104573436e-06	4.124370269026e-06
95.3343             	3.407967859424e-04	7.732123120113e-06	4.106144219059e-06
95.3496             	3.459293806517e-04	7.695274235165e-06	4.157529562943e-06
95.3649             	3.422863041368e-04	7.646982968266e-06	4.049107316367e-06
95.3802             	3.418552567829e-04	7.660539944162e-06	4.131415785306e-06
95.3955             	3.436042390183e-04	7.723563065961e-06	4.105618345994e-06
95.4108             	3.411325449400e-04	7.831379661532e-06	4.107826115881e-06
95.4261             	3.384585092034e-04	7.837364943694e-06	4.120637931712e-06
95.4414             	3.370583849469e-04	7.859246473901e-06	4.066224731864e-06
95.4567             	3.436040188696e-04	7.849530095896e-06	4.080080967790e-06
95.472              	3.428040023175e-04	7.773442124332e-06	4.090807826885e-06
95.4873             	3.423295928833e-04	7.774218666590e-06	4.031481438121e-06
95.5026             	3.415586369080e-04	7.743479217504e-06	4.157909965050e-06
95.5179             	3.381011201849e-04	7.736232355678e-06	3.976048248928e-06
95.5332             	3.429514013620e-04	7.809170207764e-06	4.009015239349e-06
95.5485             	3.399847322403e-04	7.812211203582e-06	3.964181208492e-06
95.5638             	3.437952610609e-04	7.828811722838e-06	3.948359545708e-06
95.5791             	3.442746336898e-04	7.749408529277e-06	3.975841443274e-06
95.5944             	3.458811140957e-04	7.736681285373e-06	3.938792887282e-06
95.6097             	3.419258758861e-04	7.753527354680e-06	4.326361906801e-06
95.625              	3.430425994953e-04	7.732060049814e-06	3.933585280817e-06
95.6403             	3.431233598335e-04	7.749521112336e-06	3.886352857209e-06
95.6556             	3.415335643068e-04	7.794777590535e-06	3.933999936291e-06
95.6709             	3.437310934785e-04	7.863322378787e-06	3.987488949394e-06
95.6862             	3.465363618596e-04	7.937382779488e-06	4.216153870461e-06
95.7015             	3.400097599356e-04	8.011803544136e-06	4.013282372962e-06
95.7168             	3.435435659249e-04	8.007672894203e-06	4.065211632365e-06
95.7321             	3.382292618870e-04	8.102397466030e-06	4.135505914599e-06
95.7474             	3.396477126505e-04	8.163655906579e-06	4.061278205069e-06
95.7627             	3.395771392177e-04	8.082458073404e-06	4.085783779491e-06
95.778              	3.390769245658e-04	7.902745850891e-06	3.960838967537e-06
95.7933             	3.373781945747e-04	7.700320596793e-06	3.966354132201e-06
95.8086             	3.376098378457e-04	7.626254046604e-06	4.131717233243e-06
95.8239             	3.399194378183e-04	7.598997620940e-06	3.929965473223e-06
95.8392             	3.364483370450e-04	7.607787833637e-06	3.958589650884e-06
95.8545             	3.374009747041e-04	7.703581119294e-06	3.982902768140e-06
95.8698             	3.371080949942e-04	7.716074300225e-06	4.003960918063e-06
95.8851             	3.380855098134e-04	7.788643890390e-06	3.904589838546e-06
95.9004             	3.356062336930e-04	7.769327851262e-06	3.921477099151e-06
95.9157             	3.331659383206e-04	7.677425758233e-06	3.823159605405e-06
95.931              	3.304405029998e-04	7.600565308701e-06	3.846769397645e-06
95.9463             	3.349314718560e-04	7.503634019615e-06	3.881634883448e-06
95.9616             	3.345611572760e-04	7.510072948847e-06	3.832387570126e-06
95.9769             	3.337660473487e-04	7.585960434052e-06	3.860329568418e-06
95.9922             	3.331964139119e-04	7.651415209222e-06	3.932729306268e-06
96.0075             	3.329505513100e-04	7.709396299743e-06	3.929942352892e-06
96.0228             	3.330231613000e-04	7.765598074561e-06	3.964547430061e-06
96.0381             	3.337609083754e-04	7.769899591911e-06	3.916590051592e-06
96.0534             	3.325015691596e-04	7.785842765912e-06	3.948257301539e-06
96.0687             	3.350862048957e-04	7.827142681543e-06	3.927904869916e-06
96.084              	3.333374411556e-04	7.830522130410e-06	3.970077618730e-06
96.0993             	3.372056878381e-04	7.688604576686e-06	3.986260801784e-06
96.1146             	3.406094722322e-04	7.626803228085e-06	4.056777924815e-06
96.1299             	3.357353267088e-04	7.608660762546e-06	4.012910862908e-06
96.1452             	3.390967924227e-04	7.630170955554e-06	3.933129619567e-06
96.1605             	3.351324586495e-04	7.586141397097e-06	3.901686098975e-06
96.1758             	3.375035539925e-04	7.605596941003e-06	3.903792687560e-06
96.1911             	3.363551358624e-04	7.567555005809e-06	3.896393062392e-06
96.2064             	3.358646248861e-04	7.563406765639e-06	3.943235561443e-06
96.2217             	3.344316224020e-04	7.696523949799e-06	3.994389380055e-06
96.237              	3.319436018085e-04	7.725463616403e-06	4.084179735938e-06
96.2523             	3.317789482127e-04	7.734577563801e-06	3.984377363692e-06
96.2676             	3.330745247999e-04	7.694104691725e-06	3.973564884247e-06
96.2829             	3.343835589635e-04	7.668351611918e-06	3.978953120623e-06
96.2982             	3.332681090963e-04	7.664879123177e-06	3.898002564658e-06
96.3135             	3.333762064375e-04	7.634327642956e-06	3.836205418889e-06
96.3288             	3.375370239810e-04	7.658872835290e-06	3.870253761124e-06
96.3441             	3.421273461181e-04	7.656289194394e-06	3.900463735975e-06
96.3594             	3.368237725661e-04	7.719430494770e-06	3.855512569689e-06
96.3747             	3.360576910555e-04	7.730565338932e-06	3.895925605080e-06
96.39               	3.371053721412e-04	7.699441962681e-06	3.896964805060e-06
96.4053             	3.328215526571e-04	7.793320743993e-06	4.001434776681e-06
96.4206             	3.325447166024e-04	7.715796010734e-06	4.049568284774e-06
96.4359             	3.371192018011e-04	7.734719231467e-06	3.977457762640e-06
96.4512             	3.359033075415e-04	7.697718145096e-06	3.989628608177e-06
96.4665             	3.349940172055e-04	7.609800921002e-06	3.989229906862e-06
96.4818             	3.337861817252e-04	7.509925736496e-06	3.888501560357e-06
96.4971             	3.333820475400e-04	7.420127485296e-06	3.854991679263e-06
96.5124             	3.364099104418e-04	7.416465577186e-06	3.875400484629e-06
96.5277             	3.442481635718e-04	7.418341144371e-06	3.862745381810e-06
96.543              	3.397067382039e-04	7.445797235909e-06	3.877691602747e-06
96.5583             	3.418729454542e-04	7.459727317999e-06	3.890256879306e-06
96.5736             	3.391657235750e-04	7.505890792000e-06	3.779519193853e-06
96.5889             	3.397730045138e-04	7.506233040432e-06	3.839478093682e-06
96.6042             	3.393261204535e-04	7.542542504879e-06	3.762679297294e-06
96.6195             	3.398666511588e-04	7.431182825964e-06	3.739448155570e-06
96.6348             	3.385354521835e-04	7.436974503824e-06	3.708872615126e-06
96.6501             	3.403501464200e-04	7.375536459072e-06	3.727983147412e-06
96.6654             	3.346462688177e-04	7.382739642241e-06	3.795302412507e-06
96.6807             	3.389724188672e-04	7.413703211887e-06	3.737584232146e-06
96.696              	3.313444653677e-04	7.468759425027e-06	3.792364467978e-06
96.7113             	3.347847774322e-04	7.415232277393e-06	3.739504833620e-06
96.7266             	3.377424669566e-04	7.436394470891e-06	3.764834731427e-06
96.7419             	3.371011940775e-04	7.438961909265e-06	3.754888008464e-06
96.7572             	3.367886151557e-04	7.458520452476e-06	3.770290909644e-06
96.7725             	3.350640844157e-04	7.527144317669e-06	3.866017581602e-06
96.7878             	3.348943560907e-04	7.549961756667e-06	3.867368300972e-06
96.8031             	3.377205537644e-04	7.665954420929e-06	3.823078383675e-06
96.8184             	3.372120150074e-04	7.606469318776e-06	3.894029246866e-06
96.8337             	3.365394465500e-04	7.591991205289e-06	3.783057539197e-06
96.849              	3.328372666094e-04	7.597423520215e-06	3.773909894234e-06
96.8643             	3.377384982729e-04	7.565913381140e-06	3.761047171141e-06
96.8796             	3.377755507908e-04	7.534059856475e-06	3.751368908751e-06
96.8949             	3.390765946669e-04	7.558589265934e-06	3.834291671311e-06
96.9102             	3.375588093828e-04	7.553921639453e-06	3.789589722280e-06
96.9255             	3.360385826080e-04	7.582483055407e-06	3.742836625171e-06
96.9408             	3.337777030698e-04	7.544671569463e-06	3.795602362760e-06
96.9561             	3.398381548583e-04	7.557778552965e-06	3.650343239111e-06
96.9714             	3.420992539915e-04	7.447149541196e-06	3.617265550743e-06
96.9867             	3.359094902181e-04	7.477005993218e-06	3.765182667859e-06
97.002              	3.355072938513e-04	7.391682015392e-06	3.714908917861e-06
97.0173             	3.342707510921e-04	7.491867700859e-06	3.644411662548e-06
97.0326             	3.316616365163e-04	7.517348533146e-06	3.723217799205e-06
97.0479             	3.345344110913e-04	7.532790254134e-06	3.769530308061e-06
97.0632             	3.345454337338e-04	7.489120705808e-06	3.722567372857e-06
97.0785             	3.384737505060e-04	7.653133934950e-06	3.754103282075e-06
97.0938             	3.345259949377e-04	7.591840811029e-06	3.752548742841e-06
97.1091             	3.358761040841e-04	7.790450778988e-06	3.744805226534e-06
97.1244             	3.331802710668e-04	7.944543490947e-06	3.781727634617e-06
97.1397             	3.397754118374e-04	7.991449466829e-06	3.777192435215e-06
97.155              	3.367187733117e-04	7.970966451128e-06	3.757242724982e-06
97.1703             	3.378469936586e-04	7.949614745635e-06	3.831703225893e-06
97.1856             	3.403668767452e-04	7.927927655475e-06	3.746266169281e-06
97.2009             	3.416817886787e-04	7.863448712472e-06	3.763734616874e-06
97.2162             	3.433852427737e-04	7.898376759829e-06	3.779309760356e-06
97.2315             	3.408446185972e-04	7.733356904330e-06	3.913653973798e-06
97.2468             	3.387328724001e-04	7.698857868958e-06	3.803806902163e-06
97.2621             	3.379586310739e-04	7.649290049398e-06	3.775700728174e-06
97.2774             	3.369372246758e-04	7.661913458965e-06	3.756634614720e-06
97.2927             	3.345648987419e-04	7.708685274456e-06	3.746525515378e-06
97.308              	3.402705189147e-04	7.806305628972e-06	3.728840324998e-06
97.3233             	3.389793148530e-04	7.868985867311e-06	3.675861463663e-06
97.3386             	3.427660438449e-04	8.022582415676e-06	3.695880394646e-06
97.3539             	3.426655868050e-04	8.145606334021e-06	3.723532129485e-06
97.3692             	3.368686371611e-04	8.081952685669e-06	3.665714399140e-06
97.3845             	3.404779299042e-04	7.957405386604e-06	3.683595757373e-06
97.3998             	3.426108942734e-04	7.987862007080e-06	3.683626798453e-06
97.4151             	3.403514523238e-04	7.934604142227e-06	3.698048224087e-06
97.4304             	3.412896962243e-04	7.949049722277e-06	3.681637799140e-06
97.4457             	3.401538941801e-04	7.961640929780e-06	3.734936016098e-06
97.461              	3.462220468564e-04	8.077989945328e-06	3.723725074439e-06
97.4763             	3.425001907592e-04	8.191188651274e-06	3.851596828254e-06
97.4916             	3.388070570857e-04	8.144707120613e-06	3.899993105225e-06
97.5069             	3.378817340492e-04	8.109048270478e-06	3.872970045484e-06
97.5222             	3.367404627337e-04	8.081078794068e-06	3.942392153029e-06
97.5375             	3.393134136796e-04	8.032907654205e-06	3.982359902833e-06
97.5528             	3.350732631189e-04	7.995630272809e-06	4.027303688245e-06
97.5681             	3.379059544348e-04	8.088726709583e-06	4.016209132666e-06
97.5834             	3.379424192199e-04	8.143254008112e-06	4.040970584876e-06
97.5987             	3.400192364329e-04	8.269794922525e-06	4.069835909191e-06
97.614              	3.401853300216e-04	8.310968669638e-06	4.038707274071e-06
97.6293             	3.366013984476e-04	8.383659429884e-06	4.030853164086e-06
97.6446             	3.392624769578e-04	8.377868623179e-06	4.044706337924e-06
97.6599             	3.390732780651e-04	8.409186955813e-06	4.060153541467e-06
97.6752             	3.393993378113e-04	8.408759200514e-06	4.004336798073e-06
97.6905             	3.373183739514e-04	8.489733242290e-06	4.140661161762e-06
97.7058             	3.388747160101e-04	8.506304877720e-06	4.069628498469e-06
97.7211             	3.353315614464e-04	8.562377659845e-06	4.027391704409e-06
97.7364             	3.337343507115e-04	8.637247064695e-06	4.047604751136e-06
97.7517             	3.397003495675e-04	8.624132076147e-06	4.113665498470e-06
97.767              	3.385187393723e-04	8.672672622417e-06	4.192126900039e-06
97.7823             	3.389775157570e-04	8.680497272398e-06	4.120057202287e-06
97.7976             	3.371317094608e-04	8.714829097562e-06	4.146169676787e-06
97.8129             	3.364727157260e-04	8.763021541250e-06	4.076948766890e-06
97.8282             	3.426940309625e-04	8.807922857110e-06	4.139766528260e-06
97.8435             	3.405040119917e-04	8.902034901322e-06	4.095223597480e-06
97.8588             	3.379556011567e-04	8.959147341253e-06	4.193250206268e-06
97.8741             	3.330594085696e-04	8.939870218868e-06	4.079512602227e-06
97.8894             	3.348146343021e-04	8.857818631658e-06	4.075288070096e-06
97.9047             	3.361944491112e-04	8.797959115168e-06	4.063372291166e-06
97.92               	3.350464292677e-04	8.668933774966e-06	4.038281405639e-06
97.9353             	3.344981793736e-04	8.725805004082e-06	4.080277838789e-06
97.9506             	3.321932215842e-04	8.784245135432e-06	4.092579860503e-06
97.9659             	3.359150820412e-04	8.752071118321e-06	4.077260464181e-06
97.9812             	3.331107005053e-04	8.679170303404e-06	3.984740900648e-06
97.9965             	3.351021694511e-04	8.562370353154e-06	4.043194904519e-06
98.0118             	3.339063746366e-04	8.531299631060e-06	4.112226851182e-06
98.0271             	3.343596732623e-04	8.441943925375e-06	4.048967556346e-06
98.0424             	3.377555901478e-04	8.511679263947e-06	4.081184262287e-06
98.0577             	3.384088384531e-04	8.314299638804e-06	4.129757717401e-06
98.073              	3.326839841293e-04	8.299659688679e-06	4.043827207114e-06
98.0883             	3.338673937002e-04	8.257976492844e-06	4.078706254046e-06
98.1036             	3.333997297596e-04	8.195675880763e-06	4.021193717401e-06
98.1189             	3.331104816925e-04	8.257203048149e-06	4.052337995919e-06
98.1342             	3.338747600321e-04	8.419925784835e-06	4.110516080744e-06
98.1495             	3.354395219288e-04	8.490348361963e-06	4.134918996123e-06
98.1648             	3.334727001486e-04	8.494484375383e-06	4.088055037303e-06
98.1801             	3.329878941540e-04	8.495991437262e-06	4.042337397362e-06
98.1954             	3.363490215817e-04	8.406008821677e-06	4.021840855464e-06
98.2107             	3.389107903666e-04	8.257538508533e-06	4.008000646555e-06
98.226              	3.349070538711e-04	8.189660750616e-06	3.988723687265e-06
98.2413             	3.348533569907e-04	8.030843563608e-06	3.916698013284e-06
98.2566             	3.378410790996e-04	7.915589132277e-06	3.960758450888e-06
98.2719             	3.357453263505e-04	7.779100213335e-06	4.133838960629e-06
98.2872             	3.339480543673e-04	7.786585167843e-06	3.919032002498e-06
98.3025             	3.351574773021e-04	7.731257595832e-06	3.864102070659e-06
98.3178             	3.355358798309e-04	7.717317505710e-06	3.910083683994e-06
98.3331             	3.420287922315e-04	7.709679594633e-06	3.941782005553e-06
98.3484             	3.401507792881e-04	7.680622881086e-06	4.016279406999e-06
98.3637             	3.395434197227e-04	7.722417894865e-06	3.881033175106e-06
98.379              	3.419277701124e-04	7.694601732377e-06	3.900870530144e-06
98.3943             	3.402601679540e-04	7.643860592172e-06	3.960360657058e-06
98.4096             	3.402583536185e-04	7.540873285290e-06	3.840120384662e-06
98.4249             	3.390262043525e-04	7.591470315741e-06	3.894903589495e-06
98.4402             	3.395330126413e-04	7.554535252497e-06	3.850356378145e-06
98.4555             	3.402215596384e-04	7.581878758431e-06	3.921851019509e-06
98.4708             	3.370044382953e-04	7.710619657922e-06	3.926103230467e-06
98.4861             	3.365807739465e-04	7.703781674163e-06	3.937974032010e-06
98.5014             	3.437493862087e-04	7.779225590930e-06	3.995461371145e-06
98.5167             	3.454664044098e-04	7.727142149995e-06	3.969553194923e-06
98.532              	3.427770182717e-04	7.723067783611e-06	3.916448342367e-06
98.5473             	3.371994068996e-04	7.587545313853e-06	3.934315414575e-06
98.5626             	3.360888414174e-04	7.638642587122e-06	3.957660029673e-06
98.5779             	3.325829490483e-04	7.636604334272e-06	3.894774119861e-06
98.5932             	3.336918543358e-04	7.603072829406e-06	3.904031817703e-06
98.6085             	3.321542460657e-04	7.603112219631e-06	3.956829671706e-06
98.6238             	3.349458628066e-04	7.494476306502e-06	3.831642338117e-06
98.6391             	3.318755749705e-04	7.564769890987e-06	3.948209911785e-06
98.6544             	3.355526605674e-04	7.556188890130e-06	3.837276822040e-06
98.6697             	3.352475274662e-04	7.741864243717e-06	3.853129974504e-06
98.685              	3.301615581490e-04	7.823412700335e-06	3.973426121805e-06
98.7003             	3.361056023431e-04	7.805219646130e-06	3.816017327995e-06
98.7156             	3.304643222619e-04	7.738057254018e-06	3.817531949088e-06
98.7309             	3.308084824116e-04	7.689435790763e-06	3.817849593800e-06
98.7462             	3.286840599888e-04	7.674467749385e-06	3.819226324370e-06
98.7615             	3.334862654122e-04	7.698507602525e-06	3.871947872369e-06
98.7768             	3.297364711084e-04	7.739711981272e-06	3.902215719090e-06
98.7921             	3.277556785237e-04	7.795412234015e-06	3.883389022929e-06
98.8074             	3.265471293265e-04	7.929791581492e-06	3.929262509906e-06
98.8227             	3.285476336405e-04	7.986790818738e-06	3.969603705058e-06
98.838              	3.292540734968e-04	8.100187651428e-06	3.984893877232e-06
98.8533             	3.298364793204e-04	8.079168173495e-06	4.023837495255e-06
98.8686             	3.276430088921e-04	8.087292254518e-06	4.055482254065e-06
98.8839             	3.317314347414e-04	8.043972882118e-06	4.141529166239e-06
98.8992             	3.293976896807e-04	8.071696735497e-06	4.058258605772e-06
98.9145             	3.320983467982e-04	8.116608422279e-06	4.064365497360e-06
98.9298             	3.308892178887e-04	8.130497877362e-06	4.055526816478e-06
98.9451             	3.292151217633e-04	8.144630094270e-06	4.057514627936e-06
98.9604             	3.296254835768e-04	8.094268270334e-06	4.028855884829e-06
98.9757             	3.289483085950e-04	8.012040464462e-06	4.090443790418e-06
98.991              	3.317156605540e-04	7.950335099369e-06	4.117460347888e-06
99.0063             	3.311559508534e-04	7.932815937431e-06	4.111493053959e-06
99.0216             	3.298571793932e-04	7.905254801307e-06	4.094611459632e-06
99.0369             	3.281530191190e-04	7.940544654368e-06	4.099403702550e-06
99.0522             	3.293899290907e-04	7.901901870946e-06	4.130396026296e-06
99.0675             	3.274314844551e-04	7.829483666659e-06	4.032147207458e-06
99.0828             	3.245644485499e-04	7.792930491670e-06	4.125518894250e-06
99.0981             	3.231273020420e-04	7.692865746042e-06	4.132857641842e-06
99.1134             	3.253088010336e-04	7.741752183029e-06	4.121087378700e-06
99.1287             	3.259410255828e-04	7.802776769865e-06	4.158692250550e-06
99.144              	3.279272954312e-04	7.918192930832e-06	4.181002506116e-06
99.1593             	3.271397108400e-04	8.016208595592e-06	4.263055354205e-06
99.1746             	3.305189641335e-04	8.016614007032e-06	4.189459568057e-06
99.1899             	3.335643230199e-04	7.913671543411e-06	4.107197991248e-06
99.2052             	3.317616860183e-04	7.898995028638e-06	4.129567831246e-06
99.2205             	3.283156301180e-04	7.757822466545e-06	4.031760913445e-06
99.2358             	3.296014140227e-04	7.707788728847e-06	4.031914086919e-06
99.2511             	3.319710954464e-04	7.636672809355e-06	3.968528524839e-06
99.2664             	3.264020079434e-04	7.610495792082e-06	3.990124676391e-06
99.2817             	3.282438346268e-04	7.614672561507e-06	3.963018728965e-06
99.297              	3.283533504632e-04	7.621968073144e-06	4.035275873522e-06
99.3123             	3.296378115102e-04	7.521710856277e-06	3.963192672688e-06
99.3276             	3.282060022267e-04	7.482102299805e-06	4.011202916482e-06
99.3429             	3.291495540672e-04	7.439567181610e-06	3.973385470718e-06
99.3582             	3.280391097611e-04	7.382454311111e-06	3.994721190437e-06
99.3735             	3.245432973571e-04	7.498529408169e-06	3.983405108885e-06
99.3888             	3.253746926213e-04	7.483550354681e-06	3.991155750302e-06
99.4041             	3.228798976822e-04	7.547544483255e-06	4.034214157047e-06
99.4194             	3.245102379464e-04	7.572946202649e-06	4.045206291286e-06
99.4347             	3.217792772993e-04	7.642498239283e-06	4.094274118770e-06
99.45               	3.202780627549e-04	7.716094484715e-06	4.087825561574e-06
99.4653             	3.188825814131e-04	7.684563731167e-06	4.101178510365e-06
99.4806             	3.189832333424e-04	7.595419467433e-06	4.090970308527e-06
99.4959             	3.202355933632e-04	7.483632324718e-06	4.053704176500e-06
99.5112             	3.197768721983e-04	7.468794112564e-06	4.037973048229e-06
99.5265             	3.263987657094e-04	7.423139310247e-06	3.990982818423e-06
99.5418             	3.267537131899e-04	7.383915848873e-06	3.979105225191e-06
99.5571             	3.282006862604e-04	7.376859291684e-06	3.925919465636e-06
99.5724             	3.287665379575e-04	7.343654880603e-06	4.008196672248e-06
99.5877             	3.277214781794e-04	7.344544616636e-06	3.958939559397e-06
99.603              	3.295962398249e-04	7.392673209220e-06	4.015065135590e-06
99.6183             	3.245723640682e-04	7.394793355794e-06	4.076357304260e-06
99.6336             	3.303817404452e-04	7.410943041338e-06	3.966106456849e-06
99.6489             	3.285523078926e-04	7.464789639428e-06	4.021142990094e-06
99.6642             	3.308342396516e-04	7.480551160783e-06	4.033372531298e-06
99.6795             	3.298025883236e-04	7.437627882365e-06	3.989055151122e-06
99.6948             	3.256822889320e-04	7.422870425277e-06	4.048747631561e-06
99.7101             	3.240952497850e-04	7.294894332415e-06	3.947218822520e-06
99.7254             	3.244056830633e-04	7.221276194496e-06	3.999449329340e-06
99.7407             	3.229043647760e-04	7.193462761984e-06	3.927840684895e-06
99.756              	3.271794451020e-04	7.217830082788e-06	3.964373899756e-06
99.7713             	3.306931869853e-04	7.236054101326e-06	4.010885984548e-06
99.7866             	3.252781686068e-04	7.343046157357e-06	4.020864661031e-06
99.8019             	3.252564164604e-04	7.384454707513e-06	4.001686092555e-06
99.8172             	3.219221236241e-04	7.473711221432e-06	4.069350117240e-06
99.8325             	3.183219719546e-04	7.538920058558e-06	4.022491797000e-06
99.8478             	3.198635549930e-04	7.556296925121e-06	4.106325321894e-06
99.8631             	3.175904649796e-04	7.535046011903e-06	3.966739223253e-06
99.8784             	3.198295146838e-04	7.575824951583e-06	3.970749707658e-06
99.8937             	3.195113127277e-04	7.570238533256e-06	3.964762342368e-06
99.909              	3.145960932396e-04	7.648815146239e-06	3.995207444297e-06
99.9243             	3.153757019841e-04	7.622184603062e-06	3.932046257792e-06
99.9396             	3.208546818765e-04	7.614592481665e-06	3.964095007867e-06
99.9549             	3.212370177046e-04	7.641946568550e-06	3.980735365745e-06
99.9702             	3.208621002356e-04	7.676277412762e-06	4.004382813756e-06
99.9855             	3.221627864228e-04	7.649905634230e-06	3.986441174751e-06
100.0008            	3.219035044218e-04	7.652394431330e-06	4.017174536275e-06
100.0161            	3.207318192870e-04	7.581808762186e-06	4.023347074817e-06
100.0314            	3.182439926435e-04	7.499216721121e-06	3.964862119647e-06
100.0467            	3.199081338922e-04	7.500148491925e-06	3.929312735725e-06
100.062             	3.216008743977e-04	7.456457930362e-06	3.940370031495e-06
100.0773            	3.236734108934e-04	7.532227478966e-06	3.923524678602e-06
100.0926            	3.233019385283e-04	7.614928535755e-06	4.027710206800e-06
100.1079            	3.231885277928e-04	7.661115980448e-06	3.964282497822e-06
100.1232            	3.227440155427e-04	7.658597426209e-06	3.888109069721e-06
100.1385            	3.240035719602e-04	7.718441265644e-06	3.920093177117e-06
100.1538            	3.226612596511e-04	7.763381356918e-06	3.917945439808e-06
100.1691            	3.226025395579e-04	7.771283972139e-06	3.973909077065e-06
100.1844            	3.230843666535e-04	7.840491645430e-06	4.008601344750e-06
100.1997            	3.188908064679e-04	7.889465367504e-06	4.115056225906e-06
100.215             	3.193516588679e-04	7.977552995144e-06	4.123672833107e-06
100.2303            	3.204653776884e-04	7.924665029073e-06	4.079832397369e-06
100.2456            	3.209723248354e-04	8.032221293228e-06	4.087007640122e-06
100.2609            	3.224669209604e-04	7.947432794115e-06	4.096222116946e-06
100.2762            	3.209475420104e-04	8.072081125257e-06	4.044102538636e-06
100.2915            	3.233781220324e-04	8.043790253700e-06	4.147773723492e-06
100.3068            	3.250824040712e-04	8.272065110729e-06	4.151920886270e-06
100.3221            	3.245802028984e-04	8.331906907768e-06	4.161015820719e-06
100.3374            	3.277480058140e-04	8.338009329674e-06	4.172892395773e-06
100.3527            	3.261356883837e-04	8.336982047543e-06	4.205453350784e-06
100.368             	3.266431743879e-04	8.179422110311e-06	4.081096341137e-06
100.3833            	3.233399892185e-04	8.129390781181e-06	4.059094163437e-06
100.3986            	3.280071665348e-04	8.060005327188e-06	4.056270469845e-06
100.4139            	3.221517517526e-04	8.149225176937e-06	4.065759629263e-06
100.4292            	3.272342766564e-04	8.152357465225e-06	4.125857997332e-06
100.4445            	3.283253692786e-04	8.152705071670e-06	4.049287388066e-06
100.4598            	3.237126298071e-04	8.028552568591e-06	4.025883431375e-06
100.4751            	3.205683522516e-04	7.995431845851e-06	4.016738122661e-06
100.4904            	3.217761080837e-04	7.887076914334e-06	4.012142558369e-06
100.5057            	3.235665296817e-04	7.933869580128e-06	4.038527409362e-06
100.521             	3.256440040909e-04	7.925950504989e-06	4.124648738048e-06
100.5363            	3.267327023310e-04	8.040111025546e-06	4.106405364599e-06
100.5516            	3.272295541902e-04	8.054979497082e-06	4.098564343107e-06
100.5669            	3.283161691055e-04	8.229001279509e-06	4.113608583185e-06
100.5822            	3.256954218596e-04	8.298331948273e-06	4.117885747524e-06
100.5975            	3.267002162988e-04	8.260318113847e-06	4.131497601063e-06
100.6128            	3.270020008350e-04	8.159903911421e-06	4.080077720017e-06
100.6281            	3.302023676806e-04	8.001303472437e-06	4.067481891178e-06
100.6434            	3.300735184065e-04	7.835454693723e-06	4.207795465071e-06
100.6587            	3.293495177129e-04	7.806957596195e-06	4.028865238589e-06
100.674             	3.301942128625e-04	7.811218407737e-06	4.055185190403e-06
