# Motion State      
# Angle Units       : [deg]
# Angular Velocity Units: [rad/s]
# Time              	Centre of rotation	Orientation	Linear velocity	Angular velocity
17.97337            	(2.357858946046e-02 5.011997227338e-03 -2.213397336889e-01)	(-3.289318193933e-01 5.388706687285e+00 1.503203587986e-01)	(1.280634039716e-01 9.763343902985e-03 1.197860418158e-01)	(2.156935996015e-02 -1.496535488355e-01 4.032164842893e-03)
17.98337            	(2.476889928429e-02 5.105037324860e-03 -2.201164516985e-01)	(-3.411359645832e-01 5.466367166884e+00 1.491562711694e-01)	(1.099985607953e-01 8.844675601365e-03 1.248703562683e-01)	(2.013161692728e-02 -1.215425764329e-01 4.063709817460e-03)
17.99337            	(2.577708633649e-02 5.188915340534e-03 -2.188469742133e-01)	(-3.524684129080e-01 5.527885778745e+00 1.479079246084e-01)	(9.163884964503e-02 7.930927533459e-03 1.290251407654e-01)	(1.868741571933e-02 -9.329924661332e-02 4.086114159288e-03)
18.00337            	(2.660059020354e-02 5.263679717347e-03 -2.175403012548e-01)	(-3.629257153374e-01 5.573203030733e+00 1.465748168130e-01)	(7.306192376424e-02 7.021947829120e-03 1.323094509282e-01)	(1.723772623323e-02 -6.498065033981e-02 4.100617669465e-03)
18.01337            	(2.723762710251e-02 5.329383300336e-03 -2.162048086349e-01)	(-3.725050499533e-01 5.602291458891e+00 1.451568170585e-01)	(5.434545602935e-02 6.118768768732e-03 1.347890730557e-01)	(1.578300497108e-02 -3.664151399534e-02 4.107417865607e-03)
18.02337            	(2.768719195478e-02 5.386084715657e-03 -2.148481901261e-01)	(-3.812039050146e-01 5.615154491974e+00 1.436543831323e-01)	(3.556751442578e-02 5.221514295381e-03 1.365346286994e-01)	(1.432311645575e-02 -8.334962591164e-03 4.106936741938e-03)
18.03337            	(2.794905160688e-02 5.433840836181e-03 -2.134773994660e-01)	(-3.890196649920e-01 5.611825239995e+00 1.420684000998e-01)	(1.680441599285e-02 4.329709809415e-03 1.376235033312e-01)	(1.285708477418e-02 1.988850964073e-02 4.099825920219e-03)
18.04337            	(2.802373852241e-02 5.472699131448e-03 -2.120986010843e-01)	(-3.959494366300e-01 5.592365664415e+00 1.403998886588e-01)	(-1.867032886082e-03 3.441949243965e-03 1.381361730123e-01)	(1.138418053858e-02 4.797867558424e-02 4.087488508106e-03)
18.05337            	(2.791254672159e-02 5.502690554808e-03 -2.107171334337e-01)	(-4.019896721231e-01 5.556866029578e+00 1.386499167667e-01)	(-2.037132727728e-02 2.556335428051e-03 1.381573570994e-01)	(9.902132781908e-03 7.588695903648e-02 4.070773768018e-03)
18.06337            	(2.761751512404e-02 5.523838989385e-03 -2.093374816224e-01)	(-4.071360343723e-01 5.505444065588e+00 1.368200270924e-01)	(-3.863499223289e-02 1.673351487403e-03 1.377730051531e-01)	(8.409765927840e-03 1.035660558129e-01 4.049563203756e-03)
18.07337            	(2.714141565510e-02 5.536154803566e-03 -2.079632991311e-01)	(-4.113831005743e-01 5.438244541847e+00 1.349120801694e-01)	(-5.658490155633e-02 7.898113486802e-04 1.370634931174e-01)	(6.903805392750e-03 1.309688802317e-01 4.025171575669e-03)
18.08337            	(2.648775444146e-02 5.539619878038e-03 -2.065974361981e-01)	(-4.147237456512e-01 5.355440379351e+00 1.329279966927e-01)	(-7.414734116999e-02 -9.679645421408e-05 1.361090934752e-01)	(5.380950152360e-03 1.580442501992e-01 3.998199556675e-03)
18.09337            	(2.566078056118e-02 5.534201727964e-03 -2.052419577965e-01)	(-4.171493323607e-01 5.257235508374e+00 1.308702056668e-01)	(-9.124743488591e-02 -9.868335605079e-04 1.349865868431e-01)	(3.838595450626e-03 1.847351025348e-01 3.968497892753e-03)
18.10337            	(2.466548285267e-02 5.519853583733e-03 -2.038982142164e-01)	(-4.186498471553e-01 5.143866728893e+00 1.287414898944e-01)	(-1.078121068161e-01 -1.882795285767e-03 1.337621291818e-01)	(2.273940365866e-03 2.109837592579e-01 3.937291634315e-03)
18.11337            	(2.350755554543e-02 5.496507927980e-03 -2.025668840064e-01)	(-4.192140342621e-01 5.015603235825e+00 1.265447083082e-01)	(-1.237733546327e-01 -2.786335864924e-03 1.325039128181e-01)	(6.848957419580e-04 2.367348128981e-01 3.905484080936e-03)
18.12337            	(2.219337738424e-02 5.464074091154e-03 -2.012480176971e-01)	(-4.188288142694e-01 4.872748026236e+00 1.242829931154e-01)	(-1.390622776047e-01 -3.700431500172e-03 1.312693490488e-01)	(-9.333202002392e-04 2.619256773309e-01 3.873476553112e-03)
18.13337            	(2.073001652340e-02 5.422440830048e-03 -1.999411479979e-01)	(-4.174795724868e-01 4.715641665608e+00 1.219597729547e-01)	(-1.536098945648e-01 -4.626220721012e-03 1.301045907816e-01)	(-2.581763190550e-03 2.864877954678e-01 3.842236546504e-03)
18.14337            	(1.912520881014e-02 5.371493358748e-03 -1.986453554673e-01)	(-4.151513435353e-01 4.544664144247e+00 1.195788078308e-01)	(-1.673516480869e-01 -5.563273539088e-03 1.290539153389e-01)	(-4.261042128932e-03 3.103520918415e-01 3.812429391552e-03)
18.15337            	(1.738732553222e-02 5.311118359674e-03 -1.973593578935e-01)	(-4.118287589415e-01 4.360236772403e+00 1.171442979397e-01)	(-1.802250074962e-01 -6.511726275643e-03 1.281455994231e-01)	(-5.972331019508e-03 3.334433947319e-01 3.784627764215e-03)
18.16337            	(1.552532742879e-02 5.241195299362e-03 -1.960816258789e-01)	(-4.074958161277e-01 4.162823921175e+00 1.146608465530e-01)	(-1.921746131907e-01 -7.472885786832e-03 1.274008034893e-01)	(-7.716970213953e-03 3.556865537327e-01 3.759554910836e-03)
18.17337            	(1.354870359577e-02 5.161594596336e-03 -1.948104750131e-01)	(-4.021360078234e-01 3.952933963801e+00 1.121334508972e-01)	(-2.031501534135e-01 -8.447254818239e-03 1.268293696758e-01)	(-9.495600162233e-03 3.770031108176e-01 3.737833021925e-03)
18.18337            	(1.146742567199e-02 5.072186110454e-03 -1.935441994524e-01)	(-3.957326351478e-01 3.731121547669e+00 1.095676260433e-01)	(-2.131054313424e-01 -9.434442358212e-03 1.264257424636e-01)	(-1.130839060743e-02 3.973099832525e-01 3.719791129016e-03)
18.19337            	(9.291890816835e-03 4.972824841305e-03 -1.922812032278e-01)	(-3.882683286243e-01 3.497988722449e+00 1.069691114284e-01)	(-2.220015396879e-01 -1.043781147157e-02 1.261735024625e-01)	(-1.315755448640e-02 4.165247792571e-01 3.706901163634e-03)
18.20337            	(7.032846862919e-03 4.863358487862e-03 -1.910201078856e-01)	(-3.797254548251e-01 3.254184555873e+00 1.043440018421e-01)	(-2.298072510954e-01 -1.145545921700e-02 1.260455659829e-01)	(-1.504174665887e-02 4.345657552859e-01 3.699056871287e-03)
18.21337            	(4.701316235962e-03 4.743640657428e-03 -1.897598590955e-01)	(-3.700868245546e-01 3.000405195987e+00 1.016988938554e-01)	(-2.364988742959e-01 -1.248810686986e-02 1.260041920302e-01)	(-1.696060201625e-02 4.513502992665e-01 3.697250828200e-03)
18.22337            	(2.308540633954e-03 4.613513330225e-03 -1.884998146132e-01)	(-3.593353236013e-01 2.737395362395e+00 9.904049750374e-02)	(-2.420562461057e-01 -1.353735857083e-02 1.260047044294e-01)	(-1.891396906308e-02 4.667914663129e-01 3.702497737655e-03)
18.23337            	(-1.340497928989e-04 4.472834161531e-03 -1.872398039170e-01)	(-3.474552878900e-01 2.465951290078e+00 9.637609954301e-02)	(-2.464618392648e-01 -1.459847516783e-02 1.259974348009e-01)	(-2.089660608402e-02 4.807963620582e-01 3.714216979794e-03)
18.24337            	(-2.614871699240e-03 4.321493353849e-03 -1.859801887180e-01)	(-3.344340653718e-01 2.186923624843e+00 9.371343794406e-02)	(-2.497025420034e-01 -1.566968636854e-02 1.259256050137e-01)	(-2.290281510966e-02 4.932679289792e-01 3.733788474233e-03)
18.25337            	(-5.122221890411e-03 4.159421091758e-03 -1.847219428698e-01)	(-3.202630735705e-01 1.901219788247e+00 9.106044002144e-02)	(-2.517674962308e-01 -1.674476604983e-02 1.257235646201e-01)	(-2.492358249790e-02 5.041050155619e-01 3.761238992254e-03)
18.26337            	(-7.644307206904e-03 3.986618987868e-03 -1.834667329615e-01)	(-3.049395979902e-01 1.609805431872e+00 8.842543718009e-02)	(-2.526495670677e-01 -1.781565472808e-02 1.253184170411e-01)	(-2.694684264308e-02 5.132054833074e-01 3.796837030236e-03)
18.27337            	(-1.016930527788e-02 3.803167933829e-03 -1.822169606523e-01)	(-2.884685637151e-01 1.313703675294e+00 8.581661246589e-02)	(-2.523500471283e-01 -1.887455607970e-02 1.246360448078e-01)	(-2.895730841236e-02 5.204708376298e-01 3.841970757134e-03)
18.28337            	(-1.268544800724e-02 3.609237041956e-03 -1.809758088657e-01)	(-2.708638213016e-01 1.013993712515e+00 8.324182090559e-02)	(-2.508784987435e-01 -1.991162229495e-02 1.235943124950e-01)	(-3.093836240325e-02 5.258038045140e-01 3.896734187059e-03)
18.29337            	(-1.518110479016e-02 3.405090114561e-03 -1.797473418198e-01)	(-2.521486434379e-01 7.118095962644e-01 8.070875123351e-02)	(-2.482528578405e-01 -2.091776318407e-02 1.220990966958e-01)	(-3.287293377169e-02 5.291101381235e-01 3.960954741727e-03)
18.30337            	(-1.764488473275e-02 3.191086160571e-03 -1.785365529016e-01)	(-2.323560882137e-01 4.083363488982e-01 7.822472415736e-02)	(-2.445031306770e-01 -2.188302761394e-02 1.200586869324e-01)	(-3.474310187928e-02 5.303061457236e-01 4.034359415846e-03)
18.31337            	(-2.006574434099e-02 2.967694623828e-03 -1.773493297850e-01)	(-2.115295622427e-01 1.048045872004e-01 7.579684919991e-02)	(-2.396687909706e-01 -2.279527973453e-02 1.173859363883e-01)	(-3.652982177148e-02 5.293163487937e-01 4.115121543757e-03)
18.32337            	(-2.243307418368e-02 2.735499743644e-03 -1.761923947432e-01)	(-1.897232354002e-01 -1.975143509497e-01 7.343206726349e-02)	(-2.337971775687e-01 -2.364369630237e-02 1.140010719805e-01)	(-3.821373926513e-02 5.260740713232e-01 4.201672628634e-03)
18.33337            	(-2.473676901691e-02 2.495206773439e-03 -1.750732406988e-01)	(-1.670032787302e-01 -4.973137027191e-01 7.113681857077e-02)	(-2.269417890768e-01 -2.441489773861e-02 1.098297368995e-01)	(-3.977153980989e-02 5.205223228922e-01 4.292173269943e-03)
18.34337            	(-2.696728195849e-02 2.247644667871e-03 -1.740000887139e-01)	(-1.434479983683e-01 -7.932570543743e-01 6.891703274108e-02)	(-2.191607992394e-01 -2.509752337497e-02 1.048006600734e-01)	(-4.118348414313e-02 5.126145883570e-01 4.383901069030e-03)
18.35337            	(-2.911568318525e-02 1.993755857150e-03 -1.729818101493e-01)	(-1.191465320630e-01 -1.083985800179e+00 6.677833038625e-02)	(-2.105194461124e-01 -2.568023876932e-02 9.885505285031e-02)	(-4.243090628537e-02 5.023199247469e-01 4.473272239272e-03)
18.36337            	(-3.117371562685e-02 1.734605374047e-03 -1.720278218630e-01)	(-9.420010700565e-02 -1.368127507115e+00 6.472588265712e-02)	(-2.010870422081e-01 -2.614985785133e-02 9.194260441896e-02)	(-4.348979164789e-02 4.896210145404e-01 4.557042414789e-03)
18.37337            	(-3.313382891934e-02 1.471372466058e-03 -1.711479747012e-01)	(-6.872181456877e-02 -1.644304477811e+00 6.276411032121e-02)	(-1.909356162888e-01 -2.649672374638e-02 8.402682794160e-02)	(-4.434240225568e-02 4.745168091837e-01 4.631817351395e-03)
18.38337            	(-3.498919828660e-02 1.205347932069e-03 -1.703524125460e-01)	(-4.283560673987e-02 -1.911143159096e+00 6.089685127579e-02)	(-1.801382571639e-01 -2.670818305139e-02 7.508560309963e-02)	(-4.496837758446e-02 4.570228388785e-01 4.693162638534e-03)
18.39337            	(-3.673373026606e-02 9.379230262306e-04 -1.696514232565e-01)	(-1.667613504735e-02 -2.167283889986e+00 5.912702303633e-02)	(-1.687681387273e-01 -2.677679811632e-02 6.511225478702e-02)	(-4.535068877799e-02 4.371720835940e-01 4.738405317277e-03)
18.40337            	(-3.836205622834e-02 6.705657599624e-04 -1.690552774813e-01)	(9.612703541908e-03 -2.411391262276e+00 5.745640428665e-02)	(-1.568970537298e-01 -2.669465513731e-02 5.411690025231e-02)	(-4.547420606335e-02 4.150162422801e-01 4.763797396112e-03)
18.41337            	(-3.986951229649e-02 4.048301682593e-04 -1.685740605494e-01)	(3.587813748647e-02 -2.642164777074e+00 5.588603335222e-02)	(-1.445941599004e-01 -2.645246320332e-02 4.212648613034e-02)	(-4.532332642108e-02 3.906254922178e-01 4.765340884701e-03)
18.42337            	(-4.125210895726e-02 1.423334056007e-04 -1.682174971265e-01)	(6.196008227368e-02 -2.858349540406e+00 5.441591312180e-02)	(-1.319251722525e-01 -2.604688932841e-02 2.918619845577e-02)	(-4.488847419019e-02 3.640888695048e-01 4.740813686939e-03)
18.43337            	(-4.250648881500e-02 -1.152739183402e-04 -1.679947773022e-01)	(8.769274409903e-02 -3.058746905756e+00 5.304471895032e-02)	(-1.189507992968e-01 -2.547457545976e-02 1.535776639160e-02)	(-4.415972767824e-02 3.355137008410e-01 4.688051140113e-03)
18.44337            	(-4.362987459856e-02 -3.663120875761e-04 -1.679143907190e-01)	(1.129056635299e-01 -3.242225001204e+00 5.177000957090e-02)	(-1.057263574143e-01 -2.473305838742e-02 7.195502657321e-04)	(-4.313119899074e-02 3.050257665333e-01 4.605094556393e-03)
18.45337            	(-4.462001053387e-02 -6.090917181599e-04 -1.679839636377e-01)	(1.374259991098e-01 -3.407728997700e+00 5.058827349354e-02)	(-9.230082964826e-02 -2.382286772934e-02 -1.463413402243e-02)	(-4.180093267273e-02 2.727682376283e-01 4.491106519573e-03)
18.46337            	(-4.547509683193e-02 -8.419369489703e-04 -1.682101069565e-01)	(1.610806460749e-01 -3.554290761195e+00 4.949504366108e-02)	(-7.871642996314e-02 -2.274617843275e-02 -3.059452972281e-02)	(-4.017039099335e-02 2.389005866339e-01 4.345455777212e-03)
18.47337            	(-4.619372583276e-02 -1.063197074281e-03 -1.685982692329e-01)	(1.836981324287e-01 -3.681038303049e+00 4.848530678736e-02)	(-6.500937020257e-02 -2.150584662941e-02 -4.703792556630e-02)	(-3.824414580041e-02 2.035989723665e-01 4.167770084973e-03)
18.48337            	(-4.677481931841e-02 -1.271263640900e-03 -1.691526037612e-01)	(2.051106056437e-01 -3.787204648416e+00 4.755367112405e-02)	(-5.120932692821e-02 -2.010746669439e-02 -6.382898008374e-02)	(-3.603046307521e-02 1.670538243555e-01 3.958901534570e-03)
18.49337            	(-4.721756871534e-02 -1.464590274155e-03 -1.698758507193e-01)	(2.251559020696e-01 -3.872135745183e+00 4.669451881199e-02)	(-3.734055245733e-02 -1.855785995658e-02 -8.082041154869e-02)	(-3.354097971167e-02 1.294689096421e-01 3.720134674272e-03)
18.50337            	(-4.752138446278e-02 -1.641707432134e-03 -1.707692350782e-01)	(2.436792407616e-01 -3.935297413856e+00 4.590217160057e-02)	(-2.342259702965e-02 -1.686557163925e-02 -9.785646022989e-02)	(-3.078969730465e-02 9.105891794140e-02 3.453883174883e-03)
18.51337            	(-4.768585244840e-02 -1.801244635043e-03 -1.718323950439e-01)	(2.605353629629e-01 -3.976281120144e+00 4.517101660734e-02)	(-9.471000095699e-03 -1.504186894247e-02 -1.147755329104e-01)	(-2.779553326931e-02 5.204776854780e-02 3.163208643022e-03)
18.52337            	(-4.771069950492e-02 -1.941956519077e-03 -1.730633261546e-01)	(2.755915989639e-01 -3.994808741833e+00 4.449570883377e-02)	(4.501588791555e-03 -1.310050786438e-02 -1.314106892356e-01)	(-2.458300066291e-02 1.266679604352e-02 2.852172151037e-03)
18.53337            	(-4.759576533580e-02 -2.062736578307e-03 -1.744583434056e-01)	(2.887300836183e-01 -3.990736241531e+00 4.387145679253e-02)	(1.848524503274e-02 -1.105550398159e-02 -1.475927609510e-01)	(-2.117857860017e-02 -2.684725682586e-02 2.524832089515e-03)
18.54337            	(-4.734099343738e-02 -2.162627014881e-03 -1.760120851793e-01)	(2.998486673957e-01 -3.964055645242e+00 4.329433435037e-02)	(3.246913465100e-02 -8.922583333227e-03 -1.631555937840e-01)	(-1.760982830099e-02 -6.625614856031e-02 2.185603226766e-03)
18.55337            	(-4.694643996865e-02 -2.240832949901e-03 -1.777175526672e-01)	(3.088625796930e-01 -3.914895102012e+00 4.276149797845e-02)	(4.644155909461e-02 -6.718603670699e-03 -1.779379038116e-01)	(-1.390893758035e-02 -1.053229255988e-01 1.839122714295e-03)
18.56337            	(-4.641227147089e-02 -2.296736852651e-03 -1.795661471695e-01)	(3.157059962289e-01 -3.843517491284e+00 4.227110139731e-02)	(6.039214045818e-02 -4.462176879283e-03 -1.917809966473e-01)	(-1.010888998218e-02 -1.438142053612e-01 1.491085530806e-03)
18.57337            	(-4.573877872641e-02 -2.329922439104e-03 -1.815477568974e-01)	(3.203328977343e-01 -3.750317992158e+00 4.182181609114e-02)	(7.430640843808e-02 -2.174940411308e-03 -2.045409489369e-01)	(-6.244876049751e-03 -1.815015191383e-01 1.148249534994e-03)
18.58337            	(-4.492644132146e-02 -2.340176500993e-03 -1.836508469535e-01)	(3.227183005201e-01 -3.635822536701e+00 4.141299621312e-02)	(8.816107255259e-02 1.241280334039e-04 -2.160770622829e-01)	(-2.354217310308e-03 -2.181568824474e-01 8.158836041929e-04)
18.59337            	(-4.397598532570e-02 -2.327479284294e-03 -1.858625263728e-01)	(3.228579535062e-01 -3.500682953525e+00 4.104482614156e-02)	(1.019301265992e-01 2.415315306373e-03 -2.262588215681e-01)	(1.528844157664e-03 -2.535687813565e-01 4.996405289124e-04)
18.60337            	(-4.288840870982e-02 -2.291999319620e-03 -1.881687151784e-01)	(3.207672648596e-01 -3.345666464485e+00 4.071836550244e-02)	(1.155851965769e-01 4.680677628372e-03 -2.349789395514e-01)	(5.370572017939e-03 -2.875458995019e-01 2.035303870906e-04)
18.61337            	(-4.166504085116e-02 -2.234085894705e-03 -1.905542787038e-01)	(3.164808064083e-01 -3.171648318667e+00 4.043561533311e-02)	(1.290883751536e-01 6.902007354652e-03 -2.421337655203e-01)	(9.138272553387e-03 -3.199024383030e-01 -6.829426878543e-05)
18.62337            	(-4.030762677200e-02 -2.154276491913e-03 -1.930031510496e-01)	(3.100516487146e-01 -2.979605931786e+00 4.019891491900e-02)	(1.423944406800e-01 9.059873203791e-03 -2.476407036421e-01)	(1.280033706767e-02 -3.504675423161e-01 -3.112892816045e-04)
18.63337            	(-3.881840113520e-02 -2.053287780213e-03 -1.954985420479e-01)	(3.015505205426e-01 -2.770609857864e+00 4.001084055493e-02)	(1.554506866791e-01 1.113786913620e-02 -2.514374960327e-01)	(1.632680576167e-02 -3.790869312034e-01 -5.227739558942e-04)
18.64337            	(-3.720016194070e-02 -1.931999775888e-03 -1.980231208172e-01)	(2.910643084304e-01 -2.545814389425e+00 3.987417888588e-02)	(1.681971522214e-01 1.311973172894e-02 -2.534782578278e-01)	(1.969110437800e-02 -4.056225657554e-01 -7.002098118325e-04)
18.65337            	(-3.545633088056e-02 -1.791448557761e-03 -2.005592269489e-01)	(2.786944689367e-01 -2.306446893638e+00 3.979153859418e-02)	(1.805690598056e-01 1.499051189643e-02 -2.537429684989e-01)	(2.286863334237e-02 -4.299573936390e-01 -8.417444426656e-04)
18.66337            	(-3.359100502655e-02 -1.632805669061e-03 -2.030890903953e-01)	(2.645555786368e-01 -2.053796733503e+00 3.976534146366e-02)	(1.924961109976e-01 1.673806584354e-02 -2.522297207879e-01)	(2.583772821702e-02 -4.519920509043e-01 -9.469797203311e-04)
18.67337            	(-3.160900451116e-02 -1.457358735513e-03 -2.055950280782e-01)	(2.487731905896e-01 -1.789204606908e+00 3.979771079872e-02)	(2.039039920790e-01 1.835132086601e-02 -2.489578157838e-01)	(2.858115088742e-02 -4.716467029371e-01 -1.015888020383e-03)
18.68337            	(-2.951590774957e-02 -1.266497131603e-03 -2.080596477668e-01)	(2.314815808884e-01 -1.514051535901e+00 3.989013968060e-02)	(2.147153602409e-01 1.982099991608e-02 -2.439661219388e-01)	(3.108502738048e-02 -4.888604237295e-01 -1.048991472662e-03)
18.69337            	(-2.731807284880e-02 -1.061689827142e-03 -2.104660459282e-01)	(2.128223586256e-01 -1.229747852993e+00 4.004357299268e-02)	(2.248516199114e-01 2.114046097603e-02 -2.373135103523e-01)	(3.333694381381e-02 -5.035918239490e-01 -1.048345357396e-03)
18.70337            	(-2.502264623248e-02 -8.444612931202e-04 -2.127979928470e-01)	(1.929424402586e-01 -9.377224789157e-01 4.025849217393e-02)	(2.342337033535e-01 2.230524582833e-02 -2.290758733916e-01)	(3.533010271922e-02 -5.158174068700e-01 -1.016425308649e-03)
18.71337            	(-2.263755968930e-02 -6.163688514407e-04 -2.150400972776e-01)	(1.719913781413e-01 -6.394128218778e-01 4.053475910437e-02)	(2.427836052821e-01 2.331324250756e-02 -2.193450127379e-01)	(3.706146347686e-02 -5.255310440538e-01 -9.561604416389e-04)
18.72337            	(-2.017151143678e-02 -3.789853293659e-04 -2.171779604163e-01)	(1.501194837102e-01 -3.362549137277e-01 4.087150196416e-02)	(2.504260452218e-01 2.416346190741e-02 -2.082276150050e-01)	(3.853086379988e-02 -5.327436704657e-01 -8.706639874544e-04)
18.73337            	(-1.763393472993e-02 -1.338842766356e-04 -2.191983040364e-01)	(1.274761520614e-01 -2.967439725194e-02 4.126702232335e-02)	(2.570892961491e-01 2.485674863864e-02 -1.958411090006e-01)	(3.974122536814e-02 -5.374806176094e-01 -7.632651208247e-04)
18.74337            	(-1.503494779977e-02 1.173772864842e-04 -2.210890966185e-01)	(1.042086768894e-01 2.789221661735e-01 4.171879940058e-02)	(2.627080898830e-01 2.539556398532e-02 -1.823174074197e-01)	(4.069665554028e-02 -5.397831609495e-01 -6.375193426516e-04)
18.75337            	(-1.238528651031e-02 3.732723893281e-04 -2.228396798518e-01)	(8.046076674865e-02 5.881560276735e-01 4.222345581281e-02)	(2.672241680078e-01 2.578345658348e-02 -1.677992392582e-01)	(4.140539629750e-02 -5.397071087676e-01 -4.967958842855e-04)
18.76337            	(-9.696233727337e-03 6.323216020821e-04 -2.244408537888e-01)	(5.637114346690e-02 8.966837895744e-01 4.277696111321e-02)	(2.705863885876e-01 2.602638596732e-02 -1.524355481377e-01)	(4.187659444030e-02 -5.373200511347e-01 -3.452395075542e-04)
18.77337            	(-6.979540614917e-03 8.931066308433e-04 -2.258849381017e-01)	(3.207301135004e-02 1.203203907649e+00 4.337478596725e-02)	(2.727522338964e-01 2.613061978492e-02 -1.363813144297e-01)	(4.212047809058e-02 -5.327004920476e-01 -1.864255789349e-04)
18.78337            	(-4.247340522253e-03 1.154274375413e-03 -2.271658093211e-01)	(7.693354619441e-03 1.506462219021e+00 4.401175731120e-02)	(2.736877846363e-01 2.610292912899e-02 -1.197929294676e-01)	(4.214877318753e-02 -5.259353169223e-01 -2.347540156998e-05)
18.79337            	(-1.512058833539e-03 1.414552158905e-03 -2.282789103156e-01)	(-1.664787810092e-02 1.805256682223e+00 4.468232395772e-02)	(2.733685531066e-01 2.595262756948e-02 -1.028272694136e-01)	(4.197466639815e-02 -5.171195757796e-01 1.398083598200e-04)
18.80337            	(1.213684972842e-03 1.672756145660e-03 -2.292212503143e-01)	(-4.083870582337e-02 2.098441771699e+00 4.538069023145e-02)	(2.717802081696e-01 2.568816978147e-02 -8.564073034380e-02)	(4.161321528284e-02 -5.063554958032e-01 3.007144725266e-04)
18.81337            	(3.917178102685e-03 1.927790325093e-03 -2.299913920869e-01)	(-6.477564988468e-02 2.384932019180e+00 4.610067925093e-02)	(2.689184177990e-01 2.531866610507e-02 -6.838762417594e-02)	(4.107953457835e-02 -4.937504898707e-01 4.568924344130e-04)
18.82337            	(6.585706330899e-03 2.178654229275e-03 -2.305894076484e-01)	(-8.836386243313e-02 2.663704176645e+00 4.683593591615e-02)	(2.647872278439e-01 2.485411473138e-02 -5.121548812456e-02)	(4.038916827985e-02 -4.794143360742e-01 6.059291268661e-04)
18.83337            	(9.206643256091e-03 2.424438667922e-03 -2.310168113120e-01)	(-1.115166069135e-01 2.933798675250e+00 4.757998252114e-02)	(2.594001571944e-01 2.430277299800e-02 -3.426524459214e-02)	(3.955542857168e-02 -4.634595397687e-01 7.462130204743e-04)
18.84337            	(1.176755119207e-02 2.664321615149e-03 -2.312764959561e-01)	(-1.341551567215e-01 3.194321204799e+00 4.832618493838e-02)	(2.527814300020e-01 2.367381644749e-02 -1.767168422150e-02)	(3.859349464356e-02 -4.460013935370e-01 8.764278341714e-04)
18.85337            	(1.425627721276e-02 2.897577902379e-03 -2.313726484126e-01)	(-1.562094171785e-01 3.444443533635e+00 4.906804899083e-02)	(2.449637741364e-01 2.297744099851e-02 -1.558807072054e-03)	(3.751881175390e-02 -4.271552685138e-01 9.950418225798e-04)
18.86337            	(1.666103723975e-02 3.123583465804e-03 -2.313106393481e-01)	(-1.776179847104e-01 3.683403529140e+00 4.979942176745e-02)	(2.359882312603e-01 2.222367168644e-02 1.396061996315e-02)	(3.634670393777e-02 -4.070365318957e-01 1.101055884235e-03)
18.87337            	(1.897049052754e-02 3.341806882665e-03 -2.310968942186e-01)	(-1.983272544102e-01 3.910504418792e+00 5.051450558916e-02)	(2.259024262978e-01 2.142101168581e-02 2.878840594284e-02)	(3.508943284680e-02 -3.857579757306e-01 1.193658345474e-03)
18.88337            	(2.117380639244e-02 3.551792611203e-03 -2.307387576377e-01)	(-2.182899255507e-01 4.125113448041e+00 5.120775751616e-02)	(2.147607466832e-01 2.057613402176e-02 4.283891022534e-02)	(3.375703400792e-02 -3.634302807162e-01 1.272713031666e-03)
18.89337            	(2.326072643364e-02 3.753161710092e-03 -2.302443603916e-01)	(-2.374656971335e-01 4.326660476403e+00 5.187386051170e-02)	(2.026232615555e-01 1.969768575598e-02 5.604053900894e-02)	(3.236410399760e-02 -3.401613430850e-01 1.338438269159e-03)
18.90337            	(2.522161400740e-02 3.945623682323e-03 -2.296224800784e-01)	(-2.558219486169e-01 4.514635859538e+00 5.250809921834e-02)	(1.895542531973e-01 1.879470869024e-02 6.833552361410e-02)	(3.092295285764e-02 -3.160544555177e-01 1.390304082687e-03)
18.91337            	(2.704749802123e-02 4.128959108875e-03 -2.288824162806e-01)	(-2.733316943713e-01 4.688587806449e+00 5.310633618734e-02)	(1.756225495677e-01 1.787237662015e-02 7.967723594654e-02)	(2.944095471650e-02 -2.912082859492e-01 1.428740812729e-03)
18.92337            	(2.873010918923e-02 4.303007860466e-03 -2.280338611576e-01)	(-2.899727078603e-01 4.848119550768e+00 5.366488751024e-02)	(1.608996840337e-01 1.693737369810e-02 9.003378866522e-02)	(2.792728211126e-02 -2.657162524663e-01 1.453945056282e-03)
18.93337            	(3.026190620497e-02 4.467678110976e-03 -2.270867627732e-01)	(-3.057281921977e-01 4.992886588378e+00 5.418080867231e-02)	(1.454597191131e-01 1.599667640388e-02 9.938588820997e-02)	(2.639155255263e-02 -2.396673850178e-01 1.466004712089e-03)
18.94337            	(3.163609292264e-02 4.622932601703e-03 -2.260511893864e-01)	(-3.205860952798e-01 5.122593819950e+00 5.465174080736e-02)	(1.293776244208e-01 1.505422174150e-02 1.077287891576e-01)	(2.484047060852e-02 -2.131451272960e-01 1.465864804909e-03)
18.95337            	(3.284662748582e-02 4.768773997914e-03 -2.249371936255e-01)	(-3.345378431281e-01 5.236992587768e+00 5.507581851019e-02)	(1.127292882165e-01 1.411405750065e-02 1.150703630249e-01)	(2.327917759146e-02 -1.862281631461e-01 1.453875496831e-03)
