# Motion State      
# Angle Units       : [deg]
# Angular Velocity Units: [rad/s]
# Time              	Centre of rotation	Orientation	Linear velocity	Angular velocity
45.68337            	(-7.642508971224e-03 -7.542966747046e-02 -1.974650188885e-01)	(4.921710727495e-01 3.129434387347e+00 -5.863591945224e+00)	(7.155708863043e-02 1.529206169009e-02 5.611701929348e-02)	(2.861949749190e-02 -1.253390589957e-01 5.207324690087e-03)
45.69337            	(-6.986227302086e-03 -7.526186319779e-02 -1.968700285464e-01)	(4.810380716158e-01 3.196692367853e+00 -5.866084195513e+00)	(5.969924519713e-02 1.826879284440e-02 6.288104913720e-02)	(3.396916768140e-02 -1.042418743550e-01 5.639874780142e-03)
45.70337            	(-6.449804911896e-03 -7.506497978436e-02 -1.962097992243e-01)	(4.656594221732e-01 3.252167531133e+00 -5.868581203036e+00)	(4.758523284076e-02 2.110788984144e-02 6.916481528977e-02)	(3.914185363614e-02 -8.290967112118e-02 6.099683748651e-03)
45.71337            	(-6.035528898159e-03 -7.484037210569e-02 -1.954890979819e-01)	(4.461220506888e-01 3.295733248070e+00 -5.871097259991e+00)	(3.526996990670e-02 2.381364589112e-02 7.497543318938e-02)	(4.414028387681e-02 -6.140293878414e-02 6.582328049863e-03)
45.72337            	(-5.745142609934e-03 -7.458934551561e-02 -1.947125853312e-01)	(4.225146963266e-01 3.327296763183e+00 -5.873647053944e+00)	(2.280728773834e-02 2.639167212553e-02 8.032709694184e-02)	(4.896804595301e-02 -3.977941303198e-02 7.083308572717e-03)
45.73337            	(-5.579846939441e-03 -7.431315059912e-02 -1.938847701573e-01)	(3.949276166435e-01 3.346798398798e+00 -5.876245527545e+00)	(1.025184636026e-02 2.884731117227e-02 8.523593784093e-02)	(5.362858365243e-02 -1.809670389742e-02 7.598087404330e-03)
45.74337            	(-5.540296371805e-03 -7.401297857785e-02 -1.930099779465e-01)	(3.634523753284e-01 3.354211010263e+00 -5.878907643034e+00)	(-2.341732833086e-03 3.118709308128e-02 8.972250431442e-02)	(5.812598871388e-02 3.589429234155e-03 8.121760895932e-03)
45.75337            	(-5.626598807416e-03 -7.368995477304e-02 -1.920923128235e-01)	(3.281812592875e-01 3.349539157163e+00 -5.881648305028e+00)	(-1.491875428913e-02 3.341766788150e-02 9.381052029666e-02)	(6.246537892966e-02 2.522446846114e-02 8.650065588432e-03)
45.76337            	(-5.838316386748e-03 -7.334514524806e-02 -1.911356310841e-01)	(2.892073313104e-01 3.332818565895e+00 -5.884482569438e+00)	(-2.742476157721e-02 3.554423711401e-02 9.752582757386e-02)	(6.665040985695e-02 4.675450661196e-02 9.179285655670e-03)
45.77337            	(-6.174471873350e-03 -7.297956310901e-02 -1.901435190058e-01)	(2.466251555775e-01 3.304115600176e+00 -5.887425478772e+00)	(-3.980633574320e-02 3.757219069688e-02 1.008965880864e-01)	(7.068342328750e-02 6.812660860354e-02 9.704944425098e-03)
45.78337            	(-6.633556409114e-03 -7.259417531344e-02 -1.891192786994e-01)	(2.005313441477e-01 3.263526856517e+00 -5.890491953884e+00)	(-5.201057140961e-02 3.950536841777e-02 1.039514731895e-01)	(7.456595629435e-02 8.928807650618e-02 1.022338884075e-02)
45.79337            	(-7.213537004955e-03 -7.218991730275e-02 -1.880659329676e-01)	(1.510253365809e-01 3.211178809764e+00 -5.893697002044e+00)	(-6.398554775854e-02 4.134623371905e-02 1.067176731733e-01)	(7.829743505283e-02 1.101869257610e-01 1.073130939632e-02)
45.80337            	(-7.911860952233e-03 -7.176770665164e-02 -1.869862231454e-01)	(9.821053148763e-02 3.147228149791e+00 -5.897055708399e+00)	(-7.567924169708e-02 4.309589650226e-02 1.092242912709e-01)	(8.187550290824e-02 1.307688809818e-01 1.122544832425e-02)
45.81337            	(-8.725452255777e-03 -7.132844791041e-02 -1.858826150527e-01)	(4.219486928262e-02 3.071863426551e+00 -5.900583090301e+00)	(-8.703901901174e-02 4.475585174408e-02 1.114973272684e-01)	(8.529806101817e-02 1.509760309102e-01 1.170258718341e-02)
45.82337            	(-9.650723180759e-03 -7.087303520629e-02 -1.847573282653e-01)	(-1.690840718312e-02 2.985305406307e+00 -5.904293868560e+00)	(-9.801516598476e-02 4.632668908145e-02 1.135600302117e-01)	(8.856014953329e-02 1.707525822273e-01 1.215930543639e-02)
45.83337            	(-1.068360271036e-02 -7.040236695097e-02 -1.836123506940e-01)	(-7.897974404980e-02 2.887805969138e+00 -5.908202456479e+00)	(-1.085607399360e-01 4.780696198148e-02 1.154354840374e-01)	(9.165568654278e-02 1.900440784222e-01 1.259300432008e-02)
45.84337            	(-1.181955354209e-02 -6.991736162192e-02 -1.824494666744e-01)	(-1.438923635438e-01 2.779648443478e+00 -5.912323002750e+00)	(-1.186294264093e-01 4.919410382812e-02 1.171413198932e-01)	(9.457657881246e-02 2.087932235985e-01 1.300116526560e-02)
45.85337            	(-1.305358328618e-02 -6.941897463974e-02 -1.812702986859e-01)	(-2.115102468409e-01 2.661148675699e+00 -5.916669209272e+00)	(-1.281765224081e-01 5.048329260786e-02 1.186922777994e-01)	(9.731005326856e-02 2.269411067472e-01 1.338121009448e-02)
45.86337            	(-1.438026292549e-02 -6.890821189831e-02 -1.800763441391e-01)	(-2.816870335845e-01 2.532655775820e+00 -5.921254280421e+00)	(-1.371594054537e-01 5.166925567957e-02 1.200986315601e-01)	(9.984439919778e-02 2.444274264525e-01 1.373137538601e-02)
45.87337            	(-1.579374812409e-02 -6.838614349245e-02 -1.788690189258e-01)	(-3.542656846792e-01 2.394552904440e+00 -5.926091071111e+00)	(-1.455376342675e-01 5.274442549112e-02 1.213664111148e-01)	(1.021659004947e-01 2.611903951851e-01 1.405075190375e-02)
45.88337            	(-1.728780201391e-02 -6.785392894760e-02 -1.776496982064e-01)	(-4.290767795926e-01 2.247257893299e+00 -5.931192099202e+00)	(-1.532731436954e-01 5.369848347919e-02 1.224977327621e-01)	(1.042571220496e-01 2.771669195685e-01 1.433865241202e-02)
45.89337            	(-1.885582174941e-02 -6.731283317469e-02 -1.764197627216e-01)	(-5.059375353127e-01 2.091223792150e+00 -5.936569402457e+00)	(-1.603308034061e-01 5.452067110395e-02 1.234893642003e-01)	(1.061011202097e-01 2.922929314176e-01 1.459492692426e-02)
45.90337            	(-2.049087058059e-02 -6.676423131002e-02 -1.751806522805e-01)	(-5.846514253096e-01 1.926939260599e+00 -5.942234438137e+00)	(-1.666789628285e-01 5.519970182940e-02 1.243327240168e-01)	(1.076792816502e-01 3.065038082807e-01 1.481996713494e-02)
45.91337            	(-2.218571313239e-02 -6.620962485002e-02 -1.739339156672e-01)	(-6.650065519979e-01 1.754928675823e+00 -5.948198024845e+00)	(-1.722895475331e-01 5.572159017121e-02 1.250145986278e-01)	(1.089690840625e-01 3.197344866534e-01 1.501476973686e-02)
45.92337            	(-2.393285368562e-02 -6.565065946813e-02 -1.726812561275e-01)	(-7.467741969236e-01 1.575752074255e+00 -5.954470319823e+00)	(-1.771385631124e-01 5.607148620674e-02 1.255173093303e-01)	(1.099469203871e-01 3.319199849516e-01 1.518112938492e-02)
45.93337            	(-2.572458065565e-02 -6.508912026512e-02 -1.714245784187e-01)	(-8.297092926997e-01 1.390005019631e+00 -5.961060752258e+00)	(-1.812068308935e-01 5.623635439458e-02 1.258182324199e-01)	(1.105919481680e-01 3.429958279218e-01 1.532156421016e-02)
45.94337            	(-2.755301171063e-02 -6.452692598069e-02 -1.701660386518e-01)	(-9.135509409603e-01 1.198318377043e+00 -5.967977870137e+00)	(-1.844793801019e-01 5.620250249211e-02 1.258897209520e-01)	(1.108824019725e-01 3.528979647031e-01 1.543906944627e-02)
45.95337            	(-2.941013940409e-02 -6.396613606130e-02 -1.689080817507e-01)	(-9.980224707112e-01 1.001357445393e+00 -5.975229344084e+00)	(-1.869461585895e-01 5.595548138554e-02 1.257016592766e-01)	(1.107974914804e-01 3.615649105425e-01 1.553783231999e-02)
45.96337            	(-3.128787890559e-02 -6.340893422407e-02 -1.676534854034e-01)	(-1.082832667475e+00 7.998209445342e-01 -5.982821629570e+00)	(-1.886017417109e-01 5.548488605961e-02 1.252176101879e-01)	(1.103195470637e-01 3.689365351607e-01 1.562133934056e-02)
45.97337            	(-3.317811591632e-02 -6.285761974796e-02 -1.664053931990e-01)	(-1.167676043260e+00 5.944396440353e-01 -5.990759467566e+00)	(-1.894456604346e-01 5.477800916217e-02 1.244008306869e-01)	(1.094284594299e-01 3.749561679531e-01 1.569352249172e-02)
45.98337            	(-3.507275622125e-02 -6.231460348925e-02 -1.651673275730e-01)	(-1.252233329544e+00 3.859745656142e-01 -5.999045585294e+00)	(-1.894824005528e-01 5.382524258021e-02 1.232122945087e-01)	(1.081078924508e-01 3.795700534767e-01 1.575820481836e-02)
45.99337            	(-3.696377421926e-02 -6.178238665604e-02 -1.639432015204e-01)	(-1.336172767655e+00 1.752152408097e-01 -6.007680355623e+00)	(-1.887211990487e-01 5.261812406259e-02 1.216129160115e-01)	(1.063418916371e-01 3.827279941583e-01 1.581937515665e-02)
46.00337            	(-3.884325427409e-02 -6.126357014985e-02 -1.627373129990e-01)	(-1.419150166065e+00 -3.702238614572e-02 -6.016661921571e+00)	(-1.871748119178e-01 5.114517717408e-02 1.195647882750e-01)	(1.041138911368e-01 3.843834906088e-01 1.588230674886e-02)
46.01337            	(-4.070342354316e-02 -6.076085997267e-02 -1.615543423975e-01)	(-1.500808968786e+00 -2.498979562563e-01 -6.025986042773e+00)	(-1.848590418962e-01 4.939685826349e-02 1.170293320156e-01)	(1.014077908011e-01 3.844932627168e-01 1.595129955590e-02)
46.02337            	(-4.253668783342e-02 -6.027706832814e-02 -1.603993398715e-01)	(-1.580780198795e+00 -4.625493285094e-01 -6.035645824598e+00)	(-1.817938161555e-01 4.736147064091e-02 1.139711731893e-01)	(9.820623163460e-02 3.830198836584e-01 1.603134256473e-02)
46.03337            	(-4.433566972701e-02 -5.981511009863e-02 -1.592777015874e-01)	(-1.658683147067e+00 -6.740959104329e-01 -6.045631493703e+00)	(-1.780025625625e-01 4.503017526160e-02 1.103564836249e-01)	(9.449464858465e-02 3.799318427263e-01 1.612638180984e-02)
46.04337            	(-4.609324229055e-02 -5.937798710968e-02 -1.581951384369e-01)	(-1.734126512656e+00 -8.836423804164e-01 -6.055929891715e+00)	(-1.735119501447e-01 4.239442252830e-02 1.061561464762e-01)	(9.025863607709e-02 3.752050079886e-01 1.623977464363e-02)
46.05337            	(-4.780256129692e-02 -5.896877555948e-02 -1.571576291027e-01)	(-1.806709754742e+00 -1.090282966073e+00 -6.066524256758e+00)	(-1.683518511295e-01 3.944788751180e-02 1.013457203809e-01)	(8.548709341240e-02 3.688231746578e-01 1.637450802003e-02)
46.06337            	(-4.945709510689e-02 -5.859059995782e-02 -1.561713713671e-01)	(-1.876026093925e+00 -1.293105899158e+00 -6.077394297989e+00)	(-1.625549108646e-01 3.618723282082e-02 9.590582673406e-02)	(8.017470117150e-02 3.607787431936e-01 1.653353926275e-02)
46.07337            	(-5.105065132767e-02 -5.824660164898e-02 -1.552427318533e-01)	(-1.941666020079e+00 -1.491198112339e+00 -6.088516382883e+00)	(-1.561563332910e-01 3.261242894652e-02 8.982207602970e-02)	(7.432105779168e-02 3.510730796103e-01 1.671935519847e-02)
46.08337            	(-5.257740244770e-02 -5.793989827729e-02 -1.543781876515e-01)	(-2.003221208733e+00 -1.683650370440e+00 -6.099863630870e+00)	(-1.491938907168e-01 2.872824539268e-02 8.308676432441e-02)	(6.793273232677e-02 3.397178280637e-01 1.693357311029e-02)
46.09337            	(-5.403190685336e-02 -5.767354932915e-02 -1.535842669928e-01)	(-2.060288776152e+00 -1.869562553540e+00 -6.111406359332e+00)	(-1.417069904147e-01 2.454154423469e-02 7.569736742340e-02)	(6.102225178474e-02 3.267342663520e-01 1.717805347754e-02)
46.10337            	(-5.540912358799e-02 -5.745051424682e-02 -1.528674829947e-01)	(-2.112475385581e+00 -2.048049195367e+00 -6.123112316425e+00)	(-1.337363565103e-01 2.006547223060e-02 6.765943217969e-02)	(5.360840505429e-02 3.121547998832e-01 1.745259598649e-02)
46.11337            	(-5.670442073350e-02 -5.727360652114e-02 -1.522342498429e-01)	(-2.159402138220e+00 -2.218245371216e+00 -6.134947046058e+00)	(-1.253230725931e-01 1.531607290530e-02 5.898719819049e-02)	(4.571844100235e-02 2.960229887100e-01 1.775718830776e-02)
46.12337            	(-5.791357749742e-02 -5.714546188043e-02 -1.516907923686e-01)	(-2.200709446337e+00 -2.379312577406e+00 -6.146874681153e+00)	(-1.165082801898e-01 1.031285523708e-02 4.970429666167e-02)	(3.738570009458e-02 2.783935059296e-01 1.809085647143e-02)
46.13337            	(-5.903278449230e-02 -5.706849940924e-02 -1.512430466860e-01)	(-2.236061438693e+00 -2.530444863710e+00 -6.158858244974e+00)	(-1.073331187863e-01 5.079639000087e-03 3.984483987318e-02)	(2.865016360012e-02 2.593329018178e-01 1.845084169036e-02)
46.14337            	(-6.005863810677e-02 -5.704488479758e-02 -1.508965660012e-01)	(-2.265150438208e+00 -2.670874841115e+00 -6.170860089686e+00)	(-9.783760410826e-02 -3.567166664888e-04 2.945129707564e-02)	(1.955810781213e-02 2.389184509231e-01 1.883366813929e-02)
46.15337            	(-6.098812912772e-02 -5.707648875867e-02 -1.506564323764e-01)	(-2.287701233506e+00 -2.799879522136e+00 -6.182842407819e+00)	(-8.806060008195e-02 -5.964075552274e-03 1.857542789314e-02)	(1.016170649359e-02 2.172386638637e-01 1.923422675480e-02)
46.16337            	(-6.181863056755e-02 -5.716485238386e-02 -1.505271695976e-01)	(-2.303475594199e+00 -2.916786119041e+00 -6.194768027272e+00)	(-7.803968788314e-02 -1.170864948515e-02 7.277127852299e-03)	(5.202155311103e-04 1.943927361752e-01 1.964760363408e-02)
46.17337            	(-6.254788465929e-02 -5.731116387872e-02 -1.505126631198e-01)	(-2.312276078496e+00 -3.020977498515e+00 -6.206601209036e+00)	(-6.781113046553e-02 -1.755364948790e-02 -4.375832290817e-03)	(-9.303601030757e-03 1.704896558280e-01 2.006744540124e-02)
46.18337            	(-6.317398987626e-02 -5.751622071768e-02 -1.506160783497e-01)	(-2.313949611158e+00 -3.111897521868e+00 -6.218307855974e+00)	(-5.740991292785e-02 -2.345771830425e-02 -1.630721368780e-02)	(-1.924068600239e-02 1.456486221615e-01 2.048576298808e-02)
46.19337            	(-6.369538243044e-02 -5.778040320372e-02 -1.508397917090e-01)	(-2.308390824706e+00 -3.189055804687e+00 -6.229856031342e+00)	(-4.686859790796e-02 -2.937877890392e-02 -2.843545817495e-02)	(-2.921909055278e-02 1.199965315463e-01 2.089454107620e-02)
46.20337            	(-6.411081690856e-02 -5.810366192404e-02 -1.511853317362e-01)	(-2.295544107643e+00 -3.252031836294e+00 -6.241216608501e+00)	(-3.621829771638e-02 -3.527296515918e-02 -4.067254724880e-02)	(-3.916480799496e-02 9.366778707209e-02 2.128522633288e-02)
46.21337            	(-6.441935129206e-02 -5.848549616726e-02 -1.516533248766e-01)	(-2.275406335004e+00 -3.300478699131e+00 -6.252363643208e+00)	(-2.548857898431e-02 -4.109388348573e-02 -5.292608083709e-02)	(-4.899839530068e-02 6.680335992738e-02 2.164862967875e-02)
46.22337            	(-6.462032990945e-02 -5.892494019868e-02 -1.522434556965e-01)	(-2.248028556677e+00 -3.334126192781e+00 -6.263274576074e+00)	(-1.470714449392e-02 -4.679492279704e-02 -6.510008313741e-02)	(-5.864168750750e-02 3.954926815259e-02 2.197519323740e-02)
46.23337            	(-6.471337114072e-02 -5.942056799977e-02 -1.529544376112e-01)	(-2.213515530464e+00 -3.352783380242e+00 -6.273930456373e+00)	(-3.901101758691e-03 -5.233063742037e-02 -7.709629981992e-02)	(-6.801826262129e-02 1.205527109753e-02 2.225586261737e-02)
46.24337            	(-6.469836047514e-02 -5.997050246586e-02 -1.537840028938e-01)	(-2.172025436797e+00 -3.356340235682e+00 -6.284316181907e+00)	(6.903234873879e-03 -5.765625579876e-02 -8.881675668931e-02)	(-7.705192431313e-02 -1.552688342323e-02 2.248190860672e-02)
46.25337            	(-6.457544278371e-02 -6.057241532811e-02 -1.547289026984e-01)	(-2.123769524691e+00 -3.344768675722e+00 -6.294420276389e+00)	(1.768030341196e-02 -6.272631665165e-02 -1.001632042354e-01)	(-8.566813164138e-02 -4.304388073146e-02 2.264418123845e-02)
46.26337            	(-6.434501675571e-02 -6.122353989283e-02 -1.557849237081e-01)	(-2.069010382564e+00 -3.318122865477e+00 -6.304234682050e+00)	(2.840490218895e-02 -6.749859629088e-02 -1.110409977006e-01)	(-9.379696191600e-02 -7.034346705861e-02 2.273485771203e-02)
46.27337            	(-6.400773415023e-02 -6.192069578942e-02 -1.569469160686e-01)	(-2.008059410723e+00 -3.276538614927e+00 -6.313754717580e+00)	(3.905161890734e-02 -7.193258302846e-02 -1.213574743998e-01)	(-1.013724731285e-01 -9.727529657515e-02 2.274706586288e-02)
46.28337            	(-6.356450435447e-02 -6.266030948095e-02 -1.582088206003e-01)	(-1.941274248205e+00 -3.220232340517e+00 -6.322978774434e+00)	(4.959434024350e-02 -7.599015527794e-02 -1.310234319472e-01)	(-1.083332469065e-01 -1.236916239985e-01 2.267492917860e-02)
46.29337            	(-6.301651333137e-02 -6.343845093923e-02 -1.595637185343e-01)	(-1.869055195132e+00 -3.149500443678e+00 -6.331908093903e+00)	(6.000386437588e-02 -7.963813637774e-02 -1.399561548505e-01)	(-1.146254114154e-01 -1.494455638684e-01 2.251450258479e-02)
46.30337            	(-6.236524568938e-02 -6.425088338124e-02 -1.610039094902e-01)	(-1.791840145798e+00 -3.064717581734e+00 -6.340546557896e+00)	(7.024966402198e-02 -8.284835202365e-02 -1.480820363289e-01)	(-1.202042925138e-01 -1.743972629718e-01 2.226357655226e-02)
46.31337            	(-6.161248493800e-02 -6.509310897414e-02 -1.625209996840e-01)	(-1.710099736431e+00 -2.966331754377e+00 -6.348900381642e+00)	(8.030248625513e-02 -8.559676655737e-02 -1.553360024367e-01)	(-1.250307486605e-01 -1.984187113998e-01 2.192175171493e-02)
46.32337            	(-6.076031670790e-02 -6.596041002889e-02 -1.641059629656e-01)	(-1.624333004178e+00 -2.854859576881e+00 -6.356977722634e+00)	(9.013115976447e-02 -8.786344439125e-02 -1.616566538802e-01)	(-1.290731056906e-01 -2.213881025718e-01 2.149011681281e-02)
46.33337            	(-5.981115143604e-02 -6.684789586704e-02 -1.657492103280e-01)	(-1.535061833529e+00 -2.730882945680e+00 -6.364788135583e+00)	(9.970189460718e-02 -8.963372323918e-02 -1.669928185934e-01)	(-1.323099515327e-01 -2.431911242023e-01 2.097129237594e-02)
46.34337            	(-5.876774800683e-02 -6.775055429578e-02 -1.674406934990e-01)	(-1.442825264068e+00 -2.595044990924e+00 -6.372342081017e+00)	(1.089787912361e-01 -9.089796250848e-02 -1.713038156120e-01)	(-1.347275588998e-01 -2.637222100768e-01 2.036949398585e-02)
46.35337            	(-5.763323334373e-02 -6.866330449059e-02 -1.691700019376e-01)	(-1.348174183542e+00 -2.448045338444e+00 -6.379650575013e+00)	(1.179241413830e-01 -9.165207645326e-02 -1.745578721083e-01)	(-1.363208866378e-01 -2.828855498806e-01 1.969067555229e-02)
46.36337            	(-5.641111575717e-02 -6.958104962426e-02 -1.709264714923e-01)	(-1.251665747847e+00 -2.290634472538e+00 -6.386724866134e+00)	(1.264993759299e-01 -9.189695028066e-02 -1.767360388214e-01)	(-1.370932126702e-01 -3.005973184740e-01 1.894219931074e-02)
46.37337            	(-5.510529624412e-02 -7.049872182583e-02 -1.726992965018e-01)	(-1.153858176416e+00 -2.123607842379e+00 -6.393575937062e+00)	(1.346645266793e-01 -9.163749003427e-02 -1.778289630936e-01)	(-1.370551456013e-01 -3.167842035013e-01 1.813206623509e-02)
46.38337            	(-5.372007713689e-02 -7.141133132590e-02 -1.744776330788e-01)	(-1.055305327190e+00 -1.947800072280e+00 -6.400214123182e+00)	(1.423792947664e-01 -9.088440997961e-02 -1.778383522885e-01)	(-1.362264717151e-01 -3.313846132160e-01 1.726962055712e-02)
46.39337            	(-5.226016456643e-02 -7.231401879707e-02 -1.762507047970e-01)	(-9.565513840958e-01 -1.764078909909e+00 -6.406648998464e+00)	(1.496032193267e-01 -8.965308425398e-02 -1.767759913637e-01)	(-1.346338673228e-01 -3.443483463399e-01 1.636517807925e-02)
46.40337            	(-5.073066932640e-02 -7.320209327327e-02 -1.780079038424e-01)	(-8.581266693121e-01 -1.573339106991e+00 -6.412889040593e+00)	(1.562958286782e-01 -8.796181098551e-02 -1.746638177165e-01)	(-1.323093091148e-01 -3.556367294089e-01 1.542887287891e-02)
46.41337            	(-4.913710128626e-02 -7.407107404218e-02 -1.797388921298e-01)	(-7.605436543615e-01 -1.376496290503e+00 -6.418941486199e+00)	(1.624177793495e-01 -8.583434279773e-02 -1.715338397646e-01)	(-1.292910187857e-01 -3.652224405487e-01 1.447183826304e-02)
46.42337            	(-4.748535853288e-02 -7.491672876623e-02 -1.814336935908e-01)	(-6.642932415244e-01 -1.174481068546e+00 -6.424812317570e+00)	(1.679307713271e-01 -8.329660201261e-02 -1.674264524321e-01)	(-1.256217030345e-01 -3.730887746365e-01 1.350483481245e-02)
46.43337            	(-4.578171496102e-02 -7.573509573516e-02 -1.830827766798e-01)	(-5.698417971080e-01 -9.682333250189e-01 -6.430506039685e+00)	(1.727979430458e-01 -8.037679177260e-02 -1.623901653705e-01)	(-1.213478081730e-01 -3.792294336609e-01 1.253822203696e-02)
46.44337            	(-4.403280151079e-02 -7.652251329644e-02 -1.846771271600e-01)	(-4.776286565314e-01 -7.586967912745e-01 -6.436025861002e+00)	(1.769847469989e-01 -7.710672048418e-02 -1.564799306634e-01)	(-1.165187529964e-01 -3.836475938137e-01 1.158280382774e-02)
46.45337            	(-4.224557726142e-02 -7.727564597774e-02 -1.862083207261e-01)	(-3.880638659543e-01 -5.468135098439e-01 -6.441373922202e+00)	(1.804601028761e-01 -7.351981577534e-02 -1.497587825595e-01)	(-1.111868293197e-01 -3.863571237634e-01 1.064862311199e-02)
46.46337            	(-4.042729562717e-02 -7.799150010203e-02 -1.876685938684e-01)	(-3.015263830398e-01 -3.335183368294e-01 -6.446551380682e+00)	(1.831962239725e-01 -6.965100908271e-02 -1.422958458903e-01)	(-1.054057159258e-01 -3.873810520250e-01 9.745172970608e-03)
46.47337            	(-3.858547113535e-02 -7.866743626053e-02 -1.890508930314e-01)	(-2.183629791077e-01 -1.197342550906e-01 -6.451558672285e+00)	(1.851686743931e-01 -6.553622261722e-02 -1.341639867214e-01)	(-9.922982817367e-02 -3.867500111040e-01 8.881385568370e-03)
46.48337            	(-3.672784181217e-02 -7.930117898511e-02 -1.903489141334e-01)	(-1.388875141560e-01 9.363193821931e-02 -6.456395786071e+00)	(1.863571902420e-01 -6.121232229874e-02 -1.254402336849e-01)	(-9.271379157632e-02 -3.845023456668e-01 8.065370778796e-03)
46.49337            	(-3.486232743111e-02 -7.989081727508e-02 -1.915571331806e-01)	(-6.338074883393e-02 3.056937046623e-01 -6.461062405140e+00)	(1.867456859705e-01 -5.671533569557e-02 -1.162035757384e-01)	(-8.591116416302e-02 -3.806829582364e-01 7.303968536394e-03)
46.50337            	(-3.299698333806e-02 -8.043480420145e-02 -1.926708239441e-01)	(7.909557290273e-03 5.155884951202e-01 -6.465558244794e+00)	(1.863231326401e-01 -5.208204957785e-02 -1.065345769721e-01)	(-7.887481839022e-02 -3.753431564902e-01 6.603729060411e-03)
46.51337            	(-3.113995017629e-02 -8.093195912845e-02 -1.936860702036e-01)	(7.476832319754e-02 7.224811908394e-01 -6.469883573572e+00)	(1.850834997123e-01 -4.734893582267e-02 -9.651467492166e-02)	(-7.165584793344e-02 -3.685397074537e-01 5.970481980406e-03)
46.52337            	(-2.929940471302e-02 -8.138145584311e-02 -1.945997693110e-01)	(1.370123937936e-01 9.255671035217e-01 -6.474039429885e+00)	(1.830255929420e-01 -4.255040710902e-02 -8.622514656572e-02)	(-6.430329872022e-02 -3.603340768385e-01 5.408690727155e-03)
46.53337            	(-2.748350995419e-02 -8.178280502360e-02 -1.954096239647e-01)	(1.944895917453e-01 1.124074571553e+00 -6.478027679514e+00)	(1.801533588237e-01 -3.771942898864e-02 -7.574578416164e-02)	(-5.686388193461e-02 -3.507917023700e-01 4.921590427668e-03)
46.54337            	(-2.570036411112e-02 -8.213583635396e-02 -1.961141248664e-01)	(2.470777501329e-01 1.317267186975e+00 -6.481851068127e+00)	(1.764758097901e-01 -3.288683708448e-02 -6.515439618160e-02)	(-4.938230574217e-02 -3.399814227946e-01 4.511121406413e-03)
46.55337            	(-2.395795344566e-02 -8.244067717460e-02 -1.967125270626e-01)	(2.946833860082e-01 1.504445488071e+00 -6.485513416803e+00)	(1.720063233038e-01 -2.808132704156e-02 -5.452604307032e-02)	(-4.189988015428e-02 -3.279740449045e-01 4.178649427316e-03)
46.56337            	(-2.226410866765e-02 -8.269772135894e-02 -1.972048222661e-01)	(3.372384647010e-01 1.684948220237e+00 -6.489019855255e+00)	(1.667626322974e-01 -2.332750982823e-02 -4.393299761623e-02)	(-3.444943616462e-02 -3.148415182505e-01 3.924738151891e-03)
46.57337            	(-2.062645885252e-02 -8.290759682912e-02 -1.975917058294e-01)	(3.746977558541e-01 1.858153511294e+00 -6.492376757254e+00)	(1.607673307286e-01 -1.864758420765e-02 -3.344371504520e-02)	(-2.706247700246e-02 -3.006576873484e-01 3.748575190563e-03)
46.58337            	(-1.905238662524e-02 -8.307114203961e-02 -1.978745276525e-01)	(4.070379234946e-01 2.023479629499e+00 -6.495591593264e+00)	(1.540471147273e-01 -1.406145788956e-02 -2.312064957717e-02)	(-1.976819713067e-02 -2.854967678660e-01 3.648328158388e-03)
46.59337            	(-1.754898904825e-02 -8.318937745713e-02 -1.980552330372e-01)	(4.342552803171e-01 2.180385276525e+00 -6.498672890414e+00)	(1.466324006710e-01 -9.585625613737e-03 -1.302042736209e-02)	(-1.259001314870e-02 -2.694327248015e-01 3.621530049928e-03)
46.60337            	(-1.612303934032e-02 -8.326347550421e-02 -1.981363028176e-01)	(4.563634120004e-01 2.328369764738e+00 -6.501630194792e+00)	(1.385575409139e-01 -5.233983803213e-03 -3.193528726928e-03)	(-5.548630851508e-03 -2.525394363611e-01 3.664988405668e-03)
46.61337            	(-1.478094933740e-02 -8.329473577340e-02 -1.981206945998e-01)	(4.733913642265e-01 2.466973119877e+00 -6.504474030926e+00)	(1.298604596700e-01 -1.018070035199e-03 6.315172285923e-03)	(1.339033350249e-03 -2.348904892493e-01 3.775054115499e-03)
46.62337            	(-1.352873696361e-02 -8.328456376356e-02 -1.980117826662e-01)	(4.853820808524e-01 2.595775932898e+00 -6.507215863951e+00)	(1.205820150880e-01 3.052472004644e-03 1.546721443304e-02)	(8.057792937646e-03 -2.165586096854e-01 3.947561352778e-03)
46.63337            	(-1.237199706636e-02 -8.323445489606e-02 -1.978132929630e-01)	(4.923911388658e-01 2.714398866452e+00 -6.509868165048e+00)	(1.107659643629e-01 6.969301494844e-03 2.423072620941e-02)	(1.459507020624e-02 -1.976151500888e-01 4.178420515290e-03)
46.64337            	(-1.131587480952e-02 -8.314597253888e-02 -1.975292377678e-01)	(4.944850615231e-01 2.822501961714e+00 -6.512444398527e+00)	(1.004584870053e-01 1.072716994129e-02 3.258031282883e-02)	(2.094138300606e-02 -1.781297421994e-01 4.463024014249e-03)
46.65337            	(-1.036504318033e-02 -8.302072125154e-02 -1.971638550350e-01)	(4.917397279258e-01 2.919783923443e+00 -6.514958824403e+00)	(8.970783883269e-02 1.432308752672e-02 4.049623374584e-02)	(2.708949226753e-02 -1.581706060894e-01 4.796384252211e-03)
