# Residuals         
# Time              	p                   	k                   	omega               
19.34337            	2.061872002970e-02	6.897188817806e-07	1.392313897093e-06
19.35337            	2.235187585610e-02	6.868449881426e-07	1.389406286883e-06
19.36337            	2.439869491388e-02	6.835201081943e-07	1.386302238292e-06
19.37337            	2.686550082452e-02	6.797472876760e-07	1.383044932516e-06
19.38337            	2.955273432595e-02	6.755986922571e-07	1.379679934510e-06
19.39337            	3.242124035621e-02	6.710211923567e-07	1.376208593754e-06
19.40337            	3.582895550404e-02	6.659496308570e-07	1.372673004665e-06
19.41337            	3.962158259943e-02	6.605195747748e-07	1.369074255452e-06
19.42337            	4.384139038959e-02	6.545457743764e-07	1.365365342673e-06
19.43337            	4.838343387548e-02	6.482058195338e-07	1.361579122548e-06
19.44337            	5.311915533063e-02	6.415891566025e-07	1.357774239473e-06
19.45337            	5.812069258158e-02	6.347824804904e-07	1.353929023086e-06
19.46337            	6.305789562660e-02	6.279589078405e-07	1.350096471186e-06
19.47337            	6.790671250837e-02	6.210945681200e-07	1.346270124381e-06
19.48337            	7.232885561469e-02	6.144608489593e-07	1.342467332050e-06
19.49337            	7.613134218571e-02	6.085201035816e-07	1.338750512074e-06
19.50337            	7.848555806866e-02	6.037452742841e-07	1.335214607587e-06
19.51337            	7.814121123631e-02	6.012479485650e-07	1.332027835646e-06
19.52337            	7.860458532943e-02	6.012491786730e-07	1.329212697949e-06
19.53337            	8.039564290795e-02	6.031576766999e-07	1.326713945496e-06
19.54337            	7.876734707289e-02	6.073371100272e-07	1.324579178306e-06
19.55337            	7.778277043390e-02	6.129723595118e-07	1.322765999260e-06
19.56337            	7.908897734723e-02	6.192861792268e-07	1.321277280158e-06
19.57337            	7.445815767670e-02	6.260202376275e-07	1.320098573024e-06
19.58337            	6.757804339870e-02	6.328803227775e-07	1.319181287580e-06
19.59337            	5.998296045368e-02	6.395478663121e-07	1.318492190890e-06
19.60337            	5.339393085794e-02	6.460000864370e-07	1.318009798798e-06
19.61337            	4.824838358761e-02	6.521559608524e-07	1.317696520925e-06
19.62337            	4.366632962664e-02	6.579600451987e-07	1.317490596435e-06
19.63337            	3.962884767597e-02	6.633576694053e-07	1.317330761531e-06
19.64337            	3.620926356157e-02	6.681908827693e-07	1.317190348606e-06
19.65337            	3.313350170324e-02	6.723627562855e-07	1.316966957172e-06
19.66337            	3.043130765675e-02	6.756708748133e-07	1.316601318375e-06
19.67337            	2.809324678367e-02	6.782064217628e-07	1.316073573892e-06
19.68337            	2.600084613040e-02	6.798467374949e-07	1.315348369422e-06
19.69337            	2.412121496146e-02	6.806675107511e-07	1.314446156985e-06
19.70337            	2.248384350274e-02	6.806687691618e-07	1.313356713335e-06
19.71337            	2.105140972890e-02	6.798102489465e-07	1.312040843796e-06
19.72337            	1.982135980327e-02	6.780990110846e-07	1.310458543853e-06
19.73337            	1.883362999160e-02	6.756697482365e-07	1.308567791237e-06
19.74337            	1.799072540911e-02	6.726073217961e-07	1.306311926507e-06
19.75337            	1.720331875226e-02	6.690596443067e-07	1.303723099463e-06
19.76337            	1.646917418324e-02	6.649671276292e-07	1.300789494831e-06
19.77337            	1.594608005684e-02	6.604386863651e-07	1.297488802132e-06
19.78337            	1.564884224038e-02	6.554855879714e-07	1.293828377784e-06
19.79337            	1.571993294842e-02	6.503882135630e-07	1.289764354370e-06
19.80337            	1.622760324581e-02	6.453670000982e-07	1.285374062217e-06
19.81337            	1.711883797994e-02	6.406107538760e-07	1.280708434547e-06
19.82337            	1.824830755662e-02	6.358531928063e-07	1.275880478787e-06
19.83337            	1.963935338996e-02	6.310492657429e-07	1.271001933922e-06
19.84337            	2.128200357009e-02	6.261732045719e-07	1.266116106202e-06
19.85337            	2.327670839774e-02	6.213486623599e-07	1.261244057091e-06
19.86337            	2.544519725382e-02	6.166727728161e-07	1.256423716970e-06
19.87337            	2.784069944816e-02	6.120966958750e-07	1.251765009523e-06
19.88337            	3.069292413410e-02	6.076298827475e-07	1.247351935743e-06
19.89337            	3.391693856459e-02	6.033301878637e-07	1.243239881772e-06
19.90337            	3.775243613825e-02	5.990309778055e-07	1.239399133766e-06
19.91337            	4.246834711477e-02	5.947459864848e-07	1.235919031241e-06
19.92337            	4.823517740596e-02	5.905863197260e-07	1.232844754998e-06
19.93337            	5.518861550684e-02	5.866811243950e-07	1.230269533109e-06
19.94337            	6.196170236668e-02	5.829991272263e-07	1.228202825884e-06
19.95337            	5.508777487565e-02	5.795064444083e-07	1.226694342624e-06
19.96337            	5.005422081820e-02	5.762900696557e-07	1.225758342022e-06
19.97337            	4.633367057329e-02	5.735472477364e-07	1.225371536501e-06
19.98337            	4.347434757577e-02	5.714784580016e-07	1.225502706769e-06
19.99337            	4.135859641584e-02	5.703946029111e-07	1.226126776719e-06
20.00337            	3.967104377390e-02	5.702676956725e-07	1.227162060253e-06
20.01337            	3.862605926441e-02	5.706906430299e-07	1.228474198026e-06
20.02337            	3.809503255426e-02	5.724059948316e-07	1.230128022047e-06
20.03337            	3.789126644690e-02	5.758605390222e-07	1.232099786274e-06
20.04337            	3.834040932899e-02	5.808224601485e-07	1.234458696068e-06
20.05337            	3.988279064141e-02	5.868744574020e-07	1.237227992672e-06
20.06337            	4.216381556440e-02	5.938057186125e-07	1.240346893887e-06
20.07337            	4.311906150186e-02	6.014143732136e-07	1.243759022316e-06
20.08337            	4.304429017250e-02	6.095992823471e-07	1.247326648530e-06
20.09337            	4.220416626357e-02	6.181743215290e-07	1.250956974776e-06
20.10337            	4.176371941385e-02	6.269300084531e-07	1.254536263310e-06
20.11337            	4.186254414104e-02	6.358346996262e-07	1.258047123011e-06
20.12337            	4.259924352957e-02	6.448096402872e-07	1.261419154287e-06
20.13337            	4.375930518513e-02	6.533159818344e-07	1.264572198334e-06
20.14337            	4.502531678352e-02	6.611513609291e-07	1.267378800507e-06
20.15337            	4.657369352639e-02	6.684964149778e-07	1.269750048028e-06
20.16337            	4.872122857764e-02	6.751045516096e-07	1.271711349550e-06
20.17337            	5.153271219534e-02	6.811543196769e-07	1.273190383783e-06
20.18337            	5.293773890528e-02	6.860998021600e-07	1.274176817327e-06
20.19337            	4.734642223887e-02	6.901208211741e-07	1.274749806289e-06
20.20337            	4.270548525442e-02	6.932690817445e-07	1.274956078315e-06
20.21337            	3.872146547573e-02	6.958466626532e-07	1.274725111305e-06
20.22337            	3.517609825139e-02	6.979395853034e-07	1.274303030780e-06
20.23337            	3.192500180748e-02	6.994781244882e-07	1.273748821067e-06
20.24337            	2.904721196811e-02	7.008345145446e-07	1.272945981511e-06
20.25337            	2.675047677609e-02	7.017607415936e-07	1.271927041456e-06
20.26337            	2.431969642698e-02	7.020668465208e-07	1.270582790699e-06
20.27337            	2.220164739952e-02	7.015431262181e-07	1.268778600352e-06
20.28337            	2.020539634933e-02	7.004607366710e-07	1.266677909514e-06
20.29337            	1.848201509270e-02	6.987253793367e-07	1.264254427377e-06
20.30337            	1.797587541020e-02	6.965096508712e-07	1.261586448186e-06
20.31337            	1.843113491590e-02	6.937512271661e-07	1.258684015134e-06
20.32337            	1.926780360004e-02	6.908932330188e-07	1.255503355327e-06
20.33337            	2.023128384249e-02	6.882969612553e-07	1.252193039872e-06
20.34337            	2.171049208864e-02	6.855537229034e-07	1.248821657924e-06
20.35337            	2.359839923877e-02	6.824110171460e-07	1.245311806858e-06
20.36337            	2.580980254356e-02	6.789226528087e-07	1.241654490343e-06
20.37337            	2.848578214380e-02	6.751476147681e-07	1.237905569738e-06
20.38337            	3.146145793173e-02	6.709042502082e-07	1.234087423291e-06
20.39337            	3.459272204244e-02	6.661163819663e-07	1.230191926669e-06
20.40337            	3.811730789278e-02	6.607513868611e-07	1.226203238389e-06
20.41337            	4.215712646951e-02	6.549108012874e-07	1.222140967014e-06
20.42337            	4.656541245264e-02	6.484946780273e-07	1.218042100117e-06
20.43337            	5.122471078490e-02	6.416167730747e-07	1.213923646088e-06
20.44337            	5.621368784914e-02	6.343015754735e-07	1.209816402979e-06
20.45337            	6.118830240568e-02	6.266180968781e-07	1.205768910489e-06
20.46337            	6.600976891180e-02	6.188975058242e-07	1.201817537046e-06
20.47337            	7.043128255728e-02	6.112459690455e-07	1.197909546092e-06
20.48337            	7.428817478617e-02	6.038446327176e-07	1.194090123391e-06
20.49337            	7.743204997462e-02	5.974264900769e-07	1.190476335667e-06
20.50337            	7.794358274878e-02	5.928422913754e-07	1.187201459207e-06
20.51337            	7.814871724357e-02	5.911240736169e-07	1.184322333942e-06
20.52337            	7.900188540432e-02	5.911851997957e-07	1.181771264864e-06
20.53337            	7.758201162559e-02	5.936435701286e-07	1.179527493518e-06
20.54337            	7.528441217557e-02	5.982088822744e-07	1.177584517456e-06
20.55337            	7.662771004138e-02	6.036996340675e-07	1.175890581673e-06
20.56337            	7.308559523415e-02	6.095407748788e-07	1.174379715030e-06
20.57337            	6.849633833106e-02	6.155394017481e-07	1.173027472383e-06
20.58337            	6.047313640013e-02	6.214536541282e-07	1.171771607538e-06
20.59337            	5.364643015359e-02	6.272192308744e-07	1.170577512334e-06
20.60337            	4.802218494626e-02	6.327012543121e-07	1.169439407056e-06
20.61337            	4.327528413321e-02	6.377758550779e-07	1.168340037865e-06
20.62337            	3.920643334905e-02	6.423349439526e-07	1.167237909520e-06
20.63337            	3.564844929858e-02	6.462566882905e-07	1.166112218796e-06
20.64337            	3.263158518172e-02	6.494421752085e-07	1.164939534729e-06
20.65337            	2.993282954549e-02	6.517511956906e-07	1.163628898484e-06
20.66337            	2.752847724463e-02	6.531611220705e-07	1.162157789377e-06
20.67337            	2.544675228780e-02	6.537431449958e-07	1.160489442349e-06
20.68337            	2.365774057335e-02	6.534706441401e-07	1.158630965335e-06
20.69337            	2.202484802679e-02	6.522665743843e-07	1.156565976151e-06
20.70337            	2.059166344252e-02	6.502047272737e-07	1.154305778687e-06
20.71337            	1.934838140438e-02	6.473356136528e-07	1.151856676602e-06
20.72337            	1.835429723832e-02	6.437489701749e-07	1.149235540820e-06
20.73337            	1.751585639006e-02	6.395116308418e-07	1.146375379776e-06
20.74337            	1.676128127923e-02	6.348256166250e-07	1.143223383519e-06
20.75337            	1.609159512284e-02	6.298311188854e-07	1.139801726193e-06
20.76337            	1.554333218249e-02	6.244712963906e-07	1.136065813932e-06
20.77337            	1.514024257113e-02	6.189398604546e-07	1.132024145647e-06
20.78337            	1.500170305175e-02	6.133115158928e-07	1.127681687212e-06
20.79337            	1.532107326309e-02	6.077644620279e-07	1.123060254255e-06
20.80337            	1.593147859310e-02	6.024932090236e-07	1.118246521728e-06
20.81337            	1.682634026461e-02	5.975851648440e-07	1.113326610773e-06
20.82337            	1.798285474379e-02	5.928927412389e-07	1.108422694398e-06
20.83337            	1.936068592167e-02	5.883898960124e-07	1.103689923368e-06
20.84337            	2.100536350627e-02	5.839310952013e-07	1.099194997182e-06
20.85337            	2.283833120735e-02	5.794576264403e-07	1.094990528585e-06
20.86337            	2.477815823028e-02	5.750720321242e-07	1.091112762923e-06
20.87337            	2.701232454069e-02	5.707432801382e-07	1.087601018533e-06
20.88337            	2.961232219373e-02	5.665141632392e-07	1.084445841350e-06
20.89337            	3.250608477313e-02	5.622670065673e-07	1.081586289910e-06
20.90337            	3.583849236345e-02	5.580885913411e-07	1.078952398894e-06
20.91337            	3.991802877922e-02	5.539535386625e-07	1.076498601653e-06
20.92337            	4.450263605396e-02	5.500900096173e-07	1.074190083177e-06
20.93337            	4.995433567810e-02	5.463484511217e-07	1.072050738027e-06
20.94337            	5.627874198670e-02	5.428179714886e-07	1.070103439780e-06
20.95337            	6.089055738612e-02	5.394761567353e-07	1.068484669672e-06
20.96337            	5.512713535178e-02	5.365725221304e-07	1.067289941096e-06
20.97337            	5.087512102327e-02	5.341499706622e-07	1.066602781653e-06
20.98337            	4.774702996919e-02	5.325096696714e-07	1.066421069250e-06
20.99337            	4.540683898451e-02	5.319311331255e-07	1.066768605832e-06
21.00337            	4.356965196309e-02	5.319563324339e-07	1.067532463678e-06
21.01337            	4.229731053101e-02	5.329336528938e-07	1.068695023128e-06
21.02337            	4.186091580139e-02	5.353322603085e-07	1.070169462175e-06
21.03337            	4.180266234069e-02	5.393108470240e-07	1.071943980963e-06
21.04337            	4.252282777949e-02	5.444484241792e-07	1.074096296672e-06
21.05337            	4.529388228824e-02	5.503426719559e-07	1.076528370471e-06
21.06337            	4.567024116481e-02	5.568845022902e-07	1.079183360490e-06
21.07337            	4.703326110403e-02	5.637017385780e-07	1.082044653371e-06
21.08337            	4.569878335337e-02	5.708880125386e-07	1.085070853186e-06
21.09337            	4.486837842491e-02	5.784375628986e-07	1.088213783745e-06
21.10337            	4.477892566087e-02	5.863121566896e-07	1.091395653026e-06
21.11337            	4.512124136401e-02	5.942623310188e-07	1.094593813760e-06
