# Residuals         
# Time              	p                   	k                   	omega               
35.83337            	5.491807506151e-02	2.219676647779e-07	2.759700838383e-07
35.84337            	5.163746095990e-02	2.195213528745e-07	2.734354687573e-07
35.85337            	4.907042263173e-02	2.183397384465e-07	2.710954624662e-07
35.86337            	4.731090317813e-02	2.176858372055e-07	2.689217134253e-07
35.87337            	4.585918217712e-02	2.179205634530e-07	2.673200032593e-07
35.88337            	4.476422074290e-02	2.205009523147e-07	2.686064543497e-07
35.89337            	4.455327347101e-02	2.249315239729e-07	2.712095765412e-07
35.90337            	4.486474734625e-02	2.304147446174e-07	2.741384710353e-07
35.91337            	4.762669974979e-02	2.364237068039e-07	2.772039931322e-07
35.92337            	4.831919367872e-02	2.427927395594e-07	2.803700080375e-07
35.93337            	5.009189683700e-02	2.495247461010e-07	2.836208005749e-07
35.94337            	4.824056655411e-02	2.564101805441e-07	2.869002899290e-07
35.95337            	4.707709233474e-02	2.633546255966e-07	2.901743337606e-07
35.96337            	4.657771756174e-02	2.704703695957e-07	2.934300202332e-07
35.97337            	4.652733734559e-02	2.776519958025e-07	2.966228350908e-07
35.98337            	4.700830674139e-02	2.848446405665e-07	2.997164163356e-07
35.99337            	4.772614846042e-02	2.917968864219e-07	3.027058663483e-07
36.00337            	4.893858631499e-02	2.982776237556e-07	3.055831552945e-07
36.01337            	4.682996797948e-02	3.042706629372e-07	3.083419897476e-07
36.02337            	4.310430832734e-02	3.097574009856e-07	3.109461593786e-07
36.03337            	3.956922783282e-02	3.147853427886e-07	3.133866529036e-07
36.04337            	3.625362034510e-02	3.192809631872e-07	3.156512571354e-07
36.05337            	3.347163752530e-02	3.231408932569e-07	3.177323054523e-07
36.06337            	3.103888134446e-02	3.263353352487e-07	3.196085222029e-07
36.07337            	2.883388611656e-02	3.288568955726e-07	3.212484224029e-07
36.08337            	2.686862570389e-02	3.307561467912e-07	3.226511217420e-07
36.09337            	2.499167186239e-02	3.321074042783e-07	3.238534440208e-07
36.10337            	2.319872427405e-02	3.329227296621e-07	3.248466316531e-07
36.11337            	2.148056272862e-02	3.331359375863e-07	3.256237809805e-07
36.12337            	1.983254398335e-02	3.329625813427e-07	3.261118135738e-07
36.13337            	1.842452413362e-02	3.323959006199e-07	3.262450443563e-07
36.14337            	1.718586472867e-02	3.311744220573e-07	3.260336520147e-07
36.15337            	1.676646541415e-02	3.293348648877e-07	3.254386094062e-07
36.16337            	1.729308325192e-02	3.269524212944e-07	3.244664953534e-07
36.17337            	1.814750688555e-02	3.242348682752e-07	3.231256473013e-07
36.18337            	1.930344046599e-02	3.212278964567e-07	3.214359890381e-07
36.19337            	2.089492329863e-02	3.178976502189e-07	3.194552214311e-07
36.20337            	2.294654245637e-02	3.140599921574e-07	3.171622427759e-07
36.21337            	2.517851795791e-02	3.096988461360e-07	3.146648953354e-07
36.22337            	2.766212913754e-02	3.047968034545e-07	3.119301095144e-07
36.23337            	3.016390780394e-02	2.991712759054e-07	3.089303017970e-07
36.24337            	3.278336301258e-02	2.930435849398e-07	3.057627803321e-07
36.25337            	3.560475117269e-02	2.865900736401e-07	3.024654319999e-07
36.26337            	3.857392619630e-02	2.798172168119e-07	2.989657850356e-07
36.27337            	4.164476087086e-02	2.725634004090e-07	2.952667294960e-07
36.28337            	4.467688068302e-02	2.650251011159e-07	2.914264012198e-07
36.29337            	4.760651228120e-02	2.571525348065e-07	2.874622965165e-07
36.30337            	5.044119674555e-02	2.491286104293e-07	2.833881484828e-07
36.31337            	5.286165900690e-02	2.410616045534e-07	2.792224630898e-07
36.32337            	5.489535090585e-02	2.332919998518e-07	2.750059447668e-07
36.33337            	5.649481749443e-02	2.259338052135e-07	2.707954212955e-07
36.34337            	5.764783701906e-02	2.195442907532e-07	2.667107877726e-07
36.35337            	5.842984946984e-02	2.154098156576e-07	2.629340275100e-07
36.36337            	5.855942009584e-02	2.135794112290e-07	2.596176047397e-07
36.37337            	5.763935485936e-02	2.137650051005e-07	2.580357850039e-07
36.38337            	5.597514188389e-02	2.178390641521e-07	2.605048655980e-07
36.39337            	5.475101681533e-02	2.241238695535e-07	2.638161912448e-07
36.40337            	5.521105917795e-02	2.311168632730e-07	2.673292130919e-07
36.41337            	5.408045580022e-02	2.384424219713e-07	2.709163886316e-07
36.42337            	5.162099567124e-02	2.458367718759e-07	2.745017126191e-07
36.43337            	4.674103752882e-02	2.532274533275e-07	2.780368966612e-07
36.44337            	4.211944547219e-02	2.604131638593e-07	2.814668950264e-07
36.45337            	3.835206291764e-02	2.672967768463e-07	2.847428478738e-07
36.46337            	3.513509495252e-02	2.737680240887e-07	2.878340244423e-07
36.47337            	3.227982200351e-02	2.798230220137e-07	2.907152705341e-07
36.48337            	2.969356996538e-02	2.854337546774e-07	2.933487546619e-07
36.49337            	2.732771553706e-02	2.905264790487e-07	2.957024615479e-07
36.50337            	2.530295287447e-02	2.949326908983e-07	2.977685850391e-07
36.51337            	2.347977086822e-02	2.984987745948e-07	2.995297741956e-07
36.52337            	2.181623981672e-02	3.013356101805e-07	3.009623304525e-07
36.53337            	2.032021302634e-02	3.034151309946e-07	3.020597198543e-07
36.54337            	1.892661169805e-02	3.047915083354e-07	3.028273223549e-07
36.55337            	1.766524652204e-02	3.053677710169e-07	3.032651233406e-07
36.56337            	1.661698177727e-02	3.051611147679e-07	3.033813929092e-07
36.57337            	1.572087866707e-02	3.042880107336e-07	3.031864632187e-07
36.58337            	1.498726740707e-02	3.028017306538e-07	3.027000813700e-07
36.59337            	1.437553292902e-02	3.007157185243e-07	3.019636054297e-07
36.60337            	1.384763141223e-02	2.981260100268e-07	3.009729826668e-07
36.61337            	1.345400141136e-02	2.951073461117e-07	2.997487071587e-07
36.62337            	1.310020102698e-02	2.916850876856e-07	2.983317069529e-07
36.63337            	1.311757307629e-02	2.879525398842e-07	2.966989682796e-07
36.64337            	1.354168060851e-02	2.839993572995e-07	2.948463324498e-07
36.65337            	1.424411723621e-02	2.799987569039e-07	2.927737887819e-07
36.66337            	1.517536082128e-02	2.760616447249e-07	2.905129033430e-07
36.67337            	1.631589197369e-02	2.719701486297e-07	2.880737635908e-07
36.68337            	1.762040827913e-02	2.677425876908e-07	2.854975921805e-07
36.69337            	1.902107656201e-02	2.634375992154e-07	2.828508146378e-07
36.70337            	2.049612941109e-02	2.591137955482e-07	2.801626444228e-07
36.71337            	2.208784741773e-02	2.547706194076e-07	2.774446834918e-07
36.72337            	2.378384802418e-02	2.504051476201e-07	2.746650959198e-07
36.73337            	2.560163409352e-02	2.460779170296e-07	2.718082911034e-07
36.74337            	2.758773990058e-02	2.417268352333e-07	2.689256333502e-07
36.75337            	2.986779589976e-02	2.374170367917e-07	2.660190813645e-07
36.76337            	3.228299437806e-02	2.331240738810e-07	2.631264541898e-07
36.77337            	3.489004594013e-02	2.288718724104e-07	2.602701908209e-07
36.78337            	3.769853074834e-02	2.247542873609e-07	2.574230982064e-07
36.79337            	4.074857944049e-02	2.206862223419e-07	2.546079683634e-07
36.80337            	4.404411064101e-02	2.166016699468e-07	2.518127383563e-07
36.81337            	4.739734117082e-02	2.126684649945e-07	2.490717119758e-07
36.82337            	5.083047064951e-02	2.092551868433e-07	2.464213546867e-07
36.83337            	5.448101569548e-02	2.067155322142e-07	2.439389481877e-07
36.84337            	5.378709822937e-02	2.054336658341e-07	2.416589614484e-07
36.85337            	5.169021092913e-02	2.046630290627e-07	2.395549023572e-07
36.86337            	4.981309954162e-02	2.046648895874e-07	2.380997591988e-07
36.87337            	4.846783522509e-02	2.070372345901e-07	2.397105582658e-07
36.88337            	4.822535527426e-02	2.113105998997e-07	2.424871417967e-07
36.89337            	4.899527908547e-02	2.165916896769e-07	2.455695305966e-07
36.90337            	5.226972301620e-02	2.224635834351e-07	2.487907791621e-07
36.91337            	5.240527937351e-02	2.287262257886e-07	2.521165363584e-07
36.92337            	5.344567372388e-02	2.351857363304e-07	2.555113899392e-07
36.93337            	5.154189515006e-02	2.418200482855e-07	2.589418793540e-07
36.94337            	5.042193783555e-02	2.484753563748e-07	2.623987633836e-07
36.95337            	5.007695652393e-02	2.552718616243e-07	2.658430717621e-07
36.96337            	5.012339811792e-02	2.620503839773e-07	2.692127177660e-07
36.97337            	5.084279493540e-02	2.686897019338e-07	2.724830852825e-07
36.98337            	4.825377465581e-02	2.751461737396e-07	2.756397392051e-07
36.99337            	4.490167685769e-02	2.813348591940e-07	2.786591266677e-07
37.00337            	4.191522818696e-02	2.870269470741e-07	2.815210563554e-07
37.01337            	3.878823412253e-02	2.922254945375e-07	2.841925821554e-07
37.02337            	3.579225867685e-02	2.968336725030e-07	2.866875082323e-07
37.03337            	3.304941763468e-02	3.011293516809e-07	2.889906516614e-07
37.04337            	3.067616490868e-02	3.048815528790e-07	2.911024613476e-07
37.05337            	2.861991645252e-02	3.080990769723e-07	2.930129934220e-07
37.06337            	2.669681645312e-02	3.106013067993e-07	2.947096408134e-07
37.07337            	2.496411485628e-02	3.123276535971e-07	2.961806632425e-07
37.08337            	2.323931609254e-02	3.136087706031e-07	2.974602971946e-07
37.09337            	2.164564206168e-02	3.144284458479e-07	2.985227177962e-07
37.10337            	2.000957038474e-02	3.147425425205e-07	2.993503446167e-07
37.11337            	1.854022334187e-02	3.144751496196e-07	2.998682592133e-07
37.12337            	1.719838848461e-02	3.136990224804e-07	3.000155569994e-07
37.13337            	1.616195188852e-02	3.124373214743e-07	2.998190394815e-07
37.14337            	1.620651761969e-02	3.107354167941e-07	2.992261125145e-07
37.15337            	1.687671888607e-02	3.086406404319e-07	2.982869475762e-07
37.16337            	1.778641602522e-02	3.062659120839e-07	2.969785198448e-07
37.17337            	1.911754046461e-02	3.035337691511e-07	2.953840045759e-07
37.18337            	2.076497796929e-02	3.004221134001e-07	2.934930851751e-07
37.19337            	2.288498745598e-02	2.966796935626e-07	2.913240746092e-07
37.20337            	2.508956635319e-02	2.926629110675e-07	2.889640359295e-07
37.21337            	2.748762423964e-02	2.881097424353e-07	2.863898787980e-07
37.22337            	2.997166225219e-02	2.829370286661e-07	2.835890054494e-07
37.23337            	3.259612532125e-02	2.771754077100e-07	2.806248994050e-07
37.24337            	3.533296570685e-02	2.710582845329e-07	2.775085168234e-07
37.25337            	3.817672155756e-02	2.645680625591e-07	2.741750236493e-07
37.26337            	4.100905322370e-02	2.576406832108e-07	2.706507091729e-07
37.27337            	4.384441689876e-02	2.504126029914e-07	2.669784505435e-07
37.28337            	4.655721184668e-02	2.430098657668e-07	2.631603970610e-07
37.29337            	4.908680021269e-02	2.353879813611e-07	2.592202926944e-07
37.30337            	5.125907871470e-02	2.278100188254e-07	2.551805595757e-07
37.31337            	5.304989122083e-02	2.204779887769e-07	2.510937254157e-07
37.32337            	5.444324591457e-02	2.136627057514e-07	2.469983630940e-07
37.33337            	5.553086535361e-02	2.079498432817e-07	2.430197061301e-07
37.34337            	5.622628580120e-02	2.043291233196e-07	2.393472498581e-07
37.35337            	5.640675741376e-02	2.030279011892e-07	2.361147929709e-07
37.36337            	5.534294177540e-02	2.036679642602e-07	2.348329242682e-07
37.37337            	5.406643068311e-02	2.080647357845e-07	2.375778808213e-07
37.38337            	5.309614242167e-02	2.144441570736e-07	2.410441421061e-07
37.39337            	5.422572251116e-02	2.215232702918e-07	2.446825276224e-07
37.40337            	5.255470725649e-02	2.289290079833e-07	2.483734404417e-07
37.41337            	5.003217785507e-02	2.364340617301e-07	2.520562001986e-07
37.42337            	4.498580751668e-02	2.438430938490e-07	2.556954522470e-07
37.43337            	4.085829532469e-02	2.510730758900e-07	2.592310497755e-07
37.44337            	3.742353397705e-02	2.580993148850e-07	2.626272976515e-07
37.45337            	3.448422086473e-02	2.647237916791e-07	2.658615508350e-07
37.46337            	3.177026133563e-02	2.708282420119e-07	2.688942672054e-07
37.47337            	2.925959153810e-02	2.764381175672e-07	2.716849657407e-07
37.48337            	2.703853797252e-02	2.814714311906e-07	2.741965512062e-07
37.49337            	2.506340831779e-02	2.858327717469e-07	2.764250969369e-07
37.50337            	2.328306652688e-02	2.895816234885e-07	2.783495762443e-07
37.51337            	2.172299929755e-02	2.926166989379e-07	2.799436383138e-07
37.52337            	2.020920723241e-02	2.948541704745e-07	2.812060027974e-07
37.53337            	1.882930989936e-02	2.962667090242e-07	2.821286550951e-07
37.54337            	1.754424244787e-02	2.968748432333e-07	2.827078850511e-07
37.55337            	1.651380498778e-02	2.967363319958e-07	2.829639944342e-07
37.56337            	1.567477189984e-02	2.959788334754e-07	2.829086577084e-07
37.57337            	1.502442349650e-02	2.946182146022e-07	2.825696041621e-07
37.58337            	1.440351531998e-02	2.927846508319e-07	2.819769556658e-07
37.59337            	1.387081924191e-02	2.904809474906e-07	2.811461696422e-07
37.60337            	1.353709578674e-02	2.878490016239e-07	2.800754331818e-07
37.61337            	1.326538342061e-02	2.849053204343e-07	2.787779133077e-07
37.62337            	1.346831365414e-02	2.816229615505e-07	2.772475516514e-07
37.63337            	1.399018661594e-02	2.782326454116e-07	2.754886229787e-07
37.64337            	1.481792234858e-02	2.748726326350e-07	2.735148508484e-07
37.65337            	1.583724128417e-02	2.714851603962e-07	2.713484514189e-07
37.66337            	1.706463917682e-02	2.678839059456e-07	2.690100284746e-07
37.67337            	1.842633829055e-02	2.641147888915e-07	2.665542793276e-07
37.68337            	1.985289437787e-02	2.602918904617e-07	2.640188012818e-07
37.69337            	2.147128207366e-02	2.563553234691e-07	2.614149105474e-07
37.70337            	2.315975147915e-02	2.522315107078e-07	2.587487372305e-07
37.71337            	2.499565940083e-02	2.479260583886e-07	2.560089936303e-07
37.72337            	2.700913834352e-02	2.435792875229e-07	2.532037636309e-07
37.73337            	2.917385738540e-02	2.391714357435e-07	2.503834670473e-07
37.74337            	3.162085960317e-02	2.347325878133e-07	2.475354101985e-07
37.75337            	3.427869555241e-02	2.302338753186e-07	2.446802623173e-07
37.76337            	3.717364512404e-02	2.256862846577e-07	2.418217938965e-07
37.77337            	4.034631212099e-02	2.212316087618e-07	2.389455727859e-07
37.78337            	4.374719268110e-02	2.168616351786e-07	2.360734338930e-07
37.79337            	4.744503416105e-02	2.126151232536e-07	2.332145190385e-07
37.80337            	5.111217923631e-02	2.085706161216e-07	2.304134349240e-07
37.81337            	5.497253313355e-02	2.051418083068e-07	2.277247985205e-07
37.82337            	5.218881371825e-02	2.027034914154e-07	2.252234604705e-07
37.83337            	5.002127513663e-02	2.014517193113e-07	2.229307065427e-07
37.84337            	4.828369238675e-02	2.006788898264e-07	2.208234253835e-07
37.85337            	4.677398478949e-02	2.011048422803e-07	2.197992287424e-07
37.86337            	4.610911973467e-02	2.040013381442e-07	2.218935587432e-07
37.87337            	4.624415818862e-02	2.084538993722e-07	2.247997789340e-07
37.88337            	4.782921456427e-02	2.137599204610e-07	2.279452247428e-07
37.89337            	5.017748306973e-02	2.195777758182e-07	2.312004465055e-07
37.90337            	5.103940713420e-02	2.256869298291e-07	2.345367302207e-07
37.91337            	5.066176965051e-02	2.320596112501e-07	2.379103605428e-07
37.92337            	4.907245088310e-02	2.386783568748e-07	2.412827840309e-07
37.93337            	4.819838815387e-02	2.454158677595e-07	2.446307676337e-07
37.94337            	4.804627650184e-02	2.521428293826e-07	2.479334688394e-07
37.95337            	4.835975193880e-02	2.587922163268e-07	2.511440867958e-07
37.96337            	4.914787572336e-02	2.653833548697e-07	2.542679040717e-07
37.97337            	4.890585599056e-02	2.717710820522e-07	2.572944420229e-07
37.98337            	4.541752991764e-02	2.778018102837e-07	2.602316450889e-07
37.99337            	4.217071393867e-02	2.834426143720e-07	2.630529320716e-07
38.00337            	3.899265328073e-02	2.886746875424e-07	2.657221386968e-07
38.01337            	3.590950621179e-02	2.934931625918e-07	2.682473754044e-07
38.02337            	3.303892076122e-02	2.978247513370e-07	2.706053255393e-07
38.03337            	3.062345867726e-02	3.016520562966e-07	2.728051144135e-07
38.04337            	2.851968780459e-02	3.047062020935e-07	2.748035614777e-07
38.05337            	2.655057234850e-02	3.069926118247e-07	2.765978167162e-07
38.06337            	2.479844315809e-02	3.087158305651e-07	2.781588876157e-07
38.07337            	2.309916898651e-02	3.099845773709e-07	2.795340320951e-07
38.08337            	2.148904786347e-02	3.109019924686e-07	2.806839532537e-07
38.09337            	1.970878505685e-02	3.113781875366e-07	2.815770255710e-07
38.10337            	1.825383843288e-02	3.112880409931e-07	2.821246599639e-07
38.11337            	1.697636210018e-02	3.106387861470e-07	2.822921496617e-07
38.12337            	1.603911150568e-02	3.094085477643e-07	2.820951780481e-07
38.13337            	1.639466378236e-02	3.075052794160e-07	2.815168399975e-07
38.14337            	1.721010717355e-02	3.052682645602e-07	2.806008967661e-07
38.15337            	1.823136983538e-02	3.030229438634e-07	2.793023385433e-07
38.16337            	1.971370115312e-02	3.004071258568e-07	2.777542546295e-07
38.17337            	2.152216054304e-02	2.973250275382e-07	2.759223458568e-07
38.18337            	2.373027437808e-02	2.936769752849e-07	2.738301844056e-07
38.19337            	2.599269528684e-02	2.895258188423e-07	2.715487009356e-07
38.20337            	2.848700646375e-02	2.847645094808e-07	2.690390672275e-07
38.21337            	3.113002959518e-02	2.794392745093e-07	2.662844186998e-07
38.22337            	3.377782466204e-02	2.736662055173e-07	2.633509258704e-07
38.23337            	3.666095100617e-02	2.675831610496e-07	2.602508080549e-07
38.24337            	3.965989595415e-02	2.611247224574e-07	2.569357459789e-07
38.25337            	4.265088654180e-02	2.542264881587e-07	2.534341806166e-07
38.26337            	4.547861207778e-02	2.468910379614e-07	2.497972246931e-07
38.27337            	4.814443249364e-02	2.392785177939e-07	2.460342064858e-07
38.28337            	5.061895253450e-02	2.315879785269e-07	2.421509562951e-07
38.29337            	5.282176037306e-02	2.240593025792e-07	2.381783235960e-07
38.30337            	5.458309069857e-02	2.167445438034e-07	2.341528025813e-07
38.31337            	5.589362041956e-02	2.100400607065e-07	2.301405048660e-07
38.32337            	5.690279802509e-02	2.045573331575e-07	2.262846522042e-07
38.33337            	5.741672958829e-02	2.014663547122e-07	2.227600840688e-07
38.34337            	5.683449037468e-02	2.003323566079e-07	2.198129880581e-07
38.35337            	5.542715094673e-02	2.015950137675e-07	2.199701053861e-07
38.36337            	5.412527692318e-02	2.060274895487e-07	2.230877164556e-07
38.37337            	5.330058727243e-02	2.121142134308e-07	2.266837656086e-07
38.38337            	5.440235852855e-02	2.187354738427e-07	2.303911909506e-07
38.39337            	5.199099832902e-02	2.254502024585e-07	2.341047063898e-07
38.40337            	4.873469712031e-02	2.321814128258e-07	2.377706839594e-07
38.41337            	4.372403850213e-02	2.388233394219e-07	2.413437490842e-07
38.42337            	3.977545617897e-02	2.452768992642e-07	2.447744004530e-07
38.43337            	3.638747583556e-02	2.514029571425e-07	2.480431529625e-07
38.44337            	3.344893115851e-02	2.572008152938e-07	2.511210469629e-07
38.45337            	3.076737240762e-02	2.626116929696e-07	2.539847788978e-07
38.46337            	2.831251776701e-02	2.675852683973e-07	2.566011227030e-07
38.47337            	2.614214793210e-02	2.719204592339e-07	2.589289527889e-07
38.48337            	2.424229814070e-02	2.756292623493e-07	2.609583084076e-07
38.49337            	2.249182710511e-02	2.786783465023e-07	2.626714182217e-07
38.50337            	2.092288747205e-02	2.810656328504e-07	2.640503753217e-07
38.51337            	1.947835023505e-02	2.827061471483e-07	2.650885494866e-07
38.52337            	1.815926492887e-02	2.836951990344e-07	2.657754166702e-07
38.53337            	1.702559993738e-02	2.839279720126e-07	2.661125601090e-07
38.54337            	1.608202867372e-02	2.834993859951e-07	2.661203680005e-07
38.55337            	1.528261695930e-02	2.824680173372e-07	2.658212951815e-07
38.56337            	1.466897533568e-02	2.808442648850e-07	2.652512655632e-07
38.57337            	1.412923063962e-02	2.786474450269e-07	2.644316658613e-07
38.58337            	1.366614362215e-02	2.760061390722e-07	2.633660295064e-07
38.59337            	1.340198143109e-02	2.729994275589e-07	2.620629780195e-07
38.60337            	1.324287938677e-02	2.696200338758e-07	2.605566628324e-07
38.61337            	1.353739872569e-02	2.659559976793e-07	2.588410276582e-07
38.62337            	1.413621810793e-02	2.621976344679e-07	2.569102806590e-07
38.63337            	1.498364356981e-02	2.583372518015e-07	2.547825455701e-07
38.64337            	1.602057072240e-02	2.543616778065e-07	2.524699257933e-07
38.65337            	1.725361468925e-02	2.501071030836e-07	2.499843478635e-07
38.66337            	1.858068159316e-02	2.457802003549e-07	2.473653867526e-07
38.67337            	1.998479908663e-02	2.414027658980e-07	2.446541744171e-07
38.68337            	2.154637738261e-02	2.369257351496e-07	2.418676525871e-07
38.69337            	2.319385056757e-02	2.323586467597e-07	2.390255307639e-07
38.70337            	2.494074059038e-02	2.277065367866e-07	2.361074100240e-07
38.71337            	2.683219387848e-02	2.230019634979e-07	2.331302854330e-07
38.72337            	2.888836454261e-02	2.183732573219e-07	2.301483922633e-07
38.73337            	3.115244557992e-02	2.138151568550e-07	2.271494471853e-07
38.74337            	3.365358033856e-02	2.092613013855e-07	2.241601962632e-07
38.75337            	3.625112758287e-02	2.047049322557e-07	2.211881473038e-07
38.76337            	3.903990367567e-02	2.002253283446e-07	2.182394548772e-07
38.77337            	4.195164089240e-02	1.959327467933e-07	2.153361194266e-07
38.78337            	4.490672023230e-02	1.917949080315e-07	2.124767538359e-07
38.79337            	4.793526505622e-02	1.879911967713e-07	2.096918776307e-07
38.80337            	5.102359129057e-02	1.848995719379e-07	2.070229492446e-07
38.81337            	5.424865205331e-02	1.828918004858e-07	2.045402318133e-07
38.82337            	5.435942752664e-02	1.817922391335e-07	2.022463035213e-07
38.83337            	5.210375976647e-02	1.813099092691e-07	2.001997412946e-07
38.84337            	5.082431153711e-02	1.824901065941e-07	2.002709628330e-07
38.85337            	5.009256756806e-02	1.858438369227e-07	2.028326549729e-07
38.86337            	5.025468397626e-02	1.904462539358e-07	2.058825846616e-07
38.87337            	5.264643802706e-02	1.958056667306e-07	2.091157413134e-07
38.88337            	5.399585530993e-02	2.015438542539e-07	2.124561006657e-07
38.89337            	5.567290222712e-02	2.075364493210e-07	2.158898439818e-07
38.90337            	5.410707941738e-02	2.138433767497e-07	2.193697195231e-07
38.91337            	5.264290401223e-02	2.203469881769e-07	2.228585574514e-07
38.92337            	5.196968157459e-02	2.269785950408e-07	2.263386829034e-07
38.93337            	5.190179130431e-02	2.337063448972e-07	2.297815169671e-07
38.94337            	5.145909356367e-02	2.403140395592e-07	2.331473704530e-07
38.95337            	4.804703202114e-02	2.467887701509e-07	2.364453437563e-07
38.96337            	4.487160340875e-02	2.530230349493e-07	2.396567513192e-07
38.97337            	4.191667366625e-02	2.590269241315e-07	2.427701410747e-07
38.98337            	3.918241012037e-02	2.646385482475e-07	2.457450135495e-07
38.99337            	3.634990392323e-02	2.697614514133e-07	2.485508228558e-07
39.00337            	3.360430942146e-02	2.743682800309e-07	2.511915548808e-07
39.01337            	3.115339026537e-02	2.785262105528e-07	2.536435963713e-07
39.02337            	2.893567429427e-02	2.823050591549e-07	2.559148879201e-07
39.03337            	2.692509453687e-02	2.856342629434e-07	2.579720127923e-07
39.04337            	2.516012932143e-02	2.882290496152e-07	2.598097971826e-07
39.05337            	2.352071197077e-02	2.901678698315e-07	2.613953839868e-07
39.06337            	2.188742492097e-02	2.916799906840e-07	2.627932711777e-07
39.07337            	2.038842141310e-02	2.926942588246e-07	2.639680575432e-07
39.08337            	1.880977483671e-02	2.931633377442e-07	2.648865154945e-07
39.09337            	1.749223922400e-02	2.931757154138e-07	2.654614949619e-07
39.10337            	1.640245320192e-02	2.927012931781e-07	2.656704578460e-07
39.11337            	1.578069491705e-02	2.917780559041e-07	2.655120797305e-07
39.12337            	1.633278371817e-02	2.904133858491e-07	2.649683400762e-07
39.13337            	1.731902893680e-02	2.887050482525e-07	2.640638603108e-07
39.14337            	1.865355680294e-02	2.867564630915e-07	2.627503523424e-07
39.15337            	2.026923206162e-02	2.844296693619e-07	2.611598567110e-07
39.16337            	2.224553223986e-02	2.816238639432e-07	2.592439503993e-07
39.17337            	2.465001399691e-02	2.781937951762e-07	2.570569377091e-07
39.18337            	2.707829366492e-02	2.745064431526e-07	2.546610458793e-07
39.19337            	2.975634038325e-02	2.702488698461e-07	2.520537480539e-07
39.20337            	3.264481982122e-02	2.653304158360e-07	2.492196563819e-07
39.21337            	3.546449461116e-02	2.598946173825e-07	2.462109389438e-07
39.22337            	3.845005293456e-02	2.540921821872e-07	2.430485244565e-07
39.23337            	4.167317824977e-02	2.479574688742e-07	2.396817890217e-07
39.24337            	4.478769066669e-02	2.413768159193e-07	2.361181681936e-07
39.25337            	4.766182588458e-02	2.344787507391e-07	2.324122422145e-07
39.26337            	5.031568779446e-02	2.273166188142e-07	2.285607440190e-07
39.27337            	5.282591848772e-02	2.201138970523e-07	2.245795266450e-07
39.28337            	5.499917327880e-02	2.129309244146e-07	2.204968308458e-07
39.29337            	5.678776714383e-02	2.059388709977e-07	2.163779053151e-07
39.30337            	5.819555038599e-02	1.996363860385e-07	2.123016434805e-07
39.31337            	5.938405149809e-02	1.948721550670e-07	2.084228744275e-07
39.32337            	5.957193829510e-02	1.925497273543e-07	2.049344644632e-07
39.33337            	5.828977915284e-02	1.919928137018e-07	2.022700678308e-07
39.34337            	5.729507069094e-02	1.940655206404e-07	2.032509249610e-07
39.35337            	5.582372647289e-02	1.991111794737e-07	2.065793369846e-07
39.36337            	5.534781386680e-02	2.056363927791e-07	2.103187900561e-07
39.37337            	5.616095349298e-02	2.125907448822e-07	2.141478124001e-07
39.38337            	5.380103579025e-02	2.196711613045e-07	2.179931567475e-07
39.39337            	4.985250757610e-02	2.267507720251e-07	2.218000426600e-07
39.40337            	4.482636259655e-02	2.336912166049e-07	2.255118084112e-07
39.41337            	4.088955755395e-02	2.404648853783e-07	2.290753046063e-07
39.42337            	3.762132026005e-02	2.469702912282e-07	2.324718377239e-07
39.43337            	3.469241220173e-02	2.530009947629e-07	2.356749535573e-07
39.44337            	3.192124738406e-02	2.585546675488e-07	2.386545169486e-07
39.45337            	2.945433907952e-02	2.636215349845e-07	2.413830987597e-07
39.46337            	2.720725649974e-02	2.681846544037e-07	2.438349922987e-07
39.47337            	2.520742102617e-02	2.721344948262e-07	2.460064342671e-07
39.48337            	2.344550664833e-02	2.753879891577e-07	2.478683186401e-07
39.49337            	2.187205195162e-02	2.778910742602e-07	2.493977326585e-07
39.50337            	2.038590737418e-02	2.796256194550e-07	2.505915616585e-07
39.51337            	1.901924912076e-02	2.806529158458e-07	2.514492237199e-07
39.52337            	1.793345669900e-02	2.809988519763e-07	2.519598605427e-07
39.53337            	1.699036005315e-02	2.806265200658e-07	2.521426732693e-07
39.54337            	1.619250149968e-02	2.797237994309e-07	2.520253196699e-07
39.55337            	1.553191913579e-02	2.782575405560e-07	2.516331811336e-07
39.56337            	1.493723828553e-02	2.762429652693e-07	2.509814733188e-07
39.57337            	1.449485726913e-02	2.737920661477e-07	2.500700036591e-07
39.58337            	1.421598579604e-02	2.709447820932e-07	2.489201165945e-07
39.59337            	1.413040492290e-02	2.676654003603e-07	2.475589354756e-07
39.60337            	1.451135758596e-02	2.641257199324e-07	2.459869946447e-07
39.61337            	1.518721229097e-02	2.604349529950e-07	2.441953199532e-07
39.62337            	1.604102963479e-02	2.567588935017e-07	2.422120749262e-07
39.63337            	1.711123305104e-02	2.529968939061e-07	2.400322358270e-07
39.64337            	1.831123025349e-02	2.489899483996e-07	2.376622248087e-07
39.65337            	1.957435196106e-02	2.447561467042e-07	2.351514694317e-07
39.66337            	2.098950841828e-02	2.404432806676e-07	2.325278064608e-07
39.67337            	2.243629658856e-02	2.360096679038e-07	2.298006857020e-07
39.68337            	2.398395898494e-02	2.314847626081e-07	2.269653576959e-07
39.69337            	2.552176403757e-02	2.268382976700e-07	2.240153180421e-07
39.70337            	2.723657244991e-02	2.220961646274e-07	2.209703681086e-07
