# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-2.398358932757e-02 0.000000000000e+00 0.000000000000e+00)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (0.000000000000e+00 1.167769707618e-02 5.996006245405e-03))
0.00667             	((5.652780638105e-06 -8.095946613159e+01 -1.170264160762e-05) (-2.939669900802e-02 -2.424742332876e-03 6.105414938391e-03)) ((-3.933289719942e+01 -1.924940073500e-05 1.141691775200e+02) (3.277448187372e-04 2.300382495369e-02 1.070899001749e-02))
0.01334             	((-6.975146924962e-06 4.511064512810e+01 1.660691168006e-05) (-2.262659540453e-02 -5.581809122547e-04 3.747043392537e-03)) ((2.192534379327e+01 2.678515712670e-05 -6.354963787298e+01) (6.540729073602e-04 1.637668024653e-02 6.441802045357e-03))
0.02001             	((6.581348017502e-07 -3.892306721128e+00 -1.870988440404e-06) (-2.063042456788e-02 -6.017376341430e-04 3.334119682592e-03)) ((-1.884653032882e+00 -2.995418636748e-06 5.568571198563e+00) (5.337510512210e-04 1.483045521548e-02 6.011689005421e-03))
0.02668             	((3.155261942192e-07 -1.448077598944e+00 -9.142082469570e-07) (-2.090382225712e-02 -5.976347834665e-04 3.378244598430e-03)) ((-7.001309110127e-01 -1.487854674797e-06 2.115075410500e+00) (5.470450605839e-04 1.503793022788e-02 6.079280341061e-03))
0.03335             	((-1.612008439578e-06 5.602732565765e+00 4.504998688135e-06) (-2.013737382317e-02 -2.788552662957e-04 2.977123548075e-03)) ((2.733805448314e+00 7.091808687951e-06 -7.841642690337e+00) (6.036678735930e-04 1.410839231118e-02 5.447105693341e-03))
0.04002             	((-4.565389188433e-07 1.324934731524e+00 1.249345521743e-06) (-1.958726010779e-02 -1.500802519750e-04 2.812585571329e-03)) ((6.510450611727e-01 1.926643209988e-06 -1.805304502694e+00) (6.262571114151e-04 1.361907270551e-02 5.130176434556e-03))
0.04669             	((-8.246743138171e-07 2.044482833712e+00 2.246304273475e-06) (-1.919340495199e-02 -2.782852205858e-05 2.668302897301e-03)) ((1.002960559666e+00 3.505826239698e-06 -2.822629965445e+00) (6.505360543382e-04 1.323681429666e-02 4.861356709680e-03))
0.05336             	((-1.048719717962e-06 2.300058241465e+00 2.853696893805e-06) (-1.876505859346e-02 7.520524519766e-05 2.536916852874e-03)) ((1.128983184165e+00 4.473434129458e-06 -3.190658450941e+00) (6.687191504468e-04 1.285660328587e-02 4.610104536438e-03))
0.06003             	((-9.515369185948e-07 1.885514206704e+00 2.599101496366e-06) (-1.839585383204e-02 1.428469962359e-04 2.450168585993e-03)) ((9.276965254034e-01 4.063108555955e-06 -2.607944099883e+00) (6.806763226528e-04 1.256951586981e-02 4.422378293721e-03))
