# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-3.202732012472e+00 1.844411858250e-03 -7.287519946009e-05)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-2.286444844346e-04 -2.442279254675e-01 -3.090050538652e-03))
0.00667             	((-1.765074251847e+04 1.204123311691e+02 -2.323435905550e+00) (-2.515653508110e+00 -5.731226353159e-03 -2.500790113170e-02)) ((-1.510986987555e+01 -1.528767317971e+03 2.529676709827e+01) (6.424797523365e-04 -1.728857714265e-01 -5.991723292240e-03))
0.01334             	((8.672258881496e+03 -6.221493349076e+01 4.252386516881e-01) (-1.641136820228e+00 -5.243258951381e-03 7.065211360577e-02)) ((8.201723479797e+00 7.653355861865e+02 -1.309920598538e+01) (5.496750389642e-04 -1.515280645672e-01 -4.757079342696e-03))
0.02001             	((-1.225470803433e+03 9.217442150007e+00 1.820362745296e-01) (-1.484089226938e+00 -4.950701248220e-03 2.095134620489e-01)) ((-8.788957377144e-01 -8.740280815970e+01 2.000369417608e+00) (3.397026067229e-04 -2.079997559391e-01 -4.410392207483e-03))
0.02668             	((-7.958379848322e+02 4.388403026805e+00 4.273895566290e-01) (-1.543844371275e+00 -5.193292517121e-03 3.569040432643e-01)) ((-3.744813673711e-01 -5.170305081928e+01 8.815161996508e-01) (1.744832216030e-04 -2.827308349944e-01 -4.592357859438e-03))
0.03335             	((5.677646631111e+02 -4.998552891722e+00 -6.681715508380e-01) (-1.483572418439e+00 -5.192952084406e-03 4.955606925515e-01)) ((8.921696941441e-01 6.990595560022e+01 -1.050119389715e+00) (-8.119825870950e-07 -3.410779434581e-01 -4.503861879904e-03))
0.04002             	((-2.055106293498e+02 8.173496489255e-01 3.355202254571e-01) (-1.470115878913e+00 -5.177212802899e-03 6.401499163872e-01)) ((1.966727847957e-01 1.429642441546e+00 1.736048647920e-01) (-1.770330995631e-04 -4.050319320222e-01 -4.460782030413e-03))
0.04669             	((-9.898133357357e+01 -2.951405644779e-01 2.245050526358e-01) (-1.466305342786e+00 -5.229674541203e-03 7.876739036345e-01)) ((3.000040919444e-01 1.282854347463e+01 -7.571734709292e-02) (-3.514846320457e-04 -4.692888288382e-01 -4.462067102991e-03))
0.05336             	((-2.302480787781e+01 -7.131120510321e-01 4.597710456744e-02) (-1.457084662882e+00 -5.271998438404e-03 9.360139986106e-01)) ((3.827880720166e-01 1.965491491888e+01 -1.519599531372e-01) (-5.233746965216e-04 -5.317509935700e-01 -4.451644341823e-03))
0.06003             	((-8.150496181106e+01 -2.555022076560e-01 3.488682509861e-01) (-1.455211096299e+00 -5.315071424881e-03 1.088151183015e+00)) ((3.202695994587e-01 1.527372246144e+01 -5.495045319181e-02) (-7.014806397406e-04 -5.951293224588e-01 -4.449618395540e-03))
0.0667              	((-6.731322080037e+01 -4.787283348334e-01 3.655783796508e-01) (-1.456578093401e+00 -5.380624141359e-03 1.243551760667e+00)) ((3.526992497549e-01 1.755628877226e+01 -1.068578450146e-01) (-8.816429990848e-04 -6.587297328119e-01 -4.462636402736e-03))
0.07337             	((-6.463258333812e+01 -4.259429426342e-01 4.401308440918e-01) (-1.460297261775e+00 -5.446586073539e-03 1.401674596443e+00)) ((3.489445674531e-01 1.792937682107e+01 -9.043570268412e-02) (-1.064875464638e-03 -7.224269451044e-01 -4.478778991080e-03))
0.08337             	((-6.863657532999e+01 -4.864990575850e-01 6.310485386321e-01) (-1.462499633309e+00 -5.541641413510e-03 1.600019436081e+00)) ((3.556277733161e-01 1.827941282630e+01 -1.064944086949e-01) (-1.299616135153e-03 -7.988586437114e-01 -4.495110359435e-03))
0.09337             	((-6.730777792952e+01 -5.028368227730e-01 7.958687527817e-01) (-1.476081709461e+00 -5.676857784687e-03 1.843730960090e+00)) ((3.618897471225e-01 1.942555235962e+01 -1.082839421288e-01) (-1.586430630074e-03 -8.934050619153e-01 -4.543907011679e-03))
0.10337             	((-6.811971846600e+01 -5.373334669329e-01 1.005850153672e+00) (-1.491685533492e+00 -5.813453346679e-03 2.087667715470e+00)) ((3.654724820905e-01 2.004460485406e+01 -1.156162692863e-01) (-1.880454219784e-03 -9.859312325293e-01 -4.596758373357e-03))
0.11337             	((-6.823011386213e+01 -5.834266398287e-01 1.226076266987e+00) (-1.508000248810e+00 -5.949445874608e-03 2.328753608219e+00)) ((3.693334902460e-01 2.084380885313e+01 -1.254368365696e-01) (-2.176399982721e-03 -1.075174355006e+00 -4.651226333486e-03))
0.12337             	((-6.797558652162e+01 -5.989262812157e-01 1.456892020358e+00) (-1.523684823635e+00 -6.077405439216e-03 2.562586981705e+00)) ((3.651319659515e-01 2.123596802440e+01 -1.269363962685e-01) (-2.469762469372e-03 -1.159374607380e+00 -4.703696250745e-03))
