# Residuals         
# Time              	p_rgh               	k                   	omega               
522.8335824006      	4.500573547271e-05	8.437021301506e-07	8.124594713741e-08
522.8365824006      	4.521349844988e-05	8.299186742604e-07	8.061231511740e-08
522.8395824006      	4.527345065055e-05	8.234067563656e-07	7.988102385402e-08
522.8425824006      	4.515239475804e-05	8.253945460575e-07	8.016776750494e-08
522.8455824006      	4.524524724062e-05	8.201890409786e-07	8.069010915943e-08
522.8485824006      	4.524782542902e-05	8.233640248206e-07	8.066840554603e-08
522.8515824006      	4.538249781247e-05	8.240865829310e-07	8.126078549782e-08
522.8545824006      	4.578995083162e-05	8.155322305597e-07	8.100309378693e-08
522.8575824006      	4.566369419507e-05	8.202688524373e-07	8.174276621765e-08
522.8605824006      	4.552578926558e-05	8.213126020639e-07	8.228504898794e-08
522.8635824006      	4.523077939436e-05	8.118674817259e-07	8.203315949643e-08
522.8665824006      	4.568384992207e-05	8.169993228017e-07	8.133015795802e-08
522.8695824006      	4.569998676150e-05	8.169665831650e-07	8.173766869295e-08
522.8725824006      	4.566067491992e-05	8.091621496354e-07	8.133762889828e-08
522.8755824006      	4.592690162340e-05	8.193216756316e-07	8.294245919277e-08
522.8785824006      	4.627409708304e-05	8.209578112916e-07	8.246502560750e-08
522.8815824006      	4.655997024256e-05	8.039535909662e-07	8.301918372622e-08
522.8845824006      	4.647242587929e-05	8.065578796053e-07	8.319562018779e-08
522.8875824006      	4.624887570720e-05	8.112799818449e-07	8.242481069057e-08
522.8905824006      	4.633920217277e-05	8.017666309244e-07	8.232993515555e-08
522.8935824006      	4.663230181516e-05	8.058702886186e-07	8.189334703204e-08
522.8965824006      	4.648342059488e-05	8.210668842724e-07	8.354126599184e-08
522.8995824006      	4.664631889577e-05	8.034705245845e-07	8.318734612054e-08
522.9025824006      	4.647911086419e-05	7.876712387294e-07	8.250275011404e-08
522.9055824006      	4.604029602344e-05	8.013656633431e-07	8.215067481451e-08
522.9085824006      	4.596205810085e-05	8.068736914290e-07	8.255538459285e-08
522.9115824006      	4.587784763280e-05	7.991771058605e-07	8.264043475683e-08
522.9145824006      	4.622225828074e-05	7.940825801173e-07	8.158594613710e-08
522.9175824006      	4.600304687398e-05	7.899995657323e-07	8.056266225855e-08
522.9205824006      	4.578973278145e-05	7.993137077415e-07	8.122326958533e-08
522.9235824006      	4.574203489144e-05	8.037712201624e-07	8.194517090896e-08
522.9265824006      	4.569171912123e-05	7.925491267589e-07	8.046792224675e-08
522.9295824006      	4.565498106736e-05	7.855319767219e-07	8.054461330410e-08
522.9325824006      	4.539100440530e-05	7.858467138086e-07	8.010834640901e-08
522.9355824006      	4.552796464910e-05	7.829954913480e-07	8.033188054996e-08
522.9385824006      	4.556270951822e-05	7.892656708350e-07	8.111824017596e-08
522.9415824006      	4.570864807775e-05	7.961760728943e-07	8.188400968495e-08
522.9445824006      	4.611667456468e-05	7.853290194770e-07	8.118111717477e-08
522.9475824006      	4.575875384539e-05	7.765236788519e-07	8.141126894159e-08
522.9505824006      	4.562754695896e-05	7.774267659247e-07	8.076012475598e-08
522.9535824006      	4.567093466173e-05	7.793035979058e-07	7.995920808150e-08
522.9565824006      	4.604168753663e-05	7.907137201734e-07	8.034202759856e-08
522.9595824006      	4.640801697795e-05	7.878705235193e-07	8.120924233164e-08
522.9625824006      	4.658538450901e-05	7.749387777551e-07	7.998552382474e-08
522.9655824006      	4.680393566184e-05	7.799451426145e-07	8.001117627255e-08
522.9685824006      	4.698849611444e-05	7.805831640604e-07	8.080005630592e-08
522.9715824006      	4.666132290352e-05	7.725060949062e-07	8.034922972512e-08
522.9745824006      	4.680456939758e-05	7.810149437201e-07	7.972137297887e-08
522.9775824006      	4.646982046534e-05	7.790102229703e-07	8.019074726672e-08
522.9805824006      	4.611361753819e-05	7.686263039576e-07	7.990001814387e-08
522.9835824006      	4.600499471875e-05	7.723197418864e-07	8.214998921827e-08
522.9865824006      	4.607541280554e-05	7.776458949970e-07	8.073186869054e-08
522.9895824006      	4.652316593375e-05	7.734388564035e-07	7.982234695857e-08
522.9925824006      	4.651326441228e-05	7.764561134363e-07	8.111209676565e-08
522.9955824006      	4.632394563455e-05	7.752615571410e-07	8.133096740703e-08
522.9985824006      	4.644993435869e-05	7.650790950599e-07	8.036970435463e-08
523.0015824006      	4.665347512474e-05	7.749507225612e-07	8.007681697978e-08
523.0045824006      	4.646436450668e-05	7.768378042266e-07	8.150093431008e-08
523.0075824006      	4.678268406169e-05	7.621328489366e-07	8.026358261110e-08
523.0105824006      	4.684487570041e-05	7.682999141992e-07	8.279713869388e-08
523.0135824006      	4.673772004880e-05	7.723488695918e-07	8.105317678660e-08
523.0165824006      	4.659259525721e-05	7.693141341460e-07	8.040823287220e-08
523.0195824006      	4.655626461200e-05	7.767020816386e-07	7.974143778488e-08
523.0225824006      	4.657749356482e-05	7.701555253213e-07	7.975061403026e-08
523.0255824006      	4.687751350677e-05	7.644636780440e-07	7.961937766510e-08
523.0285824006      	4.697824611294e-05	7.724762636963e-07	8.028430509884e-08
523.0315824006      	4.705857272090e-05	7.719205026861e-07	8.096800642307e-08
523.0345824006      	4.660627810006e-05	7.589150821630e-07	7.878485617052e-08
523.0375824006      	4.683367335800e-05	7.581498250893e-07	7.873429098241e-08
523.0405824006      	4.659352365147e-05	7.685541281751e-07	7.904740304988e-08
523.0435824006      	4.697745733509e-05	7.593748686951e-07	7.986071979917e-08
523.0465824006      	4.725800477127e-05	7.651165922486e-07	7.858927034830e-08
523.0495824006      	4.736630100321e-05	7.753561088670e-07	7.919032705990e-08
523.0525824006      	4.729347143525e-05	7.599192089872e-07	7.896520373947e-08
523.0555824006      	4.730485411482e-05	7.570077381473e-07	7.912932319309e-08
523.0585824006      	4.692477597590e-05	7.629022263879e-07	7.918697911417e-08
523.0615824006      	4.698638573165e-05	7.610454155908e-07	7.922893501716e-08
523.0645824006      	4.675360796965e-05	7.569034014786e-07	7.900576850400e-08
523.0675824006      	4.673509045780e-05	7.536489102759e-07	7.872109886382e-08
523.0705824006      	4.678904866888e-05	7.607858928065e-07	7.888153596969e-08
523.0735824006      	4.669685354176e-05	7.624336329078e-07	8.011239181645e-08
523.0765824006      	4.670600135270e-05	7.518810936255e-07	7.944492150798e-08
523.0795824006      	4.681148704720e-05	7.512988222197e-07	7.871140457747e-08
523.0825824006      	4.664159849040e-05	7.626690417252e-07	7.842174763884e-08
523.0855824006      	4.669895394190e-05	7.622536658222e-07	7.896563692694e-08
523.0885824006      	4.679618886348e-05	7.565000452129e-07	7.863293369718e-08
523.0915824006      	4.706403763867e-05	7.632087687374e-07	7.815254771374e-08
523.0945824006      	4.709479679130e-05	7.619952536485e-07	7.830038471380e-08
523.0975824006      	4.741558877966e-05	7.586316715399e-07	7.789392541652e-08
523.1005824006      	4.692711575422e-05	7.680407995048e-07	7.851972330109e-08
523.1035824006      	4.696699641835e-05	7.664868654669e-07	7.774455652612e-08
523.1065824006      	4.689846902768e-05	7.546291961191e-07	7.721944373352e-08
523.1095824006      	4.701446489029e-05	7.615080607080e-07	7.632543590226e-08
523.1125824006      	4.708249891908e-05	7.654841877717e-07	7.698740428023e-08
523.1155824006      	4.684488559050e-05	7.590845816587e-07	7.618853208793e-08
523.1185824006      	4.683677913859e-05	7.684821639524e-07	7.672013439967e-08
523.1215824006      	4.661366424991e-05	7.663573651220e-07	7.704076027711e-08
523.1245824006      	4.647634076685e-05	7.568650503430e-07	7.604669316020e-08
523.1275824006      	4.635614703216e-05	7.684805819189e-07	7.546439417680e-08
523.1305824006      	4.627336260812e-05	7.640780412268e-07	7.643088765607e-08
523.1335824006      	4.624610570535e-05	7.552495168981e-07	7.554052688065e-08
523.1365824006      	4.606209553486e-05	7.727610015404e-07	7.596336530531e-08
523.1395824006      	4.617840276157e-05	7.698979662599e-07	7.692401761760e-08
523.1425824006      	4.611632839806e-05	7.556225343628e-07	7.578648070902e-08
523.1455824006      	4.613969019318e-05	7.613415528302e-07	7.696732977122e-08
523.1485824006      	4.582807290346e-05	7.665766425410e-07	7.666057145953e-08
523.1515824006      	4.537808770795e-05	7.584998955582e-07	7.628549297888e-08
523.1545824006      	4.563976326326e-05	7.665318696603e-07	7.611120601038e-08
523.1575824006      	4.551402203593e-05	7.706703236689e-07	7.704195687595e-08
523.1605824006      	4.555625729782e-05	7.557556901519e-07	7.623416481413e-08
523.1635824006      	4.505288495346e-05	7.556440760413e-07	7.550953058267e-08
523.1665824006      	4.479760332733e-05	7.692888349206e-07	7.534549069589e-08
523.1695824006      	4.495478851462e-05	7.632317599852e-07	7.595059074027e-08
523.1725824006      	4.535711708796e-05	7.605583681347e-07	7.627053297542e-08
523.1755824006      	4.525728392564e-05	7.618881133832e-07	7.584564764487e-08
523.1785824006      	4.524725964466e-05	7.578266448198e-07	7.590350927457e-08
523.1815824006      	4.529232403629e-05	7.622874971138e-07	7.555590680142e-08
523.1845824006      	4.571335181146e-05	7.648543157316e-07	7.664864743555e-08
523.1875824006      	4.566054629154e-05	7.566235687113e-07	7.583590494522e-08
523.1905824006      	4.611901966653e-05	7.605985487801e-07	7.552472957838e-08
523.1935824006      	4.610312106070e-05	7.616525904028e-07	7.507437623677e-08
523.1965824006      	4.636071435813e-05	7.605685013674e-07	7.480057551683e-08
523.1995824006      	4.585166555523e-05	7.656512365598e-07	7.539578937813e-08
523.2025824006      	4.563036296194e-05	7.537341268128e-07	7.506746970860e-08
523.2055824006      	4.552476655249e-05	7.498876750537e-07	7.402680882957e-08
523.2085824006      	4.573434013131e-05	7.631773848873e-07	7.454507263492e-08
523.2115824006      	4.574296123085e-05	7.594608234975e-07	7.467401360087e-08
523.2145824006      	4.553329437478e-05	7.527981745762e-07	7.497670543194e-08
523.2175824006      	4.551909489957e-05	7.564045348279e-07	7.695193760233e-08
523.2205824006      	4.545500256927e-05	7.507330737834e-07	7.560911046690e-08
523.2235824006      	4.553836043758e-05	7.458911328328e-07	7.502256973996e-08
523.2265824006      	4.535993604525e-05	7.571844200873e-07	7.450619237100e-08
