# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-3.057370354862e-03 -2.208248226864e-06 -5.910959204842e-06)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-2.572649364285e-06 1.518367608090e-03 7.660640808663e-04))
0.00667             	((-3.455061530390e-02 -2.864947757513e+00 -1.792914235787e+00) (-2.928355068540e-03 -6.102005370557e-05 1.124706590852e-04)) ((-1.874592252041e+00 -1.944639162118e+00 3.370428534585e+00) (-2.270808928065e-06 1.593418421447e-03 8.075140654957e-04))
0.01334             	((2.185623215830e-02 1.781626437185e+00 1.151304977323e+00) (-2.220373096294e-03 8.656959365737e-05 4.914992723156e-05)) ((1.175070014346e+00 1.249482472769e+00 -2.097749180349e+00) (5.550149574975e-05 1.165117222528e-03 4.580446058515e-04))
0.02001             	((-6.238776207270e-06 -2.443087343428e-02 2.045107041803e-02) (-1.990392329874e-03 1.020171370564e-04 4.628359302284e-05)) ((-7.075999233535e-03 2.150294531379e-02 2.945756448114e-02) (6.254706783489e-05 1.047086716759e-03 3.833039692540e-04))
0.02668             	((9.232054738144e-04 5.762832459344e-02 5.959436361954e-02) (-1.991146901588e-03 1.298270022001e-04 4.593596415561e-05)) ((4.361936180861e-02 6.442080058076e-02 -6.765003000604e-02) (7.640579632361e-05 1.047567351798e-03 3.517971470226e-04))
0.03335             	((4.499080894527e-03 3.310605324448e-01 2.346786241985e-01) (-1.906554144889e-03 1.673184423493e-04 3.181582815880e-05)) ((2.238768053121e-01 2.552654851520e-01 -3.910660314329e-01) (9.169615489723e-05 9.894164276608e-04 2.872616555948e-04))
0.04002             	((2.379750425265e-03 1.603269342946e-01 1.260890268110e-01) (-1.850027690985e-03 1.834424501272e-04 2.884155988925e-05)) ((1.116161911662e-01 1.371035526290e-01 -1.894592045651e-01) (9.914219585260e-05 9.587209875396e-04 2.547367393860e-04))
0.04669             	((2.892089650336e-03 1.905258156823e-01 1.440149932692e-01) (-1.805228874592e-03 2.012238323511e-04 2.152967883047e-05)) ((1.313179784139e-01 1.568845077572e-01 -2.256186667911e-01) (1.063797005629e-04 9.290848874867e-04 2.232104405769e-04))
0.05336             	((3.125985096661e-03 1.976332705751e-01 1.475928091590e-01) (-1.754875131428e-03 2.159508375979e-04 1.395343157468e-05)) ((1.359278711027e-01 1.610128066725e-01 -2.344677750796e-01) (1.120698945552e-04 8.965039064641e-04 1.938117903297e-04))
0.06003             	((2.995087555270e-03 1.788375378238e-01 1.347884655586e-01) (-1.707167585386e-03 2.277245740698e-04 6.611654885335e-06)) ((1.234717551528e-01 1.472070041324e-01 -2.125297639914e-01) (1.163860312382e-04 8.656595128253e-04 1.684986154614e-04))
0.0667              	((3.210260682061e-03 1.821995938188e-01 1.362057182030e-01) (-1.661185541354e-03 2.402633551611e-04 -1.771386429561e-06)) ((1.257009555896e-01 1.489585714235e-01 -2.169526033395e-01) (1.208793128969e-04 8.345082982285e-04 1.426763703475e-04))
0.07337             	((3.220980737790e-03 1.725802651566e-01 1.289157068628e-01) (-1.616926517821e-03 2.517310140912e-04 -9.222006892418e-06)) ((1.192354462593e-01 1.411636190371e-01 -2.059016085783e-01) (1.251214266411e-04 8.053445339053e-04 1.184707734028e-04))
0.08337             	((3.371702627630e-03 1.651867613062e-01 1.231308906514e-01) (-1.568125308054e-03 2.725127249602e-04 -2.254820458425e-05)) ((1.143750572691e-01 1.350843558244e-01 -1.976958561588e-01) (1.328659999624e-04 7.677861454405e-04 8.198362536090e-05))
0.09337             	((3.466404979012e-03 1.558042772138e-01 1.150951268340e-01) (-1.515551310485e-03 2.886660931628e-04 -2.858754278617e-05)) ((1.079502053048e-01 1.265166028423e-01 -1.870849123929e-01) (1.402302729495e-04 7.371138682257e-04 4.971342926509e-05))
0.10337             	((3.533312754644e-03 1.451682672292e-01 1.067302807438e-01) (-1.468423329414e-03 3.033015963805e-04 -3.440204311352e-05)) ((1.007953182587e-01 1.175426684516e-01 -1.749091711505e-01) (1.470202966284e-04 7.095911989913e-04 2.043163254537e-05))
