# y+ ()             
# Time              	patch               	min                 	max                 	average             
1.96337             	body1	1.110615075876e+01	6.026431381731e+01	4.803500285938e+01
1.96337             	body2	5.232125800351e+00	4.297391270768e+01	2.140147221563e+01
1.96337             	body3	5.812261084157e+00	4.093783295354e+01	2.493859653421e+01
1.96337             	body4	5.033616863456e+00	2.284565856733e+01	1.219857855361e+01
1.96337             	body5	4.765683921207e+00	3.071430460716e+01	1.664289058763e+01
1.96337             	body6	7.006968423133e-01	3.192683677399e+01	9.702390630589e+00
1.96337             	body7	1.656739653271e+00	3.188062480459e+01	9.804667411544e+00
1.96337             	body8	1.539708432855e+00	8.704932800003e+01	3.947853371279e+01
1.96337             	body9	1.812052636455e+00	8.685185263534e+01	3.934346550711e+01
1.96337             	body10	1.044529748492e+01	8.204469129582e+01	5.695435803787e+01
1.96337             	body11	2.551939021460e+00	4.457241794747e+01	1.513728888254e+01
1.96337             	body12	4.638930429428e+00	4.315760614639e+01	1.851201138471e+01
1.96337             	body13	5.245568662602e+00	3.669858499576e+01	1.858312687533e+01
1.96337             	body14	4.959015632598e+00	4.296890542040e+01	1.829080212597e+01
1.96337             	body15	1.206104595901e+01	5.970516147803e+01	3.374196515525e+01
1.96337             	body16	7.475586037934e+00	3.871729246167e+01	2.072366574333e+01
1.96337             	body17	1.157085083361e+01	5.925024254857e+01	3.441477266006e+01
1.96337             	body18	7.248413795067e+00	4.226363710601e+01	2.235705389011e+01
1.96337             	body19	2.954433383809e+01	6.721656645606e+01	4.980380566727e+01
1.96337             	body20	8.353616461830e+00	1.166366757959e+02	5.078667616048e+01
1.96337             	body21	2.707489213217e+01	7.276512209029e+01	4.851429086534e+01
1.96337             	body22	3.054913324171e+00	1.358066752446e+02	3.448194952490e+01
1.96337             	body23	1.715759131089e+00	9.578923944437e+01	2.260582766707e+01
1.96337             	body24	1.944584832172e+00	8.916183487850e+01	2.978379697716e+01
1.96337             	body25	2.031287743345e+00	9.521340094317e+01	2.315328106567e+01
1.96337             	body26	2.877685227322e+00	8.940331307761e+01	2.997224993071e+01
1.96337             	body27	1.777284554046e+00	9.703773651823e+01	2.580333649597e+01
1.96337             	body28	1.708841490244e+00	7.105994617859e+01	2.395147837148e+01
1.96337             	body29	1.757947619401e+00	9.688996545151e+01	3.933385979185e+01
1.96337             	body30	1.430624412843e+01	4.833328189496e+01	3.315815153267e+01
1.96337             	body31	1.885698727842e+00	1.003104956563e+02	2.556530757389e+01
1.96337             	body32	1.275728368697e+00	7.124818869457e+01	2.357061762109e+01
1.96337             	body33	1.897463412587e+00	8.727310429251e+01	3.887447811516e+01
1.96337             	body34	1.483092680331e+01	4.371880542912e+01	3.301331135865e+01
1.96337             	body35	1.210900835993e+01	6.359469162486e+01	4.609541149711e+01
2.96337             	zmax	1.288958474840e-01	4.039736302352e+00	1.979613042215e+00
2.96337             	zmin	4.369761546634e-01	6.416929400295e+00	3.958694740351e+00
2.96337             	body0	1.116365630342e+01	6.405664975205e+01	5.029105587315e+01
2.96337             	body1	1.151407846043e+01	6.374503159022e+01	5.015651333382e+01
2.96337             	body2	4.119609166219e+00	4.793972621907e+01	2.200351237236e+01
2.96337             	body3	3.590670841809e+00	3.119135149387e+01	2.230350467543e+01
2.96337             	body4	7.752168846223e+00	4.215692815471e+01	2.927464349074e+01
2.96337             	body5	1.044902721129e+01	4.650647154367e+01	3.130362108126e+01
2.96337             	body6	2.189120710977e+00	2.683492781505e+01	1.027392911666e+01
2.96337             	body7	1.501126995135e+00	2.892268948087e+01	1.000557088209e+01
2.96337             	body8	1.536741302428e+00	9.854054572427e+01	3.926759738294e+01
2.96337             	body9	1.695499224031e+00	9.760825604178e+01	3.936022278220e+01
2.96337             	body10	1.092282184119e+01	8.417561219278e+01	5.945054513237e+01
2.96337             	body11	1.830962287260e+00	4.119164790086e+01	1.714301576110e+01
2.96337             	body12	2.675647460353e+00	4.065461833286e+01	1.734055131146e+01
2.96337             	body13	5.630804201764e+00	3.505662791458e+01	1.902719864954e+01
2.96337             	body14	2.489083017403e+00	4.027690645222e+01	1.714534314648e+01
2.96337             	body15	9.718717145846e+00	6.007234731459e+01	2.938408275363e+01
2.96337             	body16	6.646747083149e+00	2.859092277936e+01	1.816149902133e+01
2.96337             	body17	9.701525370155e+00	6.039366019658e+01	2.942584728300e+01
2.96337             	body18	6.676952253215e+00	3.388156640643e+01	1.999140508115e+01
2.96337             	body19	2.990959452408e+01	6.994408109240e+01	5.031130903570e+01
2.96337             	body20	6.332260338202e+00	1.244406029811e+02	5.075874800570e+01
2.96337             	body21	2.779005079866e+01	7.527837981079e+01	4.946862864551e+01
2.96337             	body22	5.232553875556e+00	1.327364452036e+02	3.245987549606e+01
2.96337             	body23	1.652171707610e+00	1.005533510293e+02	2.435880881110e+01
2.96337             	body24	3.502547352736e+00	1.003232807782e+02	2.698396394801e+01
2.96337             	body25	2.420944972750e+00	1.008857667475e+02	2.371181245963e+01
2.96337             	body26	1.403274165589e+00	1.009051600377e+02	2.629733800419e+01
2.96337             	body27	1.992386062354e+00	9.557510640669e+01	2.745616285247e+01
2.96337             	body28	1.166266638990e+00	7.442647263754e+01	2.372547378992e+01
2.96337             	body29	2.623870244818e+00	7.835224602271e+01	3.709708508008e+01
2.96337             	body30	1.035045456701e+01	4.869490091285e+01	2.909399997241e+01
2.96337             	body31	2.443139753208e+00	9.435501153509e+01	2.706680711196e+01
2.96337             	body32	1.609673274445e+00	7.605041022394e+01	2.407760937079e+01
2.96337             	body33	2.482768041213e+00	7.458317845134e+01	3.681096544620e+01
2.96337             	body34	1.254037227112e+01	4.961084146563e+01	3.261154747976e+01
2.96337             	body35	1.275403280205e+01	7.369431393569e+01	4.973231196284e+01
3.96337             	zmax	6.734498171520e-02	3.933289864651e+00	1.919175756695e+00
3.96337             	zmin	5.351557977957e-01	6.166723770810e+00	3.728197518402e+00
3.96337             	body0	1.078412938885e+01	5.855842563514e+01	4.389530572606e+01
3.96337             	body1	1.110278044551e+01	5.823523134654e+01	4.361408024656e+01
3.96337             	body2	2.769447525918e+00	3.801821273790e+01	1.888625154928e+01
3.96337             	body3	3.167378959609e+00	3.343483847661e+01	1.874428358977e+01
3.96337             	body4	3.435655017796e+00	3.387977821977e+01	1.899966595683e+01
3.96337             	body5	6.038151578178e+00	3.391808714866e+01	2.109849950132e+01
3.96337             	body6	1.141003454292e+00	2.122281597620e+01	9.594407473183e+00
3.96337             	body7	1.403913210890e+00	2.069144150531e+01	9.170486361294e+00
3.96337             	body8	1.149285203507e+00	8.782022371602e+01	3.482078429084e+01
3.96337             	body9	1.148111312307e+00	8.912682792225e+01	3.510106207531e+01
3.96337             	body10	7.342627117757e+00	7.924169034620e+01	5.397092348720e+01
3.96337             	body11	1.987516066539e+00	4.066942865282e+01	1.533934237207e+01
3.96337             	body12	6.962817328459e+00	3.580840462967e+01	1.754410014654e+01
3.96337             	body13	4.008200847722e+00	2.959684330145e+01	1.710566528978e+01
3.96337             	body14	4.684751221170e+00	3.459589638905e+01	1.713122148944e+01
3.96337             	body15	8.430203135674e+00	5.604639363118e+01	2.591466359378e+01
3.96337             	body16	7.408437163502e+00	2.692224984059e+01	1.663921229384e+01
3.96337             	body17	8.153930720268e+00	5.619946330732e+01	2.628289814734e+01
3.96337             	body18	6.956966342032e+00	3.133000004855e+01	1.815106999897e+01
3.96337             	body19	2.729662135943e+01	6.188266646577e+01	4.580004278349e+01
3.96337             	body20	7.418525973057e+00	1.119680522111e+02	4.701042857907e+01
3.96337             	body21	2.535806821240e+01	6.628580518344e+01	4.456104088977e+01
3.96337             	body22	5.131603266677e+00	1.270081853266e+02	2.969689903170e+01
3.96337             	body23	1.313567357282e+00	9.506717338559e+01	2.080208558311e+01
3.96337             	body24	2.063960326659e+00	9.038235972339e+01	2.520764349478e+01
3.96337             	body25	9.340814421054e-01	9.498585805549e+01	1.940116467894e+01
3.96337             	body26	1.803698246702e+00	8.889303116978e+01	2.451813283792e+01
3.96337             	body27	1.469202908851e+00	9.069153613744e+01	2.278029525391e+01
3.96337             	body28	3.356465081679e+00	6.700960781339e+01	2.206909658532e+01
3.96337             	body29	3.417572797452e+00	7.672768187091e+01	3.616933574977e+01
3.96337             	body30	1.121517115426e+01	4.348743090153e+01	2.617994606194e+01
3.96337             	body31	1.452418184131e+00	8.978627818650e+01	2.290277993590e+01
3.96337             	body32	1.814576154522e+00	6.822211818644e+01	2.235751013427e+01
3.96337             	body33	2.722404604958e+00	7.667337040005e+01	3.584899076308e+01
3.96337             	body34	1.205975215067e+01	4.389489485170e+01	2.820700993579e+01
3.96337             	body35	8.382943919762e+00	5.770266240764e+01	4.196665688418e+01
4.96337             	zmax	1.013666183122e-01	3.939269300328e+00	1.883194553089e+00
4.96337             	zmin	3.832538828977e-01	5.886652447183e+00	3.569929055392e+00
4.96337             	body0	8.476073534195e+00	5.122223731694e+01	4.055330026143e+01
4.96337             	body1	9.372988597995e+00	5.208639642434e+01	4.035105300233e+01
4.96337             	body2	4.163023652402e+00	3.280166971960e+01	2.077249371504e+01
4.96337             	body3	3.435701024414e+00	3.270725499180e+01	2.164635890402e+01
4.96337             	body4	3.435633433100e+00	2.737353108303e+01	1.376323229077e+01
4.96337             	body5	3.758137806342e+00	3.055610956914e+01	1.684520300189e+01
4.96337             	body6	1.026714592046e+00	1.935570474369e+01	8.563051299392e+00
4.96337             	body7	9.194443197800e-01	2.387410081126e+01	8.323994675016e+00
4.96337             	body8	9.428578038294e-01	8.393396172748e+01	3.209069642705e+01
4.96337             	body9	1.034242384700e+00	8.470277142702e+01	3.242827305890e+01
4.96337             	body10	1.055539411992e+01	8.062781555152e+01	5.191598280157e+01
4.96337             	body11	1.826746447455e+00	3.668738534790e+01	1.544563045369e+01
4.96337             	body12	3.852031469833e+00	3.658457590774e+01	1.713316694643e+01
4.96337             	body13	7.284045710266e+00	3.180368711238e+01	1.767604346582e+01
4.96337             	body14	2.390911183904e+00	3.554599714425e+01	1.646478977711e+01
4.96337             	body15	8.504442912978e+00	4.878156817744e+01	2.309568179708e+01
4.96337             	body16	6.529709083173e+00	2.586572182605e+01	1.482840514223e+01
4.96337             	body17	8.022734722484e+00	4.861656652026e+01	2.332803705732e+01
4.96337             	body18	6.200853583163e+00	3.026856969128e+01	1.635912835160e+01
4.96337             	body19	2.335382274493e+01	5.415543998560e+01	4.091076388207e+01
4.96337             	body20	8.155871731628e+00	1.105005035912e+02	4.416800909991e+01
4.96337             	body21	2.202372364264e+01	5.880102306542e+01	3.955080063971e+01
4.96337             	body22	4.825820320320e+00	1.224975737668e+02	2.789913930062e+01
4.96337             	body23	1.542326223027e+00	8.274222295097e+01	1.857618759102e+01
4.96337             	body24	2.698758603363e+00	8.555951174630e+01	1.986724800658e+01
4.96337             	body25	1.859205736042e+00	8.218815707260e+01	1.718489765009e+01
4.96337             	body26	1.597897838680e+00	8.595167491109e+01	2.113653409700e+01
4.96337             	body27	1.512095349151e+00	7.949910748771e+01	2.136414298183e+01
4.96337             	body28	1.155839891242e+00	6.124448118039e+01	1.965947164255e+01
4.96337             	body29	2.843796308291e+00	6.427745510938e+01	3.453886740980e+01
4.96337             	body30	7.251906473219e+00	4.458969417867e+01	2.117875502454e+01
4.96337             	body31	2.189538310002e+00	7.977934788790e+01	2.156090441769e+01
4.96337             	body32	1.455046552429e+00	6.245570332576e+01	2.061163145751e+01
4.96337             	body33	3.119300409418e+00	6.523389686168e+01	3.435036634131e+01
4.96337             	body34	8.162607582183e+00	5.061833494424e+01	2.361476027680e+01
4.96337             	body35	1.111351363822e+01	4.951038535261e+01	3.827277311039e+01
5.96337             	zmax	7.141144889818e-02	4.135662626657e+00	1.940190025951e+00
5.96337             	zmin	3.023354923537e-01	6.008276665465e+00	3.695471203010e+00
5.96337             	body0	1.042339787030e+01	5.618703875671e+01	4.399510697453e+01
5.96337             	body1	1.077363481840e+01	5.561814194108e+01	4.369160510761e+01
5.96337             	body2	3.969641732972e+00	3.944674661969e+01	1.682937941062e+01
5.96337             	body3	5.046914029040e+00	3.355227179390e+01	1.911614312597e+01
5.96337             	body4	2.922992255506e+00	2.413508058371e+01	1.232491914329e+01
5.96337             	body5	3.096294638124e+00	3.156667054682e+01	1.642514161212e+01
5.96337             	body6	5.388772909360e-01	2.441080286551e+01	8.045179390628e+00
5.96337             	body7	1.116704392350e+00	2.126322773266e+01	8.208590565672e+00
5.96337             	body8	1.118794865097e+00	9.312136390227e+01	3.465468478364e+01
5.96337             	body9	4.879165917597e-01	9.455405746287e+01	3.508014757922e+01
5.96337             	body10	1.320928696270e+01	8.812067358254e+01	5.652688131754e+01
5.96337             	body11	2.661066662578e+00	3.609805307343e+01	1.402668660755e+01
5.96337             	body12	4.737340325562e+00	3.961257201130e+01	1.753551356373e+01
5.96337             	body13	5.651383578788e+00	2.804724828995e+01	1.776999687042e+01
5.96337             	body14	1.748483236913e+00	3.870471300105e+01	1.710239503827e+01
5.96337             	body15	1.014367720289e+01	5.118695562309e+01	2.615062468546e+01
5.96337             	body16	8.050706653387e+00	2.787058155439e+01	1.696437106097e+01
5.96337             	body17	8.908632264223e+00	5.099762143507e+01	2.667171594508e+01
5.96337             	body18	7.658376029969e+00	3.470003244816e+01	1.852998654585e+01
5.96337             	body19	2.462337982018e+01	5.810535181461e+01	4.359345529814e+01
5.96337             	body20	6.473207391016e+00	1.209515518768e+02	4.693079364863e+01
5.96337             	body21	2.325211743823e+01	6.456206994728e+01	4.190024292766e+01
5.96337             	body22	5.491639710426e+00	1.232977131932e+02	2.943954726419e+01
5.96337             	body23	9.936643615687e-01	8.587131760376e+01	1.683326412949e+01
5.96337             	body24	3.241966706383e+00	9.489209046618e+01	2.229150243390e+01
5.96337             	body25	1.087324723256e+00	8.634552801484e+01	2.014396092168e+01
5.96337             	body26	1.889139087255e+00	9.448262570030e+01	2.088195129491e+01
5.96337             	body27	1.243108358433e+00	8.421120842492e+01	2.175722805671e+01
5.96337             	body28	1.566928099813e+00	6.458571911378e+01	2.097643328255e+01
5.96337             	body29	3.134687773889e+00	6.856764358660e+01	3.553776259406e+01
5.96337             	body30	8.772534505718e+00	4.652664231718e+01	2.189859215093e+01
5.96337             	body31	1.209434376874e+00	8.286492724339e+01	2.127578130375e+01
5.96337             	body32	2.312399002546e+00	6.497839229550e+01	2.195261080254e+01
5.96337             	body33	3.496508502176e+00	7.151759209150e+01	3.543041046729e+01
5.96337             	body34	1.042911489593e+01	5.265394197198e+01	2.559463454460e+01
5.96337             	body35	1.109774189876e+01	5.650779056012e+01	4.226026928583e+01
6.96337             	zmax	4.377698699370e-02	4.331287434283e+00	2.039767843739e+00
6.96337             	zmin	2.008036816917e-01	6.272942654832e+00	3.868747543040e+00
6.96337             	body0	9.922018309761e+00	5.887894307528e+01	4.660355466056e+01
6.96337             	body1	1.014034129452e+01	5.873100459397e+01	4.622249632606e+01
6.96337             	body2	3.299411207971e+00	4.718643365001e+01	2.091145975997e+01
6.96337             	body3	5.377057151975e+00	3.682286828296e+01	2.013051066861e+01
6.96337             	body4	6.833744154150e+00	2.911203044398e+01	1.840344622992e+01
6.96337             	body5	6.330470844128e+00	3.789166315853e+01	2.299875815709e+01
6.96337             	body6	6.799795530371e-01	2.498735294539e+01	9.293002914228e+00
6.96337             	body7	8.074139125057e-01	2.215039816130e+01	8.998894117257e+00
6.96337             	body8	6.952088432545e-01	1.005250985749e+02	3.818474144864e+01
6.96337             	body9	5.987505260728e-01	1.014042368481e+02	3.864925007143e+01
6.96337             	body10	1.251785405774e+01	9.431923692334e+01	6.176227957469e+01
6.96337             	body11	1.513624183349e+00	3.955769209072e+01	1.380509318010e+01
6.96337             	body12	6.014068920966e+00	4.332142682286e+01	1.941720724296e+01
6.96337             	body13	5.595263529603e+00	2.996287105022e+01	1.893485129790e+01
6.96337             	body14	6.216554076719e+00	4.258698151236e+01	1.876773875686e+01
6.96337             	body15	1.019504213802e+01	5.817145596958e+01	3.009307256568e+01
6.96337             	body16	7.470557741486e+00	3.085444198475e+01	1.774245411804e+01
6.96337             	body17	9.173698187969e+00	5.842625703883e+01	3.087952501468e+01
6.96337             	body18	7.074794142913e+00	3.595235454735e+01	1.975709476647e+01
6.96337             	body19	2.804034724507e+01	6.351444352239e+01	4.799987741977e+01
6.96337             	body20	7.984162124931e+00	1.333455090663e+02	5.142338377317e+01
6.96337             	body21	2.619555905117e+01	6.757751050199e+01	4.645908691017e+01
6.96337             	body22	5.572643595637e+00	1.263489464382e+02	3.215645365994e+01
6.96337             	body23	6.261893555337e-01	9.719386380034e+01	2.109718062139e+01
6.96337             	body24	2.538882028270e+00	1.013507489605e+02	2.363128624856e+01
6.96337             	body25	8.979371111852e-01	9.626163138000e+01	2.155288476733e+01
6.96337             	body26	2.438276281043e+00	1.012769262018e+02	2.272678106165e+01
6.96337             	body27	1.344087887783e+00	9.180632483287e+01	2.508141035803e+01
6.96337             	body28	1.916482316140e+00	7.057693459447e+01	2.258811037316e+01
6.96337             	body29	3.884821990561e+00	7.112139254492e+01	3.840448350649e+01
6.96337             	body30	1.140022857340e+01	4.861578587530e+01	2.742042662102e+01
6.96337             	body31	2.220288215834e+00	9.170070324478e+01	2.556438792579e+01
6.96337             	body32	1.620823119137e+00	7.115719982675e+01	2.316541619610e+01
6.96337             	body33	4.108503846049e+00	7.269568985375e+01	3.839288935597e+01
6.96337             	body34	1.253889322083e+01	5.027613022727e+01	3.057470459833e+01
6.96337             	body35	1.333777714670e+01	6.956755830596e+01	4.610004519994e+01
7.96337             	zmax	8.259407742578e-02	4.417130101217e+00	2.074241909838e+00
7.96337             	zmin	2.443033365135e-01	6.355721281790e+00	3.859869135670e+00
7.96337             	body0	9.720681881409e+00	5.842468300031e+01	4.582600618517e+01
7.96337             	body1	1.006086949856e+01	5.839798125240e+01	4.547851273531e+01
7.96337             	body2	5.217167338891e+00	3.619765827103e+01	2.375723400961e+01
7.96337             	body3	6.043726073866e+00	3.932069285984e+01	2.349910499572e+01
7.96337             	body4	9.096901174349e+00	2.940935414941e+01	2.035480899409e+01
7.96337             	body5	9.329066994387e+00	3.998213509235e+01	2.647249734701e+01
7.96337             	body6	8.998220354940e-01	2.222002981272e+01	9.244751372135e+00
7.96337             	body7	6.859491319053e-01	2.299470203251e+01	9.155119815663e+00
7.96337             	body8	7.452547210084e-01	9.559164050171e+01	3.807114228820e+01
7.96337             	body9	4.820551619422e-01	9.771815797515e+01	3.826971400986e+01
7.96337             	body10	1.211159696104e+01	9.428143246714e+01	6.204955048878e+01
7.96337             	body11	1.094239677788e+00	4.466198608962e+01	1.401591958572e+01
7.96337             	body12	6.189396310922e+00	4.267878582843e+01	1.891885853585e+01
7.96337             	body13	4.343436746863e+00	3.452142163285e+01	1.795829245575e+01
7.96337             	body14	5.679611170915e+00	4.105881910504e+01	1.838454288084e+01
7.96337             	body15	1.115873558608e+01	6.032093279395e+01	3.153279287753e+01
7.96337             	body16	7.785178395877e+00	3.103740242261e+01	1.899201790867e+01
7.96337             	body17	1.066147065798e+01	6.084413947425e+01	3.198483450855e+01
7.96337             	body18	7.416000571274e+00	3.675466419800e+01	2.106616009478e+01
7.96337             	body19	2.900713444846e+01	6.593549210987e+01	4.908873056727e+01
7.96337             	body20	7.557008698497e+00	1.346100035923e+02	5.235560010680e+01
7.96337             	body21	2.698161032184e+01	7.050152349350e+01	4.772090365590e+01
7.96337             	body22	4.591706765732e+00	1.248870787208e+02	3.220954711831e+01
7.96337             	body23	6.603014705492e-01	9.724250340624e+01	2.274593624331e+01
7.96337             	body24	1.331633538597e+00	9.892594588201e+01	2.256173479844e+01
7.96337             	body25	1.176803208807e+00	9.715440839727e+01	2.348154037330e+01
7.96337             	body26	2.105860269238e+00	9.656460162995e+01	2.242951276038e+01
7.96337             	body27	1.352506044027e+00	9.223233273754e+01	2.424752034132e+01
7.96337             	body28	2.077324198724e+00	7.144830452167e+01	2.297282197825e+01
7.96337             	body29	2.758640368632e+00	7.620678123231e+01	3.896477436572e+01
7.96337             	body30	1.141240378866e+01	4.685078105878e+01	2.827218496320e+01
7.96337             	body31	1.754783935127e+00	9.107563119541e+01	2.421476279585e+01
7.96337             	body32	1.634212612579e+00	7.219466775003e+01	2.318907558870e+01
7.96337             	body33	1.711951812704e+00	7.705710825288e+01	3.782814579558e+01
7.96337             	body34	1.249786393383e+01	4.742900915493e+01	3.027534585522e+01
7.96337             	body35	1.256080732242e+01	5.649565471322e+01	4.417260514853e+01
8.96337             	zmax	3.472067168820e-02	4.393992254436e+00	2.043777215889e+00
8.96337             	zmin	1.006205462986e-01	6.336999357515e+00	3.681719807831e+00
8.96337             	body0	9.097071524130e+00	5.467611428199e+01	4.224543669956e+01
8.96337             	body1	9.539943911431e+00	5.464525613025e+01	4.169135113450e+01
8.96337             	body2	6.130512754988e+00	3.493700233847e+01	2.444087712538e+01
8.96337             	body3	5.930111646763e+00	3.990065585994e+01	2.580305874544e+01
8.96337             	body4	5.843705909804e+00	2.786149735643e+01	1.815973647301e+01
8.96337             	body5	5.950457184854e+00	3.534905403964e+01	2.126459658273e+01
8.96337             	body6	3.735815277761e-01	2.088259560723e+01	8.555080619242e+00
8.96337             	body7	7.693824144664e-01	2.408375799641e+01	9.109971947436e+00
8.96337             	body8	7.501359386687e-01	8.867945595173e+01	3.500762012018e+01
8.96337             	body9	4.050643663531e-01	9.118891023245e+01	3.543895727280e+01
8.96337             	body10	1.309347368460e+01	8.980716909932e+01	5.820934295399e+01
8.96337             	body11	1.547509057151e+00	4.409334434011e+01	1.565732425829e+01
8.96337             	body12	3.623688484524e+00	3.948566546080e+01	1.849184610238e+01
8.96337             	body13	4.699425666118e+00	3.092122288880e+01	1.879304058360e+01
