# y+ ()             
# Time              	patch               	min                 	max                 	average             
7.65                	YMAX	7.984634032513e-01	1.342379728411e+03	2.315118808833e+02
7.65                	ZMIN	3.601916507349e-01	4.364040963972e+01	4.543236757056e+00
7.65                	bc_aft	5.678826267454e-02	8.503870959154e+01	1.158542611635e+01
7.65                	bc_bow	2.564131436588e-01	2.693992655841e+01	1.402482173615e+01
7.65                	bc_deck	3.432078315066e-01	6.000792904128e+00	2.975451531947e+00
7.65                	bc_duct	3.677339029757e-01	1.020742433407e+02	1.395282279775e+01
7.65                	bc_headbox	6.230439251441e-01	2.841411724318e+01	6.297773964904e+00
7.65                	bc_hull	4.662494493307e-02	1.918844552268e+01	9.427528966794e+00
7.65                	bc_hull_coarse	6.952714106384e-01	4.681331097467e+00	1.876557588860e+00
7.65                	bc_rudder	1.800164454280e-01	7.016962731312e+01	1.782123134370e+01
7.65                	bc_shaft	6.069627962646e-01	1.380397947193e+01	5.642828001376e+00
7.65                	bc_skeg	1.038811086551e+00	3.605190218264e+01	6.177459007076e+00
7.65                	bc_transom	1.343994231347e-01	1.856601826934e+01	1.251060293915e+00
7.65                	bc_wake	3.082688290150e-01	4.631133986364e+01	1.226411221138e+01
9.18                	YMAX	6.288470202305e-01	1.346052812862e+03	2.228144268661e+02
9.18                	ZMIN	2.794160568920e-01	4.765680920055e+01	5.434406906798e+00
9.18                	bc_aft	9.510549934943e-02	9.931127747277e+01	1.313393446955e+01
9.18                	bc_bow	4.347972411321e-01	2.990755798991e+01	1.602595940787e+01
9.18                	bc_deck	3.541866692480e-01	6.493920617049e+00	3.155894024659e+00
9.18                	bc_duct	5.457162259855e-01	7.631625239356e+01	1.519081223045e+01
9.18                	bc_headbox	8.103833916408e-01	3.052028164273e+01	7.858468763526e+00
9.18                	bc_hull	6.073486208344e-02	2.242023915109e+01	1.060569647790e+01
9.18                	bc_hull_coarse	7.888148153285e-01	5.124712481780e+00	2.021416913412e+00
9.18                	bc_rudder	2.442515667893e-01	6.952515486764e+01	1.905179209871e+01
9.18                	bc_shaft	6.510939368259e-01	1.540463593843e+01	6.621247865687e+00
9.18                	bc_skeg	1.459919266575e+00	3.725688998987e+01	6.830932985204e+00
9.18                	bc_transom	1.481312489232e-01	1.129555687041e+01	1.374261609175e+00
9.18                	bc_wake	2.021525742297e-01	5.411451349093e+01	1.371616223889e+01
10.71               	YMAX	4.939803796286e-01	1.351358321419e+03	2.150689728533e+02
10.71               	ZMIN	2.261213978191e-01	4.946199210882e+01	6.117000758411e+00
10.71               	bc_aft	1.106356495483e-01	1.200030964123e+02	1.447845060396e+01
10.71               	bc_bow	5.470540611544e-01	3.364194496239e+01	1.786224091919e+01
10.71               	bc_deck	3.697415416965e-01	7.244690396356e+00	3.325244367247e+00
10.71               	bc_duct	2.987414282128e-01	1.278680895744e+02	1.658735015035e+01
10.71               	bc_headbox	7.682083566769e-01	5.105497998986e+01	8.482257052534e+00
10.71               	bc_hull	5.323479231505e-02	2.548034457131e+01	1.165013954017e+01
10.71               	bc_hull_coarse	9.272366026889e-01	5.559832609037e+00	2.139155131301e+00
10.71               	bc_rudder	2.973157742629e-01	6.477570149341e+01	2.058194076150e+01
10.71               	bc_shaft	3.792114599193e-01	1.813783126185e+01	7.223010915784e+00
10.71               	bc_skeg	1.334141206694e+00	3.945638571772e+01	9.105815222488e+00
10.71               	bc_transom	1.994024036266e-01	1.829965097761e+01	1.596923953872e+00
10.71               	bc_wake	3.212961823529e-01	6.226484282615e+01	1.504877195724e+01
12.24               	YMAX	3.879813130885e-01	1.356811353148e+03	2.081833408103e+02
12.24               	ZMIN	1.885234270685e-01	3.204618544161e+01	6.790445259388e+00
12.24               	bc_aft	1.122433073165e-01	1.435708868224e+02	1.585779453629e+01
12.24               	bc_bow	6.706106076896e-01	3.655274522284e+01	1.953863937922e+01
12.24               	bc_deck	3.701317100842e-01	7.937924901641e+00	3.487731292495e+00
12.24               	bc_duct	4.120495839350e-01	8.104850292588e+01	1.794435933967e+01
12.24               	bc_headbox	1.003706488738e+00	3.592943562643e+01	8.454924018256e+00
12.24               	bc_hull	5.586325295655e-02	2.735980806581e+01	1.263839018763e+01
12.24               	bc_hull_coarse	9.643101580044e-01	5.988526972081e+00	2.234705842544e+00
12.24               	bc_rudder	3.271011849039e-01	7.225587632608e+01	2.074000083961e+01
12.24               	bc_shaft	7.945298976675e-01	2.018151441672e+01	8.182976553695e+00
12.24               	bc_skeg	2.366902681354e+00	5.085265061456e+01	1.027493459800e+01
12.24               	bc_transom	1.622136522345e-01	4.048683945099e+01	2.450732917799e+00
12.24               	bc_wake	3.320966487787e-01	6.943062639794e+01	1.628188565568e+01
13.77               	YMAX	3.055379204047e-01	1.361694559116e+03	2.021705602992e+02
13.77               	ZMIN	1.607430442289e-01	3.603240703022e+01	7.490745283957e+00
13.77               	bc_aft	7.809846151649e-02	1.676432353817e+02	1.732356914378e+01
13.77               	bc_bow	6.643163182896e-01	3.970099882340e+01	2.113776936355e+01
13.77               	bc_deck	3.778600057591e-01	8.591041020141e+00	3.651471932761e+00
13.77               	bc_duct	7.211466675611e-01	1.251560130184e+02	1.900415740011e+01
13.77               	bc_headbox	7.662365901353e-01	4.409864720524e+01	9.417174417462e+00
13.77               	bc_hull	8.184251158178e-02	3.000819449845e+01	1.359157324438e+01
13.77               	bc_hull_coarse	1.003870574756e+00	6.396414104992e+00	2.287898091764e+00
13.77               	bc_rudder	3.743453683399e-01	7.365658959206e+01	2.100227208525e+01
13.77               	bc_shaft	7.097204920130e-01	2.076890094988e+01	8.553980634654e+00
13.77               	bc_skeg	2.174112729963e+00	5.319894882545e+01	1.065828919265e+01
13.77               	bc_transom	1.838228426639e-01	3.724999964866e+01	2.882382370339e+00
13.77               	bc_wake	2.942129326344e-01	7.677704244705e+01	1.739658406314e+01
15.3                	YMAX	2.420165606676e-01	1.365784444458e+03	1.970677621292e+02
15.3                	ZMIN	1.394959976431e-01	3.474478509921e+01	8.278539737145e+00
15.3                	bc_aft	1.127899217434e-01	1.668280881113e+02	1.880202434230e+01
15.3                	bc_bow	6.697536967275e-01	4.215605377852e+01	2.265205854673e+01
15.3                	bc_deck	3.881660587511e-01	9.225918903051e+00	3.821976124167e+00
15.3                	bc_duct	6.446316828713e-01	1.355886938409e+02	2.063063900074e+01
15.3                	bc_headbox	9.497609611832e-01	4.226026564180e+01	1.003971613546e+01
15.3                	bc_hull	1.014835237884e-01	3.152801430827e+01	1.451482562771e+01
15.3                	bc_hull_coarse	1.057270593515e+00	6.760186087171e+00	2.335222526741e+00
15.3                	bc_rudder	4.794026410238e-01	1.523336275420e+02	2.280519930993e+01
15.3                	bc_shaft	1.378057763440e+00	2.296454715170e+01	8.924792080300e+00
15.3                	bc_skeg	2.174546835778e+00	4.643559788559e+01	1.115313718412e+01
15.3                	bc_transom	2.998438274058e-01	6.021787370285e+01	3.341678169232e+00
15.3                	bc_wake	1.770720916966e-01	8.194334914311e+01	1.850140662600e+01
16.83               	YMAX	1.935302614249e-01	1.369142875386e+03	1.928698397552e+02
16.83               	ZMIN	1.343235171770e-01	5.624039062439e+01	9.911783616399e+00
16.83               	bc_aft	2.395528385053e-01	1.960810053834e+02	1.969147700766e+01
16.83               	bc_bow	8.120142482861e-01	4.355345579005e+01	2.408394691962e+01
16.83               	bc_deck	3.843923912227e-01	9.851348154809e+00	3.994241849995e+00
16.83               	bc_duct	7.650643736700e-01	1.802135938017e+02	2.189802185842e+01
16.83               	bc_headbox	9.145848177396e-01	1.135999624480e+02	1.200013765873e+01
16.83               	bc_hull	9.794835395833e-02	3.525086555499e+01	1.541130856984e+01
16.83               	bc_hull_coarse	1.058611708503e+00	6.944788781199e+00	2.375115849083e+00
16.83               	bc_rudder	3.510871487990e-01	7.982954927803e+01	2.261941360160e+01
16.83               	bc_shaft	9.672022923694e-01	2.346380534713e+01	8.808346380785e+00
16.83               	bc_skeg	2.968929482194e+00	4.560416554674e+01	1.213591172319e+01
16.83               	bc_transom	2.149470843446e-01	5.787837928324e+01	3.515325900222e+00
16.83               	bc_wake	1.931725206044e-01	8.557438016841e+01	1.956498913529e+01
18.36               	YMAX	1.568829562092e-01	1.371769359148e+03	1.895243701242e+02
18.36               	ZMIN	1.512680439192e-01	6.091801474039e+01	1.092277230390e+01
18.36               	bc_aft	1.717366167211e-01	1.904545884320e+02	2.043610535144e+01
18.36               	bc_bow	5.211296669024e-01	4.379410965527e+01	2.552466894662e+01
18.36               	bc_deck	4.163756904728e-01	1.038165952776e+01	4.164930771288e+00
18.36               	bc_duct	8.018920277517e-01	1.040914741566e+02	2.279005229311e+01
18.36               	bc_headbox	7.130168405328e-01	9.198028053387e+01	1.403235534761e+01
18.36               	bc_hull	1.149898303067e-01	3.494168838773e+01	1.630545967262e+01
18.36               	bc_hull_coarse	1.123626433446e+00	7.202540390126e+00	2.414279016069e+00
18.36               	bc_rudder	3.872470483688e-01	8.774496742791e+01	2.345910143935e+01
18.36               	bc_shaft	5.773866011309e-01	2.541471195003e+01	8.965158638832e+00
18.36               	bc_skeg	1.813235460740e+00	5.661131445402e+01	1.465267889642e+01
18.36               	bc_transom	1.827841092293e-01	5.858542589574e+01	3.795240607085e+00
18.36               	bc_wake	1.498168526660e-01	8.791048388745e+01	2.053732250880e+01
19.89               	YMAX	1.293433359973e-01	1.373800005830e+03	1.870275716548e+02
19.89               	ZMIN	1.251087784598e-01	5.923983232598e+01	1.172176329024e+01
19.89               	bc_aft	1.690687435664e-01	2.002313220646e+02	2.147487414696e+01
19.89               	bc_bow	5.481884357492e-01	4.536739994111e+01	2.693260394951e+01
19.89               	bc_deck	5.569029867251e-01	1.080513828254e+01	4.333084401188e+00
19.89               	bc_duct	9.643282691476e-01	1.148755852697e+02	2.447568284472e+01
19.89               	bc_headbox	8.947507909607e-01	4.571626920001e+01	1.262160199152e+01
19.89               	bc_hull	7.860101089392e-02	3.595335985460e+01	1.717648135643e+01
19.89               	bc_hull_coarse	1.197768487563e+00	7.508567282853e+00	2.452672487479e+00
19.89               	bc_rudder	2.976295994850e-01	1.058637549890e+02	2.500166201385e+01
19.89               	bc_shaft	3.851747862628e-01	3.023255534865e+01	9.429956729127e+00
19.89               	bc_skeg	4.163622339892e+00	7.478483804791e+01	2.121210782110e+01
19.89               	bc_transom	2.396056499106e-01	5.508970520647e+01	4.368521781887e+00
19.89               	bc_wake	2.643857234096e-01	9.329533880092e+01	2.169848489432e+01
21.42               	YMAX	1.094881573178e-01	1.375432882622e+03	1.853375139468e+02
21.42               	ZMIN	1.067650703095e-01	5.579662582408e+01	1.244956905582e+01
21.42               	bc_aft	1.063783716312e-01	2.033887759710e+02	2.241459429411e+01
21.42               	bc_bow	2.981525427893e-01	4.632379528918e+01	2.821047669638e+01
21.42               	bc_deck	5.983743350258e-01	1.122822339260e+01	4.503371074308e+00
21.42               	bc_duct	6.160587088465e-01	1.250746434445e+02	2.531846613590e+01
21.42               	bc_headbox	9.630592187543e-01	4.662729579650e+01	1.203743476865e+01
21.42               	bc_hull	5.380462254290e-02	3.723864335966e+01	1.797646291176e+01
21.42               	bc_hull_coarse	1.359785396263e+00	7.695766692554e+00	2.515457852890e+00
21.42               	bc_rudder	3.964787398331e-01	1.357813373167e+02	2.589304558421e+01
21.42               	bc_shaft	1.156420178115e+00	3.378761818243e+01	1.058704655233e+01
21.42               	bc_skeg	3.074863697559e+00	5.851867138077e+01	1.809957407389e+01
21.42               	bc_transom	2.768134153636e-01	4.482841881389e+01	4.145071089317e+00
21.42               	bc_wake	3.475033661278e-01	1.035586602097e+02	2.251179624085e+01
22.95               	YMAX	1.038062332008e-01	1.376740554329e+03	1.843568240472e+02
22.95               	ZMIN	1.034358792992e-01	7.670100732599e+01	1.322295879358e+01
22.95               	bc_aft	1.776020856025e-01	2.270875343636e+02	2.325600101167e+01
22.95               	bc_bow	1.748989464949e-01	4.850514723808e+01	2.937919461543e+01
22.95               	bc_deck	6.528466777430e-01	1.167686214911e+01	4.683837956242e+00
22.95               	bc_duct	6.812953308254e-01	1.519568946562e+02	2.601930370948e+01
22.95               	bc_headbox	7.787934829798e-01	4.970955623761e+01	1.059249372460e+01
22.95               	bc_hull	1.017215353646e-01	3.885281744290e+01	1.870779135587e+01
22.95               	bc_hull_coarse	1.360093596873e+00	8.004986733395e+00	2.571980540418e+00
22.95               	bc_rudder	3.782172375539e-01	8.955898144992e+01	2.612718384355e+01
22.95               	bc_shaft	1.484537173552e+00	3.479947431120e+01	1.109493256977e+01
22.95               	bc_skeg	3.250288308341e+00	7.466637350019e+01	1.971820272912e+01
22.95               	bc_transom	2.031086598900e-01	5.593901424212e+01	5.277603279799e+00
22.95               	bc_wake	5.430302607824e-01	1.111797726035e+02	2.339568897649e+01
24.48               	YMAX	1.043674657793e-01	1.377768439394e+03	1.839448105869e+02
24.48               	ZMIN	1.030723737152e-01	5.597006436120e+01	1.388778441097e+01
24.48               	bc_aft	2.188086694753e-01	2.271644223547e+02	2.411454002647e+01
24.48               	bc_bow	8.971412748562e-02	5.052636390790e+01	3.046759426800e+01
24.48               	bc_deck	4.821698036278e-01	1.205557121923e+01	4.848178776875e+00
24.48               	bc_duct	7.580600061039e-01	1.286622033369e+02	2.624440760725e+01
24.48               	bc_headbox	7.336708791209e-01	8.404285630142e+01	1.255803120087e+01
24.48               	bc_hull	2.735698502005e-02	4.006906045431e+01	1.939534350623e+01
24.48               	bc_hull_coarse	1.373819141199e+00	8.335918566704e+00	2.598317241284e+00
24.48               	bc_rudder	4.699049347324e-01	1.090976943682e+02	2.703590437176e+01
24.48               	bc_shaft	1.577134462450e+00	4.733507362201e+01	1.235491423580e+01
24.48               	bc_skeg	3.424730073197e+00	6.134027242438e+01	2.176605056373e+01
24.48               	bc_transom	4.148598827514e-01	9.063913194335e+01	7.387214035681e+00
24.48               	bc_wake	6.698706799381e-01	1.143728597298e+02	2.410735373907e+01
26.01               	YMAX	1.057804772782e-01	1.378582714946e+03	1.840767366692e+02
26.01               	ZMIN	1.108395743971e-01	6.922459071216e+01	1.470248289746e+01
26.01               	bc_aft	1.428190060494e-01	2.385742785829e+02	2.463011029507e+01
26.01               	bc_bow	1.787868037297e-01	5.235160132764e+01	3.141001155198e+01
26.01               	bc_deck	6.896387979915e-01	1.253232333403e+01	4.999971398495e+00
26.01               	bc_duct	7.643715693085e-01	1.530163372504e+02	2.767315303773e+01
26.01               	bc_headbox	1.066330685443e-01	5.041378602735e+01	1.264441526207e+01
26.01               	bc_hull	3.556249875086e-02	4.195237256800e+01	2.006151326145e+01
26.01               	bc_hull_coarse	1.476341998946e+00	8.542737215257e+00	2.630846908801e+00
26.01               	bc_rudder	4.591769983564e-01	1.475437347464e+02	2.894889859005e+01
26.01               	bc_shaft	1.971454137403e+00	5.551421548393e+01	1.371135557215e+01
26.01               	bc_skeg	2.729337051375e+00	6.310615072818e+01	2.551525544352e+01
26.01               	bc_transom	4.604114083463e-01	8.934216064491e+01	7.785943658018e+00
26.01               	bc_wake	9.544678208411e-01	1.190276767768e+02	2.510200560697e+01
27.54               	YMAX	1.325669466125e-01	1.379259835067e+03	1.848587487686e+02
27.54               	ZMIN	1.333474277687e-01	1.068456401209e+02	1.554096060152e+01
27.54               	bc_aft	2.635599823408e-01	2.182962711941e+02	2.495099103697e+01
27.54               	bc_bow	1.497965056858e-01	5.398406727888e+01	3.225862664788e+01
27.54               	bc_deck	6.550505743559e-01	1.297545192281e+01	5.169348709464e+00
27.54               	bc_duct	6.432109288761e-01	1.130231446313e+02	2.828103555950e+01
27.54               	bc_headbox	7.420166651997e-01	5.946974153070e+01	1.429320457983e+01
27.54               	bc_hull	4.169489710292e-02	4.355752915687e+01	2.067764124068e+01
27.54               	bc_hull_coarse	1.533136099454e+00	8.711184975313e+00	2.660284989654e+00
27.54               	bc_rudder	1.870287643844e-01	2.174910750936e+02	2.865870480444e+01
27.54               	bc_shaft	1.520523835534e+00	5.590156670263e+01	1.411099761696e+01
27.54               	bc_skeg	3.792561335963e+00	8.212049275749e+01	3.080138819117e+01
27.54               	bc_transom	5.442147178956e-01	1.172269411232e+02	1.028463116642e+01
27.54               	bc_wake	7.984387654422e-01	1.218959964036e+02	2.603459263045e+01
29.07               	YMAX	1.862497759284e-01	1.379819054557e+03	1.863101211595e+02
29.07               	ZMIN	1.372099436199e-01	1.468075723504e+02	1.640407206497e+01
29.07               	bc_aft	3.502354962576e-01	2.335128034483e+02	2.532715633761e+01
29.07               	bc_bow	8.260194494589e-02	5.545480744976e+01	3.294111629153e+01
29.07               	bc_deck	7.202714447465e-01	1.332184201118e+01	5.338207683167e+00
29.07               	bc_duct	1.166436754421e+00	1.556332374560e+02	2.761794155605e+01
29.07               	bc_headbox	6.736231097027e-01	6.086041659822e+01	1.398741220296e+01
29.07               	bc_hull	5.427344675044e-02	4.410565582908e+01	2.121106350760e+01
29.07               	bc_hull_coarse	1.501717199185e+00	8.869027361607e+00	2.698375807847e+00
29.07               	bc_rudder	5.442832223199e-01	1.202850821452e+02	2.841247836916e+01
29.07               	bc_shaft	2.017141272696e+00	7.011607080195e+01	1.496785435543e+01
29.07               	bc_skeg	5.555982053616e+00	9.126939865634e+01	3.058092573286e+01
29.07               	bc_transom	7.507461644819e-01	9.367833281009e+01	1.292129754019e+01
29.07               	bc_wake	8.081543956718e-01	1.254280070776e+02	2.657065820164e+01
30.6                	YMAX	2.339725364676e-01	1.380243831175e+03	1.882331765264e+02
30.6                	ZMIN	1.283348699540e-01	1.232857971812e+02	1.711611335579e+01
30.6                	bc_aft	2.328155692257e-01	1.932237265571e+02	2.550303353606e+01
30.6                	bc_bow	1.645697756225e-01	5.668389032116e+01	3.354588518387e+01
30.6                	bc_deck	7.296492681468e-01	1.359844643660e+01	5.505924623171e+00
30.6                	bc_duct	1.384819418776e+00	2.307164659917e+02	2.847276009648e+01
30.6                	bc_headbox	1.115893576304e+00	6.501749721133e+01	1.460257968527e+01
30.6                	bc_hull	1.213168340086e-01	4.427956947907e+01	2.166609946394e+01
30.6                	bc_hull_coarse	1.518166996531e+00	8.985610589146e+00	2.840898092390e+00
30.6                	bc_rudder	7.035951475612e-01	1.341808654605e+02	3.108575414705e+01
30.6                	bc_shaft	2.650480021202e+00	5.289321629909e+01	1.479730008207e+01
30.6                	bc_skeg	4.326128086841e+00	6.323519320342e+01	2.733528074743e+01
30.6                	bc_transom	6.353525898799e-01	1.429720517871e+02	1.053929310708e+01
30.6                	bc_wake	7.175904162406e-01	1.338199260051e+02	2.730572584054e+01
32.13               	YMAX	2.663937695554e-01	1.380535582876e+03	1.905639928582e+02
32.13               	ZMIN	1.270901365222e-01	1.301776664464e+02	1.761467696423e+01
32.13               	bc_aft	1.660329419252e-01	2.200059866030e+02	2.570190454820e+01
32.13               	bc_bow	9.249957565011e-02	5.770894646273e+01	3.402597828965e+01
32.13               	bc_deck	7.377559900006e-01	1.383815946291e+01	5.652260326373e+00
32.13               	bc_duct	1.634135388820e+00	1.413650090890e+02	2.876243922721e+01
32.13               	bc_headbox	1.028741783350e+00	6.490073984239e+01	1.459244450080e+01
32.13               	bc_hull	8.042218646784e-02	4.481306143457e+01	2.202953520890e+01
32.13               	bc_hull_coarse	1.654342956899e+00	9.072960009169e+00	2.931798800795e+00
32.13               	bc_rudder	3.692519697641e-01	1.583690748000e+02	3.159449365200e+01
32.13               	bc_shaft	1.816189958747e+00	8.099753493462e+01	1.393012073772e+01
32.13               	bc_skeg	2.425360376294e+00	8.920147258335e+01	2.883881763397e+01
32.13               	bc_transom	8.471541450253e-01	1.195755682814e+02	1.804254333409e+01
32.13               	bc_wake	5.342023076691e-01	1.380517647927e+02	2.775703944206e+01
33.66               	YMAX	2.836826901502e-01	1.380724279413e+03	1.934202448176e+02
33.66               	ZMIN	1.386604939218e-01	1.368733633097e+02	1.822512431225e+01
33.66               	bc_aft	2.979681068110e-01	2.043755749439e+02	2.605718664400e+01
33.66               	bc_bow	7.622832756929e-02	5.848434524963e+01	3.440983470142e+01
33.66               	bc_deck	7.459651882513e-01	1.405580109405e+01	5.789590822370e+00
33.66               	bc_duct	6.958479138126e-01	1.813218436339e+02	2.856242379120e+01
33.66               	bc_headbox	1.034703778612e+00	6.700725523247e+01	1.504975223520e+01
33.66               	bc_hull	8.935774989307e-02	4.536212813920e+01	2.232837856444e+01
33.66               	bc_hull_coarse	1.602379441594e+00	9.164324783462e+00	3.018311850023e+00
33.66               	bc_rudder	6.343900087962e-01	1.518110602550e+02	3.079029876670e+01
33.66               	bc_shaft	2.285466955253e+00	7.713615590946e+01	1.528306654508e+01
33.66               	bc_skeg	5.009320487180e+00	8.957541576995e+01	3.323850172284e+01
33.66               	bc_transom	8.127433547147e-01	1.102946940765e+02	1.370756209500e+01
33.66               	bc_wake	3.828414006947e-01	1.561131699727e+02	2.789406818453e+01
35.19               	YMAX	2.930454895932e-01	1.380835543618e+03	1.967787355465e+02
35.19               	ZMIN	1.400049361111e-01	1.559706561325e+02	1.866522203415e+01
35.19               	bc_aft	2.670172256423e-01	2.091634845053e+02	2.594093800552e+01
35.19               	bc_bow	1.067511031224e-01	6.003155739926e+01	3.472897641884e+01
35.19               	bc_deck	7.423606706270e-01	1.434690732382e+01	5.878345710004e+00
35.19               	bc_duct	1.045785497685e+00	2.128299536927e+02	2.851945015075e+01
35.19               	bc_headbox	4.282388297150e-01	6.108296680689e+01	1.329007921948e+01
35.19               	bc_hull	8.690512409956e-02	4.594685425844e+01	2.255228989266e+01
35.19               	bc_hull_coarse	1.488783714272e+00	9.183190751927e+00	3.044821961653e+00
35.19               	bc_rudder	6.261774530376e-01	2.356681851282e+02	3.323310085651e+01
35.19               	bc_shaft	2.896292434082e+00	5.721543920610e+01	1.583683566438e+01
35.19               	bc_skeg	7.692842273032e-01	6.568537317932e+01	2.883578971034e+01
35.19               	bc_transom	6.321020649959e-01	1.836199531181e+02	1.234800752312e+01
35.19               	bc_wake	8.307932174408e-01	1.391963308149e+02	2.788237867267e+01
