# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-3.727604196460e-03 1.304718601074e-06 -1.074689537691e-06)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (2.645569892133e-07 1.679013410554e-03 1.118790646508e-03))
0.00667             	((1.342239119363e-03 8.108393644910e-01 2.532628402373e+00) (-4.633821610760e-03 -4.699634886685e-04 8.132635020005e-04)) ((1.123168252762e+00 1.372943463486e+00 -4.013201587459e-01) (3.294851303156e-05 2.514184227805e-03 1.642388384447e-03))
0.01334             	((-7.262021427350e-04 -6.634137739917e-01 -1.635980157185e+00) (-3.616564422971e-03 -3.334915158694e-04 7.187992019766e-04)) ((-7.889194018691e-01 -8.850024140777e-01 3.247076594297e-01) (6.632216688507e-05 2.003243125089e-03 1.263455623178e-03))
0.02001             	((1.709042647632e-04 -1.277233751372e-01 -6.691298468734e-02) (-3.354044841118e-03 -3.274414182626e-04 9.201972710611e-04)) ((-7.790931414779e-02 -3.359837478089e-02 6.012252241921e-02) (1.296868267029e-04 1.989695875031e-03 1.180767463418e-03))
0.02668             	((1.191275695262e-04 -9.558495674471e-02 -5.265226076225e-02) (-3.455755569055e-03 -3.336803860417e-04 1.165415039038e-03)) ((-5.910536679341e-02 -2.679301198941e-02 4.508371712331e-02) (2.006221944724e-04 2.164804814267e-03 1.214032754792e-03))
0.03335             	((-2.315792421059e-04 -1.652245294616e-01 -2.488797107303e-01) (-3.371398019168e-03 -3.036887810470e-04 1.335729457180e-03)) ((-1.494274122489e-01 -1.342267279324e-01 7.997783468799e-02) (2.653647570194e-04 2.217437206273e-03 1.172010498478e-03))
0.04002             	((-4.518324891940e-05 -1.135480190053e-01 -1.060487184631e-01) (-3.329411134777e-03 -2.879635816988e-04 1.528118356260e-03)) ((-8.338944594338e-02 -5.646457055768e-02 5.439003322324e-02) (3.302636724324e-04 2.302258376774e-03 1.150398693593e-03))
0.04669             	((-9.090193640821e-05 -1.060727031125e-01 -9.606037400595e-02) (-3.306754194133e-03 -2.776813246373e-04 1.723320474826e-03)) ((-7.711733149614e-02 -5.137598758795e-02 5.092284690870e-02) (3.935128481948e-04 2.398693617207e-03 1.137500574640e-03))
0.05336             	((-8.891110208349e-05 -9.405342035369e-02 -7.561903488054e-02) (-3.274899736136e-03 -2.695930337338e-04 1.909305317234e-03)) ((-6.564304246318e-02 -4.053280292701e-02 4.516559991452e-02) (4.529549877593e-04 2.487530738571e-03 1.123060238160e-03))
0.06003             	((4.977178795142e-05 -7.545639423137e-02 -3.579816718574e-02) (-3.251175247019e-03 -2.678042172966e-04 2.091812566599e-03)) ((-4.533752328475e-02 -1.892877711105e-02 3.599563531768e-02) (5.084368478401e-04 2.579679645845e-03 1.114538458983e-03))
0.0667              	((1.952377720400e-04 -6.138926494995e-02 -8.668684975164e-03) (-3.232355240250e-03 -2.717022724923e-04 2.267051943746e-03)) ((-3.086369152012e-02 -4.236050854200e-03 2.904937348577e-02) (5.590711967991e-04 2.671639704636e-03 1.110632816947e-03))
0.07337             	((4.753117593300e-04 -4.227924706287e-02 2.697052532719e-02) (-3.214380516227e-03 -2.805720382206e-04 2.426843586659e-03)) ((-1.146344920460e-02 1.519412169487e-02 1.950179399523e-02) (6.026841715786e-04 2.757237463454e-03 1.109745717774e-03))
0.08337             	((1.082505109598e-03 -1.484944955685e-02 7.897179102721e-02) (-3.205930799766e-03 -2.956860845485e-04 2.643555983122e-03)) ((1.676506701798e-02 4.377146293079e-02 5.603639017962e-03) (6.601467462772e-04 2.885184423737e-03 1.115339012768e-03))
0.09337             	((1.947330520856e-03 1.400019349480e-02 1.290194392444e-01) (-3.179362630682e-03 -3.097214620383e-04 2.808341180869e-03)) ((4.527927631352e-02 7.140809902184e-02 -9.236128233249e-03) (7.022397104539e-04 2.979451580846e-03 1.114891218989e-03))
0.10337             	((3.125664832402e-03 4.257452207362e-02 1.791886654080e-01) (-3.144149504685e-03 -3.229543654220e-04 2.921748335490e-03)) ((7.393971045857e-02 9.935744946779e-02 -2.420941837406e-02) (7.289639193842e-04 3.044966061940e-03 1.111640683974e-03))
0.11337             	((4.584050571092e-03 6.938932096737e-02 2.255419012738e-01) (-3.102954556936e-03 -3.341608960019e-04 2.989375700850e-03)) ((1.008892442498e-01 1.254097789244e-01 -3.855656780097e-02) (7.425953893844e-04 3.085413855492e-03 1.105891275339e-03))
0.12337             	((6.441392971668e-03 9.819495085381e-02 2.736208092065e-01) (-3.058713312078e-03 -3.401002687490e-04 3.005105254231e-03)) ((1.296115637601e-01 1.526143004746e-01 -5.422466687207e-02) (7.428833540571e-04 3.097998025523e-03 1.096609441271e-03))
0.13337             	((8.593741398889e-03 1.249439021637e-01 3.173754883309e-01) (-3.015900513449e-03 -3.423525490042e-04 2.977811706076e-03)) ((1.563711595560e-01 1.775919356505e-01 -6.912341628922e-02) (7.318023397129e-04 3.089051589394e-03 1.085853133578e-03))
