# y+ ()             
# Time              	patch               	min                 	max                 	average             
3.15                	ZMIN	4.524440950737e+03	5.122940023098e+03	4.547303585437e+03
3.15                	bc_deck	7.829155173644e-01	1.239435855265e+01	3.669192759149e+00
3.15                	bc_hull	1.228489866891e-01	1.981025409129e+02	1.089030150708e+02
3.15                	bc_transom	1.038470144893e+00	2.464795854591e+02	9.906401115858e+00
3.6                 	ZMIN	4.410258525337e+03	5.162118348253e+03	4.442949277921e+03
3.6                 	bc_deck	8.294701758746e-01	1.324273010869e+01	3.853010507586e+00
3.6                 	bc_hull	1.309738287241e-01	2.239906765457e+02	1.191020262605e+02
3.6                 	bc_transom	8.471608752640e-01	2.815669484929e+02	1.016107518691e+01
4.05                	ZMIN	4.301620438671e+03	5.200599610736e+03	4.346441035894e+03
4.05                	bc_deck	8.812228664590e-01	1.406140133721e+01	4.037422084468e+00
4.05                	bc_hull	1.468456221628e-01	2.472184585399e+02	1.292376009972e+02
4.05                	bc_transom	1.217451350762e+00	3.193919628590e+02	1.038341115990e+01
4.5                 	ZMIN	4.198176200463e+03	5.234999723551e+03	4.257702912563e+03
4.5                 	bc_deck	9.304581664825e-01	1.490791502460e+01	4.224189077113e+00
4.5                 	bc_hull	1.555757752207e-01	2.702778495687e+02	1.397087755896e+02
4.5                 	bc_transom	1.278622816206e+00	3.475599738809e+02	1.088679763437e+01
4.95                	ZMIN	4.099665710730e+03	5.264171676070e+03	4.176742513729e+03
4.95                	bc_deck	9.763985515846e-01	1.637630635010e+01	4.418909378968e+00
4.95                	bc_hull	1.956541674486e-01	2.905138973452e+02	1.503343231942e+02
4.95                	bc_transom	1.025031928184e+00	3.737662947249e+02	1.193724987940e+01
5.4                 	ZMIN	4.004970119259e+03	5.288260414635e+03	4.103654237957e+03
5.4                 	bc_deck	1.019662723132e+00	1.772885644665e+01	4.621482952068e+00
5.4                 	bc_hull	2.389373948782e-01	3.096783025023e+02	1.609701699918e+02
5.4                 	bc_transom	1.531500361999e+00	3.900706900047e+02	1.257848658459e+01
5.85                	ZMIN	3.914938572596e+03	5.307999594949e+03	4.038735492723e+03
5.85                	bc_deck	1.086030556292e+00	1.900121606304e+01	4.834337553292e+00
5.85                	bc_hull	2.757666896764e-01	3.279725773223e+02	1.715149925950e+02
5.85                	bc_transom	1.568758890628e+00	4.021002247564e+02	1.292528447017e+01
6.3                 	ZMIN	3.829618695169e+03	5.324252581596e+03	3.982362470932e+03
6.3                 	bc_deck	1.148596946556e+00	2.011413652972e+01	5.062892186268e+00
6.3                 	bc_hull	3.026048104887e-01	3.464301374520e+02	1.820943365266e+02
6.3                 	bc_transom	1.775414807108e+00	4.141146800883e+02	1.339977266879e+01
6.75                	ZMIN	3.749182088871e+03	5.337792601691e+03	3.934986835982e+03
6.75                	bc_deck	1.166038698359e+00	2.119724758979e+01	5.306958233756e+00
6.75                	bc_hull	3.102124489558e-01	3.640445892214e+02	1.926746701150e+02
6.75                	bc_transom	1.776145047974e+00	4.268394786992e+02	1.388912719721e+01
7.2                 	ZMIN	3.672086184114e+03	5.349234611577e+03	3.897037932323e+03
7.2                 	bc_deck	1.135350445294e+00	2.223799952399e+01	5.562794785961e+00
7.2                 	bc_hull	3.222261391672e-01	3.823156543747e+02	2.032619039306e+02
7.2                 	bc_transom	1.723771807190e+00	4.430050999216e+02	1.451298534283e+01
7.65                	ZMIN	3.597772065467e+03	5.359040260423e+03	3.868808765978e+03
7.65                	bc_deck	1.180893681251e+00	2.303939395499e+01	5.828466466025e+00
7.65                	bc_hull	3.354542545283e-01	4.014922495185e+02	2.138357241612e+02
7.65                	bc_transom	1.598266148037e+00	4.603708949697e+02	1.504847642635e+01
8.1                 	ZMIN	3.526442102149e+03	5.367548566034e+03	3.850365078137e+03
8.1                 	bc_deck	1.123555050964e+00	2.370004831278e+01	6.098174702595e+00
8.1                 	bc_hull	3.485589995412e-01	4.204549321311e+02	2.244739767121e+02
8.1                 	bc_transom	1.539561894330e+00	4.779484241494e+02	1.585665544570e+01
8.55                	ZMIN	3.458041316779e+03	5.375008745689e+03	3.841493715430e+03
8.55                	bc_deck	1.119612251012e+00	2.432811700380e+01	6.357217456895e+00
8.55                	bc_hull	3.586603955351e-01	4.390253597940e+02	2.351817375881e+02
8.55                	bc_transom	1.683121744248e+00	4.981279371676e+02	1.685958936626e+01
9                   	ZMIN	3.392199870741e+03	5.381606703382e+03	3.841668480010e+03
9                   	bc_deck	1.349871160996e+00	2.516570725692e+01	6.626486596635e+00
9                   	bc_hull	3.617656634340e-01	4.574501762387e+02	2.459537656897e+02
9                   	bc_transom	1.781402910648e+00	5.159462508173e+02	1.760301599233e+01
9.45                	ZMIN	3.328932832147e+03	5.387484010441e+03	3.850022578566e+03
9.45                	bc_deck	1.520950294059e+00	2.603990686046e+01	6.907536336110e+00
9.45                	bc_hull	3.465915599313e-01	4.755653935614e+02	2.566711117290e+02
9.45                	bc_transom	2.048721579418e+00	5.340084880617e+02	1.865584163004e+01
9.9                 	ZMIN	3.268028466820e+03	5.392750817225e+03	3.865370878996e+03
9.9                 	bc_deck	1.682775194213e+00	2.692408739684e+01	7.208270286374e+00
9.9                 	bc_hull	2.645698474858e-01	4.934096592796e+02	2.675068546972e+02
9.9                 	bc_transom	2.213974661256e+00	5.589406487086e+02	1.920802072717e+01
10.35               	ZMIN	3.209224387254e+03	5.397494516412e+03	3.886329103833e+03
10.35               	bc_deck	1.745302514655e+00	2.767132271991e+01	7.493527915679e+00
10.35               	bc_hull	3.704435093244e-01	5.110066398940e+02	2.780481588082e+02
10.35               	bc_transom	2.293254353547e+00	5.783155173348e+02	2.047620550728e+01
10.8                	ZMIN	3.152439793012e+03	5.401785612836e+03	3.911505352289e+03
10.8                	bc_deck	1.698241171315e+00	2.834288157842e+01	7.785394732362e+00
10.8                	bc_hull	3.898728596475e-01	5.283697129402e+02	2.879824442558e+02
10.8                	bc_transom	2.278177850259e+00	5.981826530710e+02	2.157407592980e+01
11.25               	ZMIN	3.097566039380e+03	5.405681790015e+03	3.939676755628e+03
11.25               	bc_deck	1.906087024307e+00	2.889079164026e+01	8.134469766036e+00
11.25               	bc_hull	4.086058008767e-01	5.454684703962e+02	2.976409772310e+02
11.25               	bc_transom	2.723804725968e+00	6.180643879875e+02	2.288424287180e+01
11.7                	ZMIN	3.044492432088e+03	5.409230801070e+03	3.969880827308e+03
11.7                	bc_deck	1.998612075322e+00	3.027718945238e+01	8.432884152277e+00
11.7                	bc_hull	2.339886338649e-01	5.622243037397e+02	3.078493881328e+02
11.7                	bc_transom	2.789904202507e+00	6.427361823644e+02	2.362086798962e+01
12.15               	ZMIN	2.993127082887e+03	5.412472577986e+03	4.001414159386e+03
12.15               	bc_deck	1.931533699746e+00	3.285102469086e+01	8.693977077553e+00
12.15               	bc_hull	3.659559651218e-01	5.785920977683e+02	3.180355062289e+02
12.15               	bc_transom	2.716073195753e+00	7.000680030655e+02	2.500248099740e+01
12.6                	ZMIN	2.943392074385e+03	5.415440803949e+03	4.033778341524e+03
12.6                	bc_deck	2.206584576528e+00	3.385998514036e+01	8.982876581328e+00
12.6                	bc_hull	3.760139918451e-01	5.944643969933e+02	3.281957618542e+02
12.6                	bc_transom	2.643195643477e+00	7.511599337554e+02	2.611544602881e+01
13.05               	ZMIN	2.895427774651e+03	5.418164108308e+03	4.066620737724e+03
13.05               	bc_deck	2.050816555192e+00	3.334060820986e+01	9.275735625746e+00
13.05               	bc_hull	3.889945777485e-01	6.099853847304e+02	3.382208539094e+02
13.05               	bc_transom	2.349640087673e+00	7.886195394438e+02	2.654579535210e+01
13.5                	ZMIN	2.850372958562e+03	5.420666988713e+03	4.099677750683e+03
13.5                	bc_deck	2.203993945590e+00	3.372162496504e+01	9.552867391580e+00
13.5                	bc_hull	3.802331049056e-01	6.303583470815e+02	3.483252693070e+02
13.5                	bc_transom	2.201499965383e+00	8.246602953752e+02	2.686262149051e+01
13.95               	ZMIN	2.810253693641e+03	5.422970532606e+03	4.132723866333e+03
13.95               	bc_deck	2.148546337060e+00	3.684372620407e+01	9.805931355889e+00
13.95               	bc_hull	3.434417571513e-01	6.449905249515e+02	3.582442223107e+02
13.95               	bc_transom	1.928108295328e+00	8.487575721899e+02	2.769013647509e+01
14.4                	ZMIN	2.778537676965e+03	5.425092988746e+03	4.165527710453e+03
14.4                	bc_deck	2.292269274409e+00	3.570268294074e+01	1.003866102811e+01
14.4                	bc_hull	3.517967928223e-01	6.595635374932e+02	3.680008393193e+02
14.4                	bc_transom	9.495066482622e-01	8.638868606279e+02	2.789368361676e+01
14.85               	ZMIN	2.759832507103e+03	5.427050224755e+03	4.197818111794e+03
14.85               	bc_deck	2.446608034928e+00	3.746760318304e+01	1.026611531843e+01
14.85               	bc_hull	4.078580868301e-01	6.738308558943e+02	3.773688170108e+02
14.85               	bc_transom	1.254829484216e+00	8.766052545115e+02	2.822049456967e+01
15.3                	ZMIN	2.758655503002e+03	5.428856095335e+03	4.229265035900e+03
15.3                	bc_deck	2.572420629289e+00	3.707375131260e+01	1.047321188685e+01
15.3                	bc_hull	3.829728936444e-01	6.856250585415e+02	3.862452280718e+02
15.3                	bc_transom	1.286789497216e+00	8.880744892452e+02	2.856935701799e+01
15.75               	ZMIN	2.777606973548e+03	5.430522743618e+03	4.259495361787e+03
15.75               	bc_deck	2.717400059775e+00	3.789406549029e+01	1.070048437128e+01
15.75               	bc_hull	3.854296863597e-01	6.973447722312e+02	3.944953385002e+02
15.75               	bc_transom	2.058132908096e+00	8.904185847236e+02	2.902155966248e+01
16.2                	ZMIN	2.815956395354e+03	5.432060846745e+03	4.288136512492e+03
16.2                	bc_deck	2.819156213766e+00	3.872275418646e+01	1.096931298538e+01
16.2                	bc_hull	4.078156107888e-01	7.104931896916e+02	4.021845756060e+02
16.2                	bc_transom	1.757738590365e+00	8.898288587512e+02	2.948186311048e+01
16.65               	ZMIN	2.869598035391e+03	5.433479820120e+03	4.314877670284e+03
16.65               	bc_deck	2.781976340399e+00	3.822152743767e+01	1.119076945406e+01
16.65               	bc_hull	4.400540584234e-01	7.195508198718e+02	4.093099710029e+02
16.65               	bc_transom	1.915563075452e+00	8.942660496964e+02	3.006174841006e+01
17.1                	ZMIN	2.932416746793e+03	5.434787986415e+03	4.339528499681e+03
17.1                	bc_deck	2.893486957788e+00	3.848765416789e+01	1.138526511290e+01
17.1                	bc_hull	4.534169613139e-01	7.289039890972e+02	4.158318436858e+02
17.1                	bc_transom	2.630170806618e+00	9.064301442388e+02	3.059909643747e+01
17.55               	ZMIN	2.998181455604e+03	5.435992716760e+03	4.362029235019e+03
17.55               	bc_deck	2.970456671922e+00	4.062726493139e+01	1.162009646183e+01
17.55               	bc_hull	4.452090445942e-01	7.400492581082e+02	4.219467481495e+02
17.55               	bc_transom	3.831617928171e+00	9.248114950317e+02	3.110999655633e+01
18                  	ZMIN	3.061981054146e+03	5.437100549155e+03	4.382436611228e+03
18                  	bc_deck	3.034368826690e+00	4.132199564778e+01	1.179397479036e+01
18                  	bc_hull	4.099043847578e-01	7.458645542846e+02	4.275106505518e+02
18                  	bc_transom	3.705943938828e+00	9.411829931204e+02	3.141167478893e+01
18.45               	ZMIN	3.120785081375e+03	5.438117288720e+03	4.400885836598e+03
18.45               	bc_deck	3.032238089070e+00	4.220457829091e+01	1.194503004455e+01
18.45               	bc_hull	3.844490829031e-01	7.541346350065e+02	4.326420551571e+02
18.45               	bc_transom	3.794429086425e+00	9.456177596726e+02	3.169136025410e+01
18.9                	ZMIN	3.173272258656e+03	5.439048092070e+03	4.417553866242e+03
18.9                	bc_deck	3.073746644952e+00	4.266268495977e+01	1.207073578405e+01
18.9                	bc_hull	3.779094044397e-01	7.625147886282e+02	4.374093899817e+02
18.9                	bc_transom	3.134274713652e+00	9.605053097804e+02	3.221695083590e+01
19.35               	ZMIN	3.219317444291e+03	5.439897539658e+03	4.432616627613e+03
19.35               	bc_deck	3.173935030696e+00	4.347516857308e+01	1.219007048942e+01
19.35               	bc_hull	3.874371311501e-01	7.707079619220e+02	4.417150036643e+02
19.35               	bc_transom	3.079648802162e+00	9.701855446527e+02	3.264179139988e+01
19.8                	ZMIN	3.259448159652e+03	5.440669696721e+03	4.446243417360e+03
19.8                	bc_deck	3.286541330288e+00	4.473854438678e+01	1.232062923416e+01
19.8                	bc_hull	3.988750580010e-01	7.785132701587e+02	4.456596541493e+02
19.8                	bc_transom	2.992872033443e+00	9.750882500793e+02	3.313292537678e+01
20.25               	ZMIN	3.294447889839e+03	5.441368165464e+03	4.458580256653e+03
20.25               	bc_deck	3.336386325751e+00	4.552762773196e+01	1.248252248763e+01
20.25               	bc_hull	3.992533056444e-01	7.857909021431e+02	4.493706289577e+02
20.25               	bc_transom	3.920427546003e+00	9.848786842555e+02	3.351865220264e+01
20.7                	ZMIN	3.325125918532e+03	5.441996129787e+03	4.469743893295e+03
20.7                	bc_deck	3.399107122920e+00	4.599471757637e+01	1.259334996117e+01
20.7                	bc_hull	3.792035538941e-01	7.923118275534e+02	4.526454908254e+02
20.7                	bc_transom	3.301777644199e+00	9.911509885667e+02	3.371257157869e+01
21.15               	ZMIN	3.352174797743e+03	5.442556393559e+03	4.479835479481e+03
21.15               	bc_deck	3.407396850099e+00	4.647804730581e+01	1.270074730113e+01
21.15               	bc_hull	3.954590551794e-01	7.982311385254e+02	4.554956157041e+02
21.15               	bc_transom	4.059531023447e+00	9.955259926194e+02	3.407488579791e+01
21.6                	ZMIN	3.376220249592e+03	5.443051412912e+03	4.488938268722e+03
21.6                	bc_deck	3.431428968959e+00	4.669106959686e+01	1.280302047677e+01
21.6                	bc_hull	3.949606552931e-01	8.035525733577e+02	4.582053389470e+02
21.6                	bc_transom	4.051638077358e+00	9.991979934788e+02	3.426048440657e+01
22.05               	ZMIN	3.397834816418e+03	5.443483324270e+03	4.497115188104e+03
22.05               	bc_deck	3.446955435141e+00	4.682342364135e+01	1.291701562604e+01
22.05               	bc_hull	4.029157970218e-01	8.082899386165e+02	4.604169586307e+02
22.05               	bc_transom	4.159592955774e+00	1.004680968471e+03	3.446448784225e+01
22.5                	ZMIN	3.417346274555e+03	5.443853967749e+03	4.504421888327e+03
22.5                	bc_deck	3.459950674998e+00	4.698563292815e+01	1.302258278053e+01
22.5                	bc_hull	4.043733516238e-01	8.123479539901e+02	4.622320255297e+02
22.5                	bc_transom	4.164095681836e+00	1.004982800719e+03	3.463380550108e+01
22.95               	ZMIN	3.434946381297e+03	5.444164906862e+03	4.510906031672e+03
22.95               	bc_deck	3.472189460722e+00	4.726224655524e+01	1.308794263780e+01
22.95               	bc_hull	4.141333480674e-01	8.157062310332e+02	4.637807479185e+02
22.95               	bc_transom	4.201778558878e+00	1.010800321993e+03	3.477617790888e+01
23.4                	ZMIN	3.450707173974e+03	5.444417445585e+03	4.516604979454e+03
23.4                	bc_deck	3.454282326025e+00	4.743195154252e+01	1.316162117944e+01
23.4                	bc_hull	4.122633704369e-01	8.184394587338e+02	4.649114133717e+02
23.4                	bc_transom	4.228369875687e+00	1.013412034289e+03	3.493938217320e+01
23.85               	ZMIN	3.464787301537e+03	5.444612641321e+03	4.521553082979e+03
23.85               	bc_deck	3.469638999000e+00	4.754310579231e+01	1.323151110731e+01
23.85               	bc_hull	4.189144068770e-01	8.205865284825e+02	4.659312060852e+02
23.85               	bc_transom	4.169720359454e+00	1.015545555582e+03	3.500191224039e+01
24.3                	ZMIN	3.477322963955e+03	5.444751316424e+03	4.525781169606e+03
24.3                	bc_deck	3.463411443723e+00	4.736854626233e+01	1.329805789479e+01
24.3                	bc_hull	4.245740100116e-01	8.221030300548e+02	4.665594945433e+02
24.3                	bc_transom	4.304994412141e+00	1.016663216619e+03	3.506723248137e+01
24.75               	ZMIN	3.488502097916e+03	5.444834066576e+03	4.529313871607e+03
24.75               	bc_deck	3.546962523717e+00	4.731431791269e+01	1.339182980697e+01
24.75               	bc_hull	4.298928768290e-01	8.229537962412e+02	4.668958938943e+02
24.75               	bc_transom	4.176743170842e+00	1.011625319859e+03	3.518324703541e+01
25.2                	ZMIN	3.498286169960e+03	5.444862652492e+03	4.532172385739e+03
25.2                	bc_deck	3.597766852111e+00	4.732731659567e+01	1.348667204792e+01
25.2                	bc_hull	4.266726072909e-01	8.232811622152e+02	4.666499778092e+02
25.2                	bc_transom	4.212573865727e+00	1.013593371906e+03	3.520813155273e+01
25.65               	ZMIN	3.506776793865e+03	5.444865874987e+03	4.534417168676e+03
25.65               	bc_deck	3.621333104548e+00	4.736163681179e+01	1.353351279270e+01
25.65               	bc_hull	4.271365621541e-01	8.234092754340e+02	4.664049759724e+02
25.65               	bc_transom	4.132584875146e+00	1.012256836346e+03	3.521913964250e+01
26.1                	ZMIN	3.514280073388e+03	5.444866176867e+03	4.536151236301e+03
26.1                	bc_deck	3.621278109731e+00	4.721826925739e+01	1.357665580478e+01
26.1                	bc_hull	4.349427731384e-01	8.235058490195e+02	4.659758549415e+02
26.1                	bc_transom	4.022654612654e+00	1.016627318035e+03	3.524263322660e+01
26.55               	ZMIN	3.520952597072e+03	5.444866204994e+03	4.537469342256e+03
26.55               	bc_deck	3.639233448031e+00	4.735306464200e+01	1.358828038309e+01
26.55               	bc_hull	4.373474023061e-01	8.235969314749e+02	4.657351328251e+02
26.55               	bc_transom	3.472775278242e+00	1.012018229526e+03	3.519106945165e+01
27                  	ZMIN	3.526694363155e+03	5.444866207365e+03	4.538454161718e+03
27                  	bc_deck	3.565012750408e+00	4.735662599488e+01	1.358737750304e+01
27                  	bc_hull	4.517216750578e-01	8.237000668039e+02	4.655489539051e+02
27                  	bc_transom	3.617794150477e+00	1.010696194333e+03	3.516260010260e+01
27.45               	ZMIN	3.531533589544e+03	5.444866207260e+03	4.539177010307e+03
27.45               	bc_deck	3.573185719405e+00	4.742126641131e+01	1.357355637039e+01
27.45               	bc_hull	4.355420029434e-01	8.237960197138e+02	4.653515626381e+02
27.45               	bc_transom	3.532697231424e+00	1.013011842792e+03	3.527792293306e+01
27.9                	ZMIN	3.535575794952e+03	5.444866206857e+03	4.539697996348e+03
27.9                	bc_deck	3.551672182152e+00	4.743917981836e+01	1.358810351244e+01
27.9                	bc_hull	4.445516346089e-01	8.238862911031e+02	4.651918005402e+02
27.9                	bc_transom	4.231554156676e+00	1.016126464439e+03	3.545350240488e+01
28.35               	ZMIN	3.538957795468e+03	5.444866206361e+03	4.540066153667e+03
28.35               	bc_deck	3.554025613472e+00	4.749255891829e+01	1.361129929625e+01
28.35               	bc_hull	4.338286195093e-01	8.239821997899e+02	4.651567617465e+02
28.35               	bc_transom	3.828542457768e+00	1.011024182502e+03	3.518177343233e+01
28.8                	ZMIN	3.541692362628e+03	5.444866205795e+03	4.540319100979e+03
28.8                	bc_deck	3.535726030970e+00	4.749021335107e+01	1.361927900347e+01
28.8                	bc_hull	4.473358235734e-01	8.240591374284e+02	4.650999912596e+02
28.8                	bc_transom	3.523734471454e+00	1.014240629759e+03	3.525924128481e+01
29.25               	ZMIN	3.543785216572e+03	5.444866205160e+03	4.540486183948e+03
29.25               	bc_deck	3.534450370417e+00	4.756575744935e+01	1.361520775739e+01
29.25               	bc_hull	4.425098662041e-01	8.241279838169e+02	4.649732365628e+02
29.25               	bc_transom	1.835840654595e+00	1.008663511674e+03	3.485685086696e+01
29.7                	ZMIN	3.545392182042e+03	5.444866204463e+03	4.540591525220e+03
29.7                	bc_deck	3.533432349020e+00	4.754477634792e+01	1.361513309102e+01
29.7                	bc_hull	4.448126296516e-01	8.242129205220e+02	4.649138997405e+02
29.7                	bc_transom	2.278082357905e+00	1.013947296797e+03	3.488887727353e+01
30.15               	ZMIN	3.546622547996e+03	5.444866203706e+03	4.540653643420e+03
30.15               	bc_deck	3.539258838631e+00	4.756670409932e+01	1.361443118510e+01
30.15               	bc_hull	4.457693606246e-01	8.242966314763e+02	4.649405189646e+02
30.15               	bc_transom	1.908846219144e+00	1.022581050779e+03	3.473571194812e+01
30.6                	ZMIN	3.547557543016e+03	5.444866202892e+03	4.540686032221e+03
30.6                	bc_deck	3.534413430667e+00	4.761936505161e+01	1.359814100217e+01
30.6                	bc_hull	4.399978999374e-01	8.243773880005e+02	4.649140202750e+02
30.6                	bc_transom	3.664133483502e+00	1.009508779399e+03	3.524461610368e+01
31.05               	ZMIN	3.548253863388e+03	5.444866202031e+03	4.540698958580e+03
31.05               	bc_deck	3.535789842392e+00	4.753677032633e+01	1.358710650455e+01
31.05               	bc_hull	4.486384066845e-01	8.244669756300e+02	4.648609694170e+02
31.05               	bc_transom	3.651010829594e+00	1.012176257304e+03	3.535540594337e+01
31.5                	ZMIN	3.548753721111e+03	5.444866201131e+03	4.540700463941e+03
31.5                	bc_deck	3.533353513747e+00	4.761127729677e+01	1.359555214668e+01
31.5                	bc_hull	4.337125392929e-01	8.245416761485e+02	4.648251879164e+02
31.5                	bc_transom	2.263572264482e+00	1.015564544957e+03	3.511226410243e+01
31.95               	ZMIN	3.549092273942e+03	5.444866200195e+03	4.540696629905e+03
31.95               	bc_deck	3.518441936168e+00	4.750762859809e+01	1.359324356206e+01
31.95               	bc_hull	4.531728291755e-01	8.246094503746e+02	4.646736505672e+02
31.95               	bc_transom	2.991448099380e+00	1.010062321760e+03	3.505018333802e+01
32.4                	ZMIN	3.549303836534e+03	5.444866199224e+03	4.540691728507e+03
32.4                	bc_deck	3.559515691925e+00	4.750439618394e+01	1.358643215427e+01
32.4                	bc_hull	4.376066906481e-01	8.246669712316e+02	4.646494049944e+02
32.4                	bc_transom	1.235026261245e+00	1.010854203476e+03	3.503238571013e+01
32.85               	ZMIN	3.549423325673e+03	5.444866198221e+03	4.540688478074e+03
32.85               	bc_deck	3.534733704654e+00	4.758500832873e+01	1.358066960847e+01
32.85               	bc_hull	4.512021346716e-01	8.247492626662e+02	4.646098476750e+02
32.85               	bc_transom	1.545845203228e+00	1.012958232432e+03	3.484137117200e+01
33.3                	ZMIN	3.549482792046e+03	5.444866197213e+03	4.540688526896e+03
33.3                	bc_deck	3.545033623215e+00	4.765225173968e+01	1.356978188377e+01
33.3                	bc_hull	4.490151050063e-01	8.248383000653e+02	4.646175991216e+02
33.3                	bc_transom	1.342438209082e+00	1.012433380123e+03	3.500968829639e+01
33.75               	ZMIN	3.549506489798e+03	5.444866196187e+03	4.540692773934e+03
33.75               	bc_deck	3.624491429739e+00	4.775097533037e+01	1.357053267390e+01
33.75               	bc_hull	4.396870359774e-01	8.249262921054e+02	4.646709879101e+02
33.75               	bc_transom	1.510483103020e+00	1.012284757371e+03	3.521075669265e+01
34.2                	ZMIN	3.549509671435e+03	5.444866195149e+03	4.540701635169e+03
34.2                	bc_deck	3.558253576747e+00	4.756491786592e+01	1.357237465270e+01
34.2                	bc_hull	4.445078017112e-01	8.249977755345e+02	4.646597299957e+02
34.2                	bc_transom	2.708380552071e+00	1.011339719706e+03	3.484052743213e+01
34.65               	ZMIN	3.549500052725e+03	5.444866194125e+03	4.540715132744e+03
34.65               	bc_deck	3.527284808458e+00	4.769148340195e+01	1.356168572092e+01
34.65               	bc_hull	4.416935525391e-01	8.250975241321e+02	4.647092444254e+02
34.65               	bc_transom	2.210717694921e+00	1.011748502456e+03	3.510811474057e+01
35.1                	ZMIN	3.549480137501e+03	5.444866193096e+03	4.540733164172e+03
35.1                	bc_deck	3.527318184608e+00	4.738694622235e+01	1.353708449517e+01
35.1                	bc_hull	4.410461318970e-01	8.251792946852e+02	4.646846262061e+02
35.1                	bc_transom	2.858331422896e+00	1.015417717572e+03	3.542135947512e+01
35.55               	ZMIN	3.549449083204e+03	5.444866192093e+03	4.540755626472e+03
35.55               	bc_deck	3.616732624644e+00	4.772166591441e+01	1.352557178315e+01
35.55               	bc_hull	4.376796098572e-01	8.252825643601e+02	4.646115656312e+02
35.55               	bc_transom	2.859230583368e+00	1.011205583407e+03	3.508391949611e+01
36                  	ZMIN	3.549407244795e+03	5.444866191114e+03	4.540782352442e+03
36                  	bc_deck	3.510236435915e+00	4.731145460867e+01	1.352971254479e+01
36                  	bc_hull	4.382287721861e-01	8.253979708551e+02	4.646360520913e+02
36                  	bc_transom	2.082884087784e+00	1.015952039600e+03	3.492045671772e+01
36.45               	ZMIN	3.549358061846e+03	5.444866190160e+03	4.540813075786e+03
36.45               	bc_deck	3.519572352748e+00	4.726085853409e+01	1.354451876904e+01
36.45               	bc_hull	4.383937897523e-01	8.254661685737e+02	4.647159488655e+02
36.45               	bc_transom	2.445808993940e+00	1.013149847992e+03	3.498700530133e+01
36.9                	ZMIN	3.549305159354e+03	5.444866189236e+03	4.540847550882e+03
36.9                	bc_deck	3.503900868722e+00	4.726375448982e+01	1.354906556373e+01
36.9                	bc_hull	4.508724485372e-01	8.255469160091e+02	4.647879619907e+02
36.9                	bc_transom	4.072739094931e+00	1.013108715943e+03	3.561234730614e+01
37.35               	ZMIN	3.549250911449e+03	5.444866188360e+03	4.540885499592e+03
37.35               	bc_deck	3.522459138637e+00	4.728341180929e+01	1.353567532365e+01
37.35               	bc_hull	4.354381108942e-01	8.256333044874e+02	4.647012899075e+02
37.35               	bc_transom	1.485564415578e+00	1.008169623393e+03	3.516689242562e+01
37.8                	ZMIN	3.549196407804e+03	5.444866187511e+03	4.540926650075e+03
37.8                	bc_deck	3.499047883735e+00	4.737724891798e+01	1.354548867770e+01
37.8                	bc_hull	4.521760754545e-01	8.256946930268e+02	4.647102677198e+02
