# time              
# Time              	cpu                 	clock               	cpu/step            	clock/step          
438.4521000003      	1.075765548570e+05	111973	3.592797999998e+00	3.000000000000e+00
438.4674000003      	1.075801477220e+05	111977	3.592871000001e+00	4.000000000000e+00
438.4827000003      	1.075838260010e+05	111980	3.678287000002e+00	3.000000000000e+00
438.4980000003      	1.075874512050e+05	111984	3.625211999999e+00	4.000000000000e+00
438.5133000003      	1.075910409140e+05	111988	3.589716000002e+00	4.000000000000e+00
438.5286000003      	1.075947122100e+05	111991	3.671303000010e+00	3.000000000000e+00
438.5439000003      	1.075983618140e+05	111995	3.649611000001e+00	4.000000000000e+00
438.5592000003      	1.076020356660e+05	111999	3.673859000002e+00	4.000000000000e+00
438.5745000003      	1.076056606030e+05	112002	3.624945000003e+00	3.000000000000e+00
438.5898000003      	1.076093046680e+05	112006	3.644072000010e+00	4.000000000000e+00
438.6051000003      	1.076128779480e+05	112010	3.573287000007e+00	4.000000000000e+00
438.6204000003      	1.076165406820e+05	112013	3.662741999986e+00	3.000000000000e+00
438.6357000003      	1.076202128680e+05	112017	3.672191999998e+00	4.000000000000e+00
438.6510000003      	1.076238537140e+05	112021	3.640853999997e+00	4.000000000000e+00
438.6663000003      	1.076274340630e+05	112024	3.580354999998e+00	3.000000000000e+00
438.6816000003      	1.076311033430e+05	112028	3.669287999990e+00	4.000000000000e+00
438.6969000003      	1.076347412660e+05	112031	3.637931000005e+00	3.000000000000e+00
438.7122000003      	1.076383759300e+05	112035	3.634672000000e+00	4.000000000000e+00
438.7275000003      	1.076420400570e+05	112039	3.664135000014e+00	4.000000000000e+00
438.7428000003      	1.076456771790e+05	112042	3.637130000003e+00	3.000000000000e+00
438.7581000003      	1.076493128330e+05	112046	3.635660999993e+00	4.000000000000e+00
438.7734000003      	1.076529851230e+05	112050	3.672296999997e+00	4.000000000000e+00
438.7887000003      	1.076566348310e+05	112053	3.649713999999e+00	3.000000000000e+00
438.8040000003      	1.076602939330e+05	112057	3.659109000000e+00	4.000000000000e+00
438.8193000003      	1.076639025150e+05	112061	3.608590999997e+00	4.000000000000e+00
438.8346000003      	1.076674968460e+05	112064	3.594337999995e+00	3.000000000000e+00
438.8499000003      	1.076711549880e+05	112068	3.658150000003e+00	4.000000000000e+00
438.8652000003      	1.076747920040e+05	112072	3.637023000003e+00	4.000000000000e+00
438.8805000003      	1.076784293920e+05	112075	3.637396000006e+00	3.000000000000e+00
438.8958000003      	1.076820845540e+05	112079	3.655169000005e+00	4.000000000000e+00
438.9111000003      	1.076857048530e+05	112083	3.620307000005e+00	4.000000000000e+00
438.9264000003      	1.076893541010e+05	112086	3.649255000011e+00	3.000000000000e+00
438.9417000003      	1.076930038320e+05	112090	3.649745000002e+00	4.000000000000e+00
438.9570000003      	1.076966387840e+05	112094	3.634958000010e+00	4.000000000000e+00
438.9723000003      	1.077002309900e+05	112097	3.592214000004e+00	3.000000000000e+00
438.9876000003      	1.077039168970e+05	112101	3.685914000002e+00	4.000000000000e+00
439.0029000003      	1.077075727610e+05	112104	3.655870999995e+00	3.000000000000e+00
439.0182000003      	1.077111733710e+05	112108	3.600617000004e+00	4.000000000000e+00
439.0335000003      	1.077148075800e+05	112112	3.634216999999e+00	4.000000000000e+00
439.0488000003      	1.077184404400e+05	112115	3.632868000001e+00	3.000000000000e+00
439.0641000003      	1.077220977110e+05	112119	3.657278999992e+00	4.000000000000e+00
439.0794000003      	1.077257396080e+05	112123	3.641904000004e+00	4.000000000000e+00
439.0947000003      	1.077293380120e+05	112126	3.598410999999e+00	3.000000000000e+00
439.1100000003      	1.077331796850e+05	112150	3.841677999997e+00	2.400000000000e+01
439.1253000003      	1.077368013970e+05	112154	3.621720000010e+00	4.000000000000e+00
439.1406000003      	1.077404491810e+05	112157	3.647790999996e+00	3.000000000000e+00
439.1559000003      	1.077440536980e+05	112161	3.604524000009e+00	4.000000000000e+00
439.1712000003      	1.077477161030e+05	112165	3.662411000012e+00	4.000000000000e+00
439.1865000003      	1.077513156650e+05	112168	3.599568999998e+00	3.000000000000e+00
439.2018000003      	1.077549508510e+05	112172	3.635194000002e+00	4.000000000000e+00
439.2171000003      	1.077585345480e+05	112176	3.583703000011e+00	4.000000000000e+00
439.2324000003      	1.077621305450e+05	112179	3.596004000006e+00	3.000000000000e+00
439.2477000003      	1.077657323740e+05	112183	3.601835999987e+00	4.000000000000e+00
439.2630000003      	1.077693784130e+05	112186	3.646047000002e+00	3.000000000000e+00
439.2783000003      	1.077729862110e+05	112190	3.607804999992e+00	4.000000000000e+00
439.2936000003      	1.077766732810e+05	112194	3.687076000002e+00	4.000000000000e+00
439.3089000003      	1.077802913750e+05	112197	3.618101000000e+00	3.000000000000e+00
439.3242000003      	1.077840389680e+05	112201	3.747598999995e+00	4.000000000000e+00
439.3395000003      	1.077876811220e+05	112205	3.642162000004e+00	4.000000000000e+00
439.3548000003      	1.077912806300e+05	112208	3.599514999994e+00	3.000000000000e+00
439.3701000003      	1.077949291210e+05	112212	3.648497999995e+00	4.000000000000e+00
439.3854000003      	1.077986307540e+05	112216	3.701640999992e+00	4.000000000000e+00
439.4007000003      	1.078022289050e+05	112219	3.598157999993e+00	3.000000000000e+00
439.4160000003      	1.078059813230e+05	112223	3.752426000006e+00	4.000000000000e+00
439.4313000003      	1.078097114060e+05	112227	3.730088999990e+00	4.000000000000e+00
439.4466000003      	1.078136937810e+05	112231	3.982382000002e+00	4.000000000000e+00
439.4619000003      	1.078173201040e+05	112234	3.626329999999e+00	3.000000000000e+00
439.4772000003      	1.078209566360e+05	112238	3.636540000007e+00	4.000000000000e+00
439.4925000003      	1.078245469110e+05	112242	3.590282000005e+00	4.000000000000e+00
439.5078000003      	1.078282150280e+05	112245	3.668124999997e+00	3.000000000000e+00
439.5231000003      	1.078318130010e+05	112249	3.597978999998e+00	4.000000000000e+00
439.5384000003      	1.078354532490e+05	112253	3.640254000013e+00	4.000000000000e+00
439.5537000003      	1.078391053100e+05	112256	3.652067999996e+00	3.000000000000e+00
439.5690000003      	1.078428002790e+05	112260	3.694977000006e+00	4.000000000000e+00
439.5843000003      	1.078463621010e+05	112264	3.561828999998e+00	4.000000000000e+00
439.5996000003      	1.078500360790e+05	112267	3.673984000008e+00	3.000000000000e+00
439.6149000003      	1.078536733700e+05	112271	3.637298000001e+00	4.000000000000e+00
439.6302000003      	1.078573645840e+05	112275	3.691221999994e+00	4.000000000000e+00
439.6455000003      	1.078609631230e+05	112278	3.598545999994e+00	3.000000000000e+00
439.6608000003      	1.078646573520e+05	112282	3.694236000010e+00	4.000000000000e+00
439.6761000003      	1.078682963550e+05	112286	3.639011000007e+00	4.000000000000e+00
439.6914000003      	1.078719932420e+05	112289	3.696893000000e+00	3.000000000000e+00
439.7067000003      	1.078755958170e+05	112293	3.602582000007e+00	4.000000000000e+00
439.7220000003      	1.078792955890e+05	112297	3.699777999995e+00	4.000000000000e+00
439.7373000003      	1.078830888110e+05	112300	3.793228000010e+00	3.000000000000e+00
439.7526000003      	1.078869586970e+05	112304	3.869893000010e+00	4.000000000000e+00
439.7679000003      	1.078906106910e+05	112308	3.652002000003e+00	4.000000000000e+00
439.7832000003      	1.078942143880e+05	112312	3.603703000001e+00	4.000000000000e+00
439.7985000003      	1.078978141120e+05	112315	3.599732999995e+00	3.000000000000e+00
439.8138000003      	1.079014043010e+05	112319	3.590196999998e+00	4.000000000000e+00
439.8291000003      	1.079050945820e+05	112322	3.690287999998e+00	3.000000000000e+00
439.8444000003      	1.079087417660e+05	112326	3.647190999996e+00	4.000000000000e+00
439.8597000003      	1.079123403230e+05	112330	3.598563000007e+00	4.000000000000e+00
439.8750000003      	1.079160039540e+05	112333	3.663637999998e+00	3.000000000000e+00
439.8903000003      	1.079196375400e+05	112337	3.633593999999e+00	4.000000000000e+00
439.9056000003      	1.079233478470e+05	112341	3.710313999996e+00	4.000000000000e+00
439.9209000003      	1.079270108660e+05	112344	3.663025999995e+00	3.000000000000e+00
439.9362000003      	1.079307755200e+05	112348	3.764660999994e+00	4.000000000000e+00
439.9515000003      	1.079344281610e+05	112352	3.652649000011e+00	4.000000000000e+00
439.9668000003      	1.079381161930e+05	112356	3.688039000001e+00	4.000000000000e+00
439.9821000003      	1.079417457420e+05	112359	3.629554999992e+00	3.000000000000e+00
439.9974000003      	1.079453820850e+05	112363	3.636348999993e+00	4.000000000000e+00
440.0127000003      	1.079490151960e+05	112367	3.633117999998e+00	4.000000000000e+00
440.0280000003      	1.079526670200e+05	112370	3.651831999989e+00	3.000000000000e+00
440.0433000003      	1.079562589280e+05	112374	3.591916000005e+00	4.000000000000e+00
440.0586000003      	1.079599098930e+05	112377	3.650972000003e+00	3.000000000000e+00
440.0739000003      	1.079636390150e+05	112381	3.729128999999e+00	4.000000000000e+00
440.0892000003      	1.079672503490e+05	112385	3.611340999996e+00	4.000000000000e+00
440.1045000003      	1.079709260110e+05	112388	3.675669000004e+00	3.000000000000e+00
440.1198000003      	1.079746369330e+05	112392	3.710928999993e+00	4.000000000000e+00
440.1351000003      	1.079782680530e+05	112396	3.631127000001e+00	4.000000000000e+00
440.1504000003      	1.079818973020e+05	112400	3.629256999993e+00	4.000000000000e+00
440.1657000003      	1.079854736230e+05	112403	3.576329999996e+00	3.000000000000e+00
440.1810000003      	1.079890888760e+05	112407	3.615259999991e+00	4.000000000000e+00
440.1963000003      	1.079927172750e+05	112411	3.628404999996e+00	4.000000000000e+00
440.2116000003      	1.079963553130e+05	112414	3.638045000000e+00	3.000000000000e+00
440.2269000003      	1.079999740040e+05	112418	3.618698999999e+00	4.000000000000e+00
440.2422000003      	1.080035596330e+05	112421	3.585636000003e+00	3.000000000000e+00
440.2575000003      	1.080072307030e+05	112425	3.671076999992e+00	4.000000000000e+00
440.2728000003      	1.080108433000e+05	112429	3.612603999994e+00	4.000000000000e+00
440.2881000003      	1.080144740160e+05	112432	3.630722000002e+00	3.000000000000e+00
440.3034000003      	1.080180974820e+05	112436	3.623473000000e+00	4.000000000000e+00
440.3187000003      	1.080217519490e+05	112440	3.654474000010e+00	4.000000000000e+00
440.3340000003      	1.080254804150e+05	112443	3.728474000003e+00	3.000000000000e+00
440.3493000003      	1.080291612090e+05	112447	3.680800999995e+00	4.000000000000e+00
440.3646000003      	1.080328246330e+05	112451	3.663432000001e+00	4.000000000000e+00
440.3799000003      	1.080364261700e+05	112454	3.601544000005e+00	3.000000000000e+00
440.3952000003      	1.080400857620e+05	112458	3.659599999999e+00	4.000000000000e+00
440.4105000003      	1.080436663950e+05	112462	3.580640999993e+00	4.000000000000e+00
440.4258000003      	1.080472850910e+05	112465	3.618703000000e+00	3.000000000000e+00
440.4411000003      	1.080509405380e+05	112469	3.655455000000e+00	4.000000000000e+00
440.4564000003      	1.080546044120e+05	112473	3.663881000000e+00	4.000000000000e+00
440.4717000003      	1.080582254230e+05	112476	3.621018999998e+00	3.000000000000e+00
440.4870000003      	1.080618555250e+05	112480	3.630107999998e+00	4.000000000000e+00
440.5023000003      	1.080654613490e+05	112484	3.605832000001e+00	4.000000000000e+00
440.5176000003      	1.080691831270e+05	112487	3.721785999995e+00	3.000000000000e+00
440.5329000003      	1.080727788800e+05	112491	3.595759999997e+00	4.000000000000e+00
440.5482000003      	1.080764227100e+05	112495	3.643837000011e+00	4.000000000000e+00
440.5635000003      	1.080800223350e+05	112498	3.599631999998e+00	3.000000000000e+00
440.5788000003      	1.080837339770e+05	112502	3.711648000011e+00	4.000000000000e+00
440.5941000003      	1.080873583810e+05	112506	3.624412000005e+00	4.000000000000e+00
440.6094000003      	1.080910923740e+05	112509	3.733999999997e+00	3.000000000000e+00
440.6247000003      	1.080947235490e+05	112513	3.631181999997e+00	4.000000000000e+00
440.6400000003      	1.080986583080e+05	112537	3.934766000006e+00	2.400000000000e+01
440.6553000003      	1.081023003700e+05	112541	3.642068000001e+00	4.000000000000e+00
440.6706000003      	1.081059065500e+05	112544	3.606185999990e+00	3.000000000000e+00
440.6859000003      	1.081095810880e+05	112548	3.674546999988e+00	4.000000000000e+00
440.7012000003      	1.081132472900e+05	112552	3.666207999995e+00	4.000000000000e+00
440.7165000003      	1.081168623280e+05	112555	3.615046000006e+00	3.000000000000e+00
440.7318000003      	1.081205603320e+05	112559	3.698010000007e+00	4.000000000000e+00
440.7471000003      	1.081242565130e+05	112563	3.696188999995e+00	4.000000000000e+00
