# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-3.963063810120e-01 1.037448583469e-28 3.898991572605e-15)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (6.972660848281e-16 1.783361655528e-01 8.287992155210e-02))
0.00667             	((2.340198340040e-02 -3.509602473771e-04 2.427973399946e+03) (-3.907056709306e-01 -1.287084252708e-01 4.430302310545e-02)) ((4.696316528043e+02 3.027202586850e+03 -4.088959268287e-03) (-4.713289275779e-02 2.237993024559e-01 2.332688073810e-01))
0.01334             	((-1.118696422824e-01 4.535131276926e-04 -1.231960217770e+03) (-2.987133218436e-01 -9.289873350551e-02 2.295628234021e-02)) ((-2.368387731201e+02 -1.541078365742e+03 2.093912544905e-02) (-3.593643893013e-02 1.589711204170e-01 1.718558460562e-01))
0.02001             	((5.541746195862e-02 -8.231575593507e-05 1.712649257899e+02) (-2.690922760495e-01 -8.525042177899e-02 1.984685222778e-02)) ((3.303032495721e+01 2.137257335904e+02 -1.058514329739e-02) (-3.313931076885e-02 1.420211591776e-01 1.569608327476e-01))
0.02668             	((7.802695957204e-02 -6.878246254490e-05 1.089762393908e+02) (-2.693025426051e-01 -8.623168201087e-02 2.184082685150e-02)) ((2.164939746661e+01 1.344566769080e+02 -1.541609812239e-02) (-3.311367062401e-02 1.443644068074e-01 1.585825632461e-01))
0.03335             	((-8.093610681455e-02 5.193431174000e-05 -6.461812193619e+01) (-2.554894910530e-01 -7.862692053280e-02 2.111351631352e-02)) ((-1.202364815664e+01 -8.263158354163e+01 1.499356261122e-02) (-2.996414563503e-02 1.377153910327e-01 1.472772652804e-01))
0.04002             	((6.496806989266e-02 -3.155474084247e-05 3.348764354858e+01) (-2.448078959860e-01 -7.329248276394e-02 2.065617437780e-02)) ((7.039720666546e+00 3.997617197062e+01 -1.361981848224e-02) (-2.776233594056e-02 1.327017801840e-01 1.393613651239e-01))
0.04669             	((6.578880834623e-02 -2.600765421545e-05 2.369512620695e+01) (-2.360274796190e-01 -6.811640036392e-02 2.023080596175e-02)) ((5.236308400774e+00 2.748995028325e+01 -1.450828063494e-02) (-2.561949262303e-02 1.286294121976e-01 1.321477473284e-01))
0.05336             	((5.637025136258e-02 -1.858484450892e-05 1.499996281879e+01) (-2.270950115223e-01 -6.179657196365e-02 1.934934063238e-02)) ((3.637332104721e+00 1.632314240644e+01 -1.364896463000e-02) (-2.307756360420e-02 1.240486460841e-01 1.237320540201e-01))
0.06003             	((1.146052582605e-01 -3.228982340157e-05 2.346656276873e+01) (-2.189627068385e-01 -5.518523258717e-02 1.827667259431e-02)) ((5.374440935774e+00 2.666614649502e+01 -2.621083250841e-02) (-2.044767814404e-02 1.196251673779e-01 1.152366343576e-01))
0.0667              	((1.499822394561e-01 -3.667472558374e-05 2.438475921674e+01) (-2.113386210927e-01 -4.863904962727e-02 1.744127626193e-02)) ((5.637381302120e+00 2.756258721011e+01 -3.463213290401e-02) (-1.777166937639e-02 1.156736480626e-01 1.068924284668e-01))
0.07337             	((1.891761643562e-01 -4.063925304430e-05 2.503539556681e+01) (-2.041427454661e-01 -4.228373441153e-02 1.674348804435e-02)) ((5.869419912190e+00 2.806207926874e+01 -4.430582776577e-02) (-1.512399940565e-02 1.120285701304e-01 9.878104725173e-02))
0.08337             	((2.774746235421e-01 -4.991226210912e-05 2.798261890186e+01) (-1.955571553205e-01 -3.369207867933e-02 1.643986153508e-02)) ((6.589426571193e+00 3.130922174505e+01 -6.528466651062e-02) (-1.136030075276e-02 1.083787193813e-01 8.800003536489e-02))
0.09337             	((3.910989950700e-01 -5.993609859749e-05 3.111547820618e+01) (-1.868067638732e-01 -2.559274616198e-02 1.633091544061e-02)) ((7.314870259868e+00 3.492695931120e+01 -9.187533622530e-02) (-7.719101735395e-03 1.048231661420e-01 7.761965022140e-02))
0.10337             	((5.235096112803e-01 -6.929943471083e-05 3.376342546973e+01) (-1.789696232127e-01 -1.790892243549e-02 1.635128579109e-02)) ((7.949836652627e+00 3.791724521814e+01 -1.231862050195e-01) (-4.188218044159e-03 1.018122945448e-01 6.781272183250e-02))
0.11337             	((6.891889604372e-01 -7.948354232032e-05 3.683466879976e+01) (-1.720026895966e-01 -1.083197403078e-02 1.654030165008e-02)) ((8.664142852461e+00 4.144587327492e+01 -1.620195738194e-01) (-8.489383024757e-04 9.938988219324e-02 5.875606802400e-02))
0.12337             	((8.730548423245e-01 -8.841838011235e-05 3.938027966141e+01) (-1.658900759664e-01 -4.327177750661e-03 1.664240857491e-02)) ((9.279267835285e+00 4.431308310768e+01 -2.056204703314e-01) (2.242256541033e-03 9.727026267191e-02 5.040389516345e-02))
0.13337             	((1.095359397952e+00 -9.771310679553e-05 4.234617009233e+01) (-1.606239291906e-01 1.602911933700e-03 1.654121671981e-02)) ((9.960659977586e+00 4.776548145910e+01 -2.575400603843e-01) (5.043567198605e-03 9.533905836028e-02 4.277130593312e-02))
0.14337             	((1.340677338068e+00 -1.056282314950e-04 4.501512272980e+01) (-1.561544141621e-01 7.086591481885e-03 1.615413664149e-02)) ((1.058344710927e+01 5.085187176128e+01 -3.150855855676e-01) (7.588473553570e-03 9.349034674456e-02 3.572031684481e-02))
0.15337             	((1.617144373989e+00 -1.124701590342e-04 4.770602689965e+01) (-1.523987106746e-01 1.218514058951e-02 1.559486907907e-02)) ((1.120244098056e+01 5.399541714990e+01 -3.796143319910e-01) (9.936834622579e-03 9.180586523669e-02 2.917628384758e-02))
0.16337             	((1.924406720513e+00 -1.177810724754e-04 5.038894676068e+01) (-1.492889577815e-01 1.690340318495e-02 1.505041314595e-02)) ((1.180952978441e+01 5.716854239550e+01 -4.508846993534e-01) (1.214268638271e-02 9.045294624962e-02 2.313145031895e-02))
0.17337             	((2.253452876837e+00 -1.208067725471e-04 5.285003129382e+01) (-1.467713318107e-01 2.126554370260e-02 1.464664097147e-02)) ((1.236555337231e+01 6.009058684977e+01 -5.271128850563e-01) (1.425336532544e-02 8.953327885944e-02 1.755908277130e-02))
0.18337             	((2.613721682784e+00 -1.216590822079e-04 5.535657803211e+01) (-1.448192507598e-01 2.525194125725e-02 1.444578509763e-02)) ((1.291989007267e+01 6.310884214485e+01 -6.098881155308e-01) (1.627416185049e-02 8.911200376930e-02 1.248905197166e-02))
0.19337             	((2.995249887599e+00 -1.195701760693e-04 5.771502834170e+01) (-1.434147411971e-01 2.887822753753e-02 1.437930013553e-02)) ((1.343986911067e+01 6.596193391134e+01 -6.973552733039e-01) (1.819030779278e-02 8.911583465709e-02 7.913784101994e-03))
0.20337             	((3.400068992137e+00 -1.142723442303e-04 6.001439395081e+01) (-1.425323948830e-01 3.215589770050e-02 1.439117442079e-02)) ((1.393965200397e+01 6.877331993018e+01 -7.896092342474e-01) (1.998756035051e-02 8.947975427776e-02 3.820346306671e-03))
0.21337             	((3.824364101652e+00 -1.052819663199e-04 6.222745549521e+01) (-1.421374187720e-01 3.510460256144e-02 1.444932718086e-02)) ((1.441543669539e+01 7.150057094370e+01 -8.858204219990e-01) (2.166249685094e-02 9.016252181606e-02 1.853558863858e-04))
0.22337             	((4.262910872840e+00 -9.222778667125e-05 6.431921131777e+01) (-1.422136321587e-01 3.776176494265e-02 1.452731998164e-02)) ((1.486045443370e+01 7.410049097719e+01 -9.848062088860e-01) (2.322285239594e-02 9.113460048753e-02 -3.030165514384e-03))
0.23337             	((4.713280648978e+00 -7.482186721225e-05 6.630853878158e+01) (-1.427651090413e-01 4.015645817197e-02 1.465511811850e-02)) ((1.527754548358e+01 7.660063215466e+01 -1.085857559407e+00) (2.468848296516e-02 9.243843843985e-02 -5.849986257792e-03))
0.24337             	((5.167434098211e+00 -5.275479107551e-05 6.813986556321e+01) (-1.438042937037e-01 4.232771581376e-02 1.486156369961e-02)) ((1.565662399660e+01 7.892879298124e+01 -1.187269862688e+00) (2.608472647041e-02 9.411923304249e-02 -8.308156098294e-03))
0.25337             	((5.623606314981e+00 -2.582702637428e-05 6.985212819563e+01) (-1.453336135681e-01 4.430947067092e-02 1.516647494013e-02)) ((1.600424532342e+01 8.113967091867e+01 -1.288428596173e+00) (2.743229532216e-02 9.620467433019e-02 -1.043826939600e-02))
0.26337             	((6.074103403959e+00 6.105432605848e-06 7.140876485835e+01) (-1.473396122706e-01 4.611400979787e-02 1.558817271747e-02)) ((1.631424748014e+01 8.318334819413e+01 -1.387713878246e+00) (2.874018407744e-02 9.871229533447e-02 -1.225821486785e-02))
0.27337             	((6.517115752695e+00 4.301897775869e-05 7.284827617797e+01) (-1.498051829660e-01 4.775129738934e-02 1.612999534276e-02)) ((1.659640504628e+01 8.510292146693e+01 -1.484789475890e+00) (3.001234563684e-02 1.016436493711e-01 -1.378230026371e-02))
0.28337             	((6.947552416025e+00 8.478396983833e-05 7.416817639108e+01) (-1.527218076161e-01 4.925705849204e-02 1.677484113277e-02)) ((1.685076043291e+01 8.689224171070e+01 -1.578559890825e+00) (3.126139530902e-02 1.049833341754e-01 -1.505107808043e-02))
0.29337             	((7.357936899715e+00 1.311657094628e-04 7.534264990249e+01) (-1.560911549181e-01 5.068989506506e-02 1.749892247551e-02)) ((1.707224569163e+01 8.852022343935e+01 -1.667423663965e+00) (3.251137825378e-02 1.087158435131e-01 -1.612907812527e-02))
0.30337             	((7.745641739324e+00 1.819488178377e-04 7.639750646063e+01) (-1.599132010259e-01 5.210077379721e-02 1.828157390125e-02)) ((1.726690588383e+01 9.001568190553e+01 -1.750837839695e+00) (3.378398720794e-02 1.128279832332e-01 -1.707235233197e-02))
0.31337             	((8.106375059784e+00 2.367146941210e-04 7.733820336465e+01) (-1.641849289130e-01 5.351635820937e-02 1.911232926668e-02)) ((1.743659517865e+01 9.138367422914e+01 -1.827935043636e+00) (3.509169374582e-02 1.173133139577e-01 -1.791351689829e-02))
0.32337             	((8.433027959603e+00 2.948520232935e-04 7.814213805007e+01) (-1.689103899392e-01 5.494311469713e-02 1.997768165505e-02)) ((1.757750393002e+01 9.259463966853e+01 -1.897297508339e+00) (3.643468780994e-02 1.221689976704e-01 -1.865978675439e-02))
