# Forces            
# CofR              : (1.500000000000e+00 0.000000000000e+00 5.000000000000e-01)
# Time              forces(pressure viscous)	moments(pressure viscous)
0                   	((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (-9.474148288620e-01 4.524189574756e-07 1.150821107681e-02)) ((0.000000000000e+00 0.000000000000e+00 0.000000000000e+00) (4.391112108635e-07 4.548725253372e-01 -4.770396336502e-05))
0.00667             	((-3.435740104455e+02 -3.427328725325e-01 1.789511804983e+02) (-1.097130234478e+00 -5.649634937402e-04 -3.233365845497e-03)) ((-1.551579578783e-01 -5.402495407392e+02 1.074495050004e-01) (-1.279980197259e-04 7.024899851700e-01 4.434232384276e-04))
0.01334             	((1.647691995553e+02 9.505523654138e-02 3.577738178826e+01) (-8.233733235812e-01 -3.240959192357e-04 4.463740249835e-02)) ((7.672846685034e-02 3.249475607231e+02 2.351775243812e-02) (-7.547069685044e-05 5.576248263175e-01 1.942738128297e-04))
0.02001             	((-4.032068466428e+01 2.188956033330e-01 1.219936160531e+02) (-7.424604698377e-01 -1.971862335596e-04 1.029698631815e-01)) ((6.842253809520e-02 1.447315978540e+00 -1.216789505138e-01) (-4.051801408301e-05 5.280685237191e-01 1.217027888230e-04))
0.02668             	((-2.610175937627e+01 2.019302574577e-02 8.894984217791e+01) (-7.493559868928e-01 -1.987403194569e-04 1.568228329072e-01)) ((1.419095261681e-02 6.884281018536e+00 -3.323644047784e-02) (-3.984356343755e-05 5.543428898512e-01 1.480724633893e-04))
0.03335             	((-3.009552608972e-01 3.975270926513e-02 8.389289003515e+01) (-7.152708819980e-01 -2.027243008084e-04 2.066904831002e-01)) ((2.435491882035e-02 5.467760573212e+01 -1.321985289067e-02) (-3.304010997661e-05 5.521203816408e-01 1.731130126904e-04))
0.04002             	((-1.630809527535e+01 1.108088505253e-01 8.759883856034e+01) (-6.941490459474e-01 -1.745191057643e-04 2.543784152953e-01)) ((4.397808465121e-02 2.487594550907e+01 -5.545005360367e-02) (-1.276139019553e-05 5.579218789108e-01 1.712123098472e-04))
0.04669             	((-1.424952506768e+01 3.351943327283e-02 8.400640334619e+01) (-6.800819837786e-01 -1.719121051784e-04 3.007207601446e-01)) ((1.957628338065e-02 2.721478014666e+01 -1.884326601831e-02) (-1.933551904251e-06 5.688774126607e-01 1.792873668310e-04))
0.05336             	((-1.277285174471e+01 6.490061182502e-02 7.922922008773e+01) (-6.662144944566e-01 -1.574011616945e-04 3.446985038184e-01)) ((3.045657670568e-02 2.688225885532e+01 -3.300469516525e-02) (1.692826733547e-05 5.793381820068e-01 1.752784121542e-04))
0.06003             	((-1.381195774930e+01 6.928381397042e-02 7.527380311377e+01) (-6.556932817715e-01 -1.328008567333e-04 3.873186547658e-01)) ((3.076490031286e-02 2.194829709804e+01 -3.867153245064e-02) (4.167766083721e-05 5.914419367963e-01 1.583787098672e-04))
0.0667              	((-1.324216100905e+01 3.678114995703e-02 7.097097026673e+01) (-6.473523424240e-01 -1.109240004850e-04 4.293128440205e-01)) ((2.066770994654e-02 2.018978158286e+01 -1.666366337151e-02) (6.692755541641e-05 6.048128556328e-01 1.380347824453e-04))
0.07337             	((-1.260743344984e+01 6.304709394425e-02 6.425379667770e+01) (-6.399051071109e-01 -8.030807921052e-05 4.698804008851e-01)) ((2.858334153801e-02 1.655191417247e+01 -3.618479782559e-02) (9.990591963539e-05 6.177143097710e-01 1.107583149466e-04))
0.08337             	((-1.176301301578e+01 1.632891658727e-02 5.558551156366e+01) (-6.326966489135e-01 -5.593879280127e-05 5.232281011447e-01)) ((1.186694163119e-02 1.172652594185e+01 -4.020729517190e-03) (1.488137548902e-04 6.356055765182e-01 8.015469286585e-05))
0.09337             	((-1.024388031898e+01 1.469734250026e-02 4.358632936425e+01) (-6.232818444199e-01 -2.475177104685e-05 5.786122803215e-01)) ((9.708670892733e-03 6.282599635081e+00 -4.583913852217e-03) (2.071122339979e-04 6.526764053857e-01 4.146280671548e-05))
0.10337             	((-8.698261064392e+00 6.005058946684e-03 3.169102003763e+01) (-6.130209469699e-01 3.445198277165e-05 6.315213498589e-01)) ((6.090059683313e-03 6.859100596383e-01 7.873109169032e-05) (2.815709555529e-04 6.679807012471e-01 -2.198884713077e-05))
0.11337             	((-7.127102985446e+00 -1.144471098488e-02 2.034641507982e+01) (-6.020671967039e-01 9.552712338796e-05 6.827358608531e-01)) ((-1.033228602172e-03 -4.514428360554e+00 1.199397196468e-02) (3.620028471052e-04 6.823283316618e-01 -8.534937361577e-05))
0.12337             	((-5.381798518422e+00 -1.301126366278e-02 7.285174779102e+00) (-5.902934779667e-01 1.645915927397e-04 7.312457989816e-01)) ((-3.088832690681e-03 -1.053247414435e+01 1.190384230090e-02) (4.486318390668e-04 6.951471161808e-01 -1.543696804345e-04))
0.13337             	((-3.680495875810e+00 -3.491759527372e-02 -5.397539890949e+00) (-5.782694529487e-01 2.280371479897e-04 7.773873367148e-01)) ((-1.218295579741e-02 -1.621409691685e+01 2.803026356405e-02) (5.371036950897e-04 7.073020216971e-01 -2.149876865335e-04))
0.14337             	((-2.007966002384e+00 -3.883307628329e-02 -1.858785926307e+01) (-5.663375526130e-01 2.877020490915e-04 8.207842365957e-01)) ((-1.516721493471e-02 -2.217210812101e+01 3.033407138828e-02) (6.251927561375e-04 7.188427402729e-01 -2.692496149489e-04))
0.15337             	((-4.336079741722e-01 -4.778191747548e-02 -3.168600042029e+01) (-5.548019739666e-01 3.452643752125e-04 8.612221431519e-01)) ((-1.973301093890e-02 -2.805822966940e+01 3.759892011652e-02) (7.151262678309e-04 7.299847152410e-01 -3.168396781998e-04))
0.16337             	((9.918636326138e-01 -5.747951340872e-02 -4.451066706255e+01) (-5.439759544846e-01 4.058670658616e-04 8.984691635732e-01)) ((-2.499978761161e-02 -3.381806176948e+01 4.472516232721e-02) (8.073473713071e-04 7.409962909787e-01 -3.615818890287e-04))
0.17337             	((2.240202807139e+00 -6.337695148165e-02 -5.716351885236e+01) (-5.341078105686e-01 4.690638132133e-04 9.320009517771e-01)) ((-2.900031936042e-02 -3.957065926943e+01 4.942374272079e-02) (8.982287938445e-04 7.518280598885e-01 -4.070805535767e-04))
0.18337             	((3.268768962245e+00 -7.477046429774e-02 -6.917526921998e+01) (-5.256284980039e-01 5.286612603025e-04 9.616645727745e-01)) ((-3.499582720023e-02 -4.504651844802e+01 5.842839101728e-02) (9.862746217979e-04 7.628292407216e-01 -4.518863200369e-04))
0.19337             	((4.064432868887e+00 -7.739252111548e-02 -8.068319028834e+01) (-5.188586109304e-01 5.794088525301e-04 9.871547193000e-01)) ((-3.784697233460e-02 -5.038325547586e+01 5.997921096311e-02) (1.069421642753e-03 7.741492804363e-01 -4.922874758038e-04))
0.20337             	((4.607251469070e+00 -8.579671693514e-02 -9.140893868127e+01) (-5.140342210792e-01 6.271897294666e-04 1.008311566694e+00)) ((-4.291595078868e-02 -5.542880516566e+01 6.723934147438e-02) (1.149787250843e-03 7.859742540574e-01 -5.341629766747e-04))
0.21337             	((4.893587672613e+00 -9.071844902937e-02 -1.013140924442e+02) (-5.113454515031e-01 6.826796682727e-04 1.024909318806e+00)) ((-4.676531070422e-02 -6.017774825324e+01 7.156848754203e-02) (1.233695239013e-03 7.984776760131e-01 -5.846623699073e-04))
